T_H,LST_Gauge,SUGRA_Gauge,cls_count,mrg_bases,mrg_rows,status,cls_externals
62,e7 + 4 e8 + 6 f4 + 11 su2+g2,e7 + 4 e8 + 7 f4 + 11 su2+g2,1,1,1,MATCH,f4
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,su3
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + so8 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,so8
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + su2 + 10 su2+g2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,su2
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,f4
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7'
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7
63,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + 2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e6
63,5 e8 + 4 f4 + 2 so8 + 9 su2+g2,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,1,1,1,MATCH,su3
63,5 e8 + 4 f4 + 2 so8 + 9 su2+g2,5 e8 + 4 f4 + 2 so8 + 9 su2+g2 + su3,4,4,4,MATCH,su3
63,5 e8 + 4 f4 + 2 so8 + 9 su2+g2,5 e8 + 4 f4 + 2 so8 + su2 + 9 su2+g2,4,0,0,CLS_ONLY_su2hat1,su2
63,5 e8 + 4 f4 + 2 so8 + 9 su2+g2,5 e8 + 4 f4 + 3 so8 + 10 su2+g2,1,1,1,MATCH,so8 + su3
63,5 e8 + 4 f4 + 2 so8 + 9 su2+g2,5 e8 + 4 f4 + 3 so8 + 9 su2+g2,4,4,4,MATCH,so8
63,5 e8 + 4 f4 + so8 + 10 su2+g2,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,3,1,1,COUNT_DIFF,so8
63,5 e8 + 4 f4 + so8 + 10 su2+g2,5 e8 + 4 f4 + 3 so8 + 10 su2+g2,1,1,1,MATCH,2 so8
63,5 e8 + 4 f4 + so8 + 10 su2+g2,5 e8 + 5 f4 + 2 so8 + 10 su2+g2,1,1,1,MATCH,f4 + so8
63,5 e8 + 4 f4 + so8 + 10 su2+g2,5 e8 + 5 f4 + so8 + 10 su2+g2,1,1,1,MATCH,f4
63,5 e8 + 4 f4 + so8 + 10 su2+g2,5 e8 + 5 f4 + so8 + 10 su2+g2 + su3,0,1,1,MRG_ONLY,
63,5 e8 + 4 f4 + so8 + 10 su2+g2 + 2 su3,5 e8 + 4 f4 + so8 + 11 su2+g2 + su3,12,1,1,COUNT_DIFF,su2
63,5 e8 + 4 f4 + so8 + 10 su2+g2 + su3,5 e8 + 4 f4 + 2 so8 + 10 su2+g2 + su3,2,2,2,MATCH,so8
63,5 e8 + 4 f4 + so8 + 10 su2+g2 + su3,5 e8 + 5 f4 + so8 + 10 su2+g2 + su3,1,1,1,MATCH,f4
63,5 e8 + 4 f4 + so8 + 10 su2+g2 + su3,5 e8 + 5 f4 + so8 + 11 su2+g2,0,1,1,MRG_ONLY,
63,5 e8 + 4 f4 + so8 + 11 su2+g2,5 e8 + 4 f4 + 2 so8 + 11 su2+g2,1,1,1,MATCH,so8
63,5 e8 + 4 f4 + so8 + 11 su2+g2,5 e8 + 4 f4 + so8 + 11 su2+g2 + su3,1,1,1,MATCH,su3
63,5 e8 + 4 f4 + so8 + 11 su2+g2 + su3,5 e8 + 4 f4 + so8 + 10 su2+g2 + su2+so7+su2 + su3,2,1,1,COUNT_DIFF,su2
63,5 e8 + 4 f4 + so8 + 11 su2+g2 + su3,5 e8 + 4 f4 + so8 + 12 su2+g2,3,1,1,COUNT_DIFF,su2
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + 10 su2+g2 + su3,2,2,2,MATCH,su3
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + 11 su2+g2,2,2,2,MATCH,su3
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + 9 su2+g2 + su2+so7+su2,4,4,4,MATCH,su2
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + so8 + 10 su2+g2,2,2,2,MATCH,so8
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + so8 + 11 su2+g2,1,1,1,MATCH,so8 + su3
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + su2 + 10 su2+g2,2,0,0,CLS_ONLY_su2hat1,su2
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 6 f4 + 10 su2+g2,2,2,2,MATCH,f4
63,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 6 f4 + 11 su2+g2,1,1,1,MATCH,f4 + su3
63,5 e8 + 5 f4 + 10 su2+g2,6 e8 + 5 f4 + 10 su2+g2,2,2,2,MATCH,e8
63,5 e8 + 5 f4 + 10 su2+g2,6 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e8 + su3
63,5 e8 + 5 f4 + 10 su2+g2,e6 + 5 e8 + 5 f4 + 10 su2+g2,2,2,2,MATCH,e6
63,5 e8 + 5 f4 + 10 su2+g2,e6 + 5 e8 + 5 f4 + 10 su2+g2 + su3,0,2,2,MRG_ONLY,
63,5 e8 + 5 f4 + 10 su2+g2,e6 + 5 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e6 + su3
63,5 e8 + 5 f4 + 10 su2+g2,e6 + 5 e8 + 5 f4 + 11 su2+g2 + su3,0,1,1,MRG_ONLY,
63,5 e8 + 5 f4 + 10 su2+g2,e7 + 5 e8 + 5 f4 + 10 su2+g2,2,2,2,MATCH,e7
63,5 e8 + 5 f4 + 10 su2+g2,e7 + 5 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e7 + su3
63,5 e8 + 5 f4 + 10 su2+g2,e7 + 5 e8 + 5 f4 + su2 + 10 su2+g2,2,0,0,CLS_ONLY_su2hat1,e7 + su2
63,5 e8 + 5 f4 + 10 su2+g2,e7p + 5 e8 + 5 f4 + 10 su2+g2,2,2,2,MATCH,e7'
63,5 e8 + 5 f4 + 10 su2+g2,e7p + 5 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e7' + su3
63,5 e8 + 5 f4 + 9 su2+g2,5 e8 + 5 f4 + 10 su2+g2,6,5,5,COUNT_DIFF,su3
63,5 e8 + 5 f4 + 9 su2+g2,5 e8 + 5 f4 + 9 su2+g2 + su3,4,4,4,MATCH,su3
63,5 e8 + 5 f4 + 9 su2+g2 + su3,5 e8 + 5 f4 + 10 su2+g2,4,4,4,MATCH,su2
63,5 e8 + 5 f4 + 9 su2+g2 + su3,5 e8 + 5 f4 + 10 su2+g2 + su3,1,1,1,MATCH,su3
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,10 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,8 e7 + 2 e7p + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,8 e7 + e7p + e8 + 2 f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,8 e7 + e7p + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,1,1,1,MATCH,e8
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,8 e7 + e7p + e8 + f4 + so8 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,9 e7 + e7p + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,8 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,e6 + 8 e7 + e7p + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,9 e7 + f4 + 2 su2+g2 + 9 su2+so7+su2,10 e7 + e7p + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,9 e7 + f4 + 2 su2+g2 + 9 su2+so7+su2,11 e7 + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,9 e7 + f4 + 2 su2+g2 + 9 su2+so7+su2,9 e7 + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,1,1,1,MATCH,e8
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2,9 e7 + e8 + 2 f4 + 3 su2+g2 + 8 su2+so7+su2,0,2,2,MRG_ONLY,
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2,9 e7 + e8 + f4 + 2 su2+g2 + 9 su2+so7+su2,0,1,1,MRG_ONLY,
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2,9 e7 + e8 + f4 + 3 su2+g2 + 8 su2+so7+su2,2,2,2,MATCH,e8
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2,9 e7 + e8 + f4 + 3 su2+g2 + 8 su2+so7+su2 + su3,0,2,2,MRG_ONLY,
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2,9 e7 + e8 + f4 + so8 + 3 su2+g2 + 8 su2+so7+su2,0,2,2,MRG_ONLY,
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2 + su3,9 e7 + e8 + f4 + 3 su2+g2 + 8 su2+so7+su2 + su3,1,1,1,MATCH,e8
63,9 e7 + f4 + 3 su2+g2 + 8 su2+so7+su2 + su3,9 e7 + e8 + f4 + 4 su2+g2 + 8 su2+so7+su2,0,1,1,MRG_ONLY,
63,e6 + 9 e7 + 10 su2+so7+su2 + su3,2 e6 + 10 e7 + 10 su2+so7+su2 + su3,0,1,1,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + su3,e6 + e7 + 4 e8 + 5 f4 + so8 + 10 su2+g2 + su3,2,2,2,MATCH,so8
63,e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + su3,e6 + e7 + 4 e8 + 6 f4 + 10 su2+g2 + 2 su3,0,1,1,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + su3,e6 + e7 + 4 e8 + 6 f4 + 10 su2+g2 + su3,2,2,2,MATCH,f4
63,e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + su3,e6 + e7 + 4 e8 + 6 f4 + 11 su2+g2 + su3,0,1,1,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 11 su2+g2,e6 + e7 + 4 e8 + 5 f4 + so8 + 11 su2+g2,2,2,2,MATCH,so8
63,e6 + e7 + 4 e8 + 5 f4 + 11 su2+g2,e6 + e7 + 4 e8 + 6 f4 + 11 su2+g2,2,2,2,MATCH,f4
63,e6 + e7 + 4 e8 + 5 f4 + 11 su2+g2,e6 + e7 + 4 e8 + 6 f4 + 11 su2+g2 + su3,0,1,1,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,2 e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + 2 su3,0,3,3,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,2 e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,4,4,4,MATCH,e6
63,e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,e6 + e7 + 4 e8 + 5 f4 + so8 + 9 su2+g2 + 2 su3,4,4,4,MATCH,so8
63,e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,e6 + e7 + 4 e8 + 6 f4 + 10 su2+g2 + 2 su3,0,3,3,MRG_ONLY,
63,e6 + e7 + 4 e8 + 5 f4 + 9 su2+g2 + 2 su3,e6 + e7 + 4 e8 + 6 f4 + 9 su2+g2 + 2 su3,4,4,4,MATCH,f4
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e6 + e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3,1,2,COUNT_DIFF,e7
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + so8 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2,1,1,COUNT_DIFF,e7 + e7'
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,2 e7
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + 2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e7 + 2 e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,2 e7'
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3,1,1,COUNT_DIFF,e7'
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e7 + e7p + 4 e8 + 5 f4 + so8 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e7 + e7p + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,2 e7 + 4 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e7
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,2 e7 + 4 e8 + 5 f4 + 11 su2+g2 + su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,2 e7 + 4 e8 + 5 f4 + so8 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,2 e7 + 4 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e6 + e7 + 4 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,1,2,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e8
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 11 su2+g2 + 2 su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 11 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 11 su2+g2 + su3,0,1,2,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + 12 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + so8 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 5 f4 + so8 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + 5 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + e7p + 4 e8 + 5 f4 + 11 su2+g2,1,1,1,MATCH,e7'
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + e7p + 4 e8 + 5 f4 + so8 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 5 f4 + 11 su2+g2,e7 + e7p + 4 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7
63,e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,e6 + e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e6
63,e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,e7 + 4 e8 + 7 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,f4
63,e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,e7 + e7p + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7'
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,2 e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,2 e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,e7
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,e6 + e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,e6 + e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,e6
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,e7 + 4 e8 + 7 f4 + 9 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,f4
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,e7 + e7p + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
63,e7 + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,e7 + e7p + 4 e8 + 6 f4 + 9 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,e7'
63,e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2,e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,2,2,MRG_ONLY,
63,e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2,e7 + e7p + 4 e8 + 5 f4 + 11 su2+g2,13,10,10,COUNT_DIFF,su3
63,e7p + 5 e8 + 5 f4 + 10 su2+g2,e7p + 5 e8 + 5 f4 + su16 + 10 su2+g2,78,0,0,CLS_ONLY_su2hat1,hat1
63,e7p + 5 e8 + 5 f4 + 10 su2+g2,e7p + 5 e8 + 5 f4 + su2 + 10 su2+g2,4,0,0,CLS_ONLY_su2hat1,su2
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,0,3,3,MRG_ONLY,
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2,2 e7 + 4 e8 + 5 f4 + 11 su2+g2,12,9,9,COUNT_DIFF,su3
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + su3,1,1,1,MATCH,su3
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + so8 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,so8
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 5 f4 + su2 + 10 su2+g2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,su2
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 4 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,f4
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + 5 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e8
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,2 e7 + e7p + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7'
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e7
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,3 e7 + 4 e8 + 5 f4 + su2 + 10 su2+g2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,e7 + su2
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + 2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,1,1,1,MATCH,e6
64,2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2,e6 + 2 e7 + 4 e8 + 5 f4 + 10 su2+g2 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,5 e8 + 4 f4 + 3 so8 + 10 su2+g2,5,2,2,COUNT_DIFF,so8
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,5 e8 + 4 f4 + 4 so8 + 10 su2+g2,2,2,2,MATCH,2 so8
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,5 e8 + 5 f4 + 2 so8 + 10 su2+g2,1,1,1,MATCH,f4
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,5 e8 + 5 f4 + 2 so8 + 10 su2+g2 + su3,0,1,1,MRG_ONLY,
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2,5 e8 + 5 f4 + 3 so8 + 10 su2+g2,1,1,1,MATCH,f4 + so8
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2 + 2 su3,(none),0,1,13,MRG_ONLY,
64,5 e8 + 4 f4 + 2 so8 + 10 su2+g2 + su3,5 e8 + 4 f4 + 3 so8 + 10 su2+g2 + su3,2,2,2,MATCH,so8
64,5 e8 + 4 f4 + 2 so8 + 11 su2+g2,5 e8 + 4 f4 + 3 so8 + 11 su2+g2,1,1,1,MATCH,so8
64,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 5 f4 + so8 + 10 su2+g2,2,2,2,MATCH,so8
64,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 6 f4 + 10 su2+g2,2,2,2,MATCH,f4
64,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 6 f4 + 10 su2+g2 + su3,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 10 su2+g2,5 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 10 su2+g2 + 2 su3,(none),0,1,4,MRG_ONLY,
64,5 e8 + 5 f4 + 10 su2+g2 + su3,(none),0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 10 su2+g2 + su3,5 e8 + 5 f4 + so8 + 10 su2+g2 + su3,1,1,1,MATCH,so8
64,5 e8 + 5 f4 + 10 su2+g2 + su3,5 e8 + 6 f4 + 10 su2+g2 + su3,1,1,1,MATCH,f4
64,5 e8 + 5 f4 + 10 su2+g2 + su3,5 e8 + 6 f4 + 11 su2+g2,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 11 su2+g2,(none),0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 11 su2+g2,5 e8 + 5 f4 + so8 + 11 su2+g2,1,1,1,MATCH,so8
64,5 e8 + 5 f4 + 11 su2+g2,5 e8 + 6 f4 + 10 su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 11 su2+g2,5 e8 + 6 f4 + 11 su2+g2,1,1,1,MATCH,f4
64,5 e8 + 5 f4 + 11 su2+g2 + su3,(none),0,2,3,MRG_ONLY,
64,5 e8 + 5 f4 + 12 su2+g2,(none),0,1,4,MRG_ONLY,
64,5 e8 + 5 f4 + 9 su2+g2 + su3,5 e8 + 5 f4 + so8 + 9 su2+g2 + su3,4,4,4,MATCH,so8
64,5 e8 + 5 f4 + 9 su2+g2 + su3,5 e8 + 6 f4 + 10 su2+g2 + su3,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 9 su2+g2 + su3,5 e8 + 6 f4 + 9 su2+g2 + su3,4,4,4,MATCH,f4
64,5 e8 + 5 f4 + 9 su2+g2 + su3,e6 + 5 e8 + 5 f4 + 10 su2+g2 + su3,0,1,1,MRG_ONLY,
64,5 e8 + 5 f4 + 9 su2+g2 + su3,e6 + 5 e8 + 5 f4 + 9 su2+g2 + su3,4,4,4,MATCH,e6
