T_H,LST_Gauge,SUGRA_Gauge,source_files,num_sources
10,2 e6 + su3,2 e6 + su2+g2 + 4 su3,T011/Ext4,1
10,2 e6 + su3,2 e6 + su2+so7+su2 + 2 su3,T011/Ext2,1
10,2 e6 + su3,2 e6 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,2 e6 + su3,2 e6 + su2+so7+su2 + su3,T011/Ext1,1
10,2 f4 + 2 su2+g2,2 f4 + 2 su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + 2 su2+g2,2 f4 + 2 su2+g2 + su2+so7+su2,T011/Ext3,1
10,2 f4 + 2 su2+g2,2 f4 + 3 su2+g2 + su3,T011/Ext3,1
10,2 f4 + 2 su2+g2,2 f4 + so8 + 3 su2+g2,T011/Ext3,1
10,2 f4 + 2 su2+g2,3 f4 + 3 su2+g2,T011/Ext3,1
10,2 f4 + 2 su2+g2,e7 + 2 f4 + 3 su2+g2,T011/Ext3,1
10,2 f4 + 2 su2+g2,e7p + 2 f4 + 3 su2+g2,T011/Ext3,1
10,2 f4 + 3 su3,2 e6 + 2 f4 + su2+g2 + 2 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + 2 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + 2 su2+g2 + 3 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + 3 su2+g2,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + 3 su2+g2 + 2 su3,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + 3 su2+g2 + su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + 4 su2+g2,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + 6 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + 7 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + so8 + 2 su2+g2 + 3 su3,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + so8 + 3 su2+g2,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + so8 + 3 su2+g2 + su3,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + so8 + 5 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + so8 + 6 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + so8 + su2+g2 + 4 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + so8 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + su2+g2 + 4 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + su2+g2 + 5 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,2 f4 + 3 su3,2 f4 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,2 f4 + 3 su3,2 f4 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,2 f4 + 3 su3,2 f4 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + 2 su2+g2 + 3 su3,T011/Ext5,1
10,2 f4 + 3 su3,3 f4 + 2 su2+g2 + su3,T011/Ext3,1
10,2 f4 + 3 su3,3 f4 + 3 su2+g2,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + 5 su3,T011/Ext3,1
10,2 f4 + 3 su3,3 f4 + 6 su3,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + so8 + 2 su2+g2 + su3,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + so8 + 4 su3,T011/Ext3,1
10,2 f4 + 3 su3,3 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + 3 su3,3 f4 + su2+g2 + 4 su3,T011/Ext4,1
10,2 f4 + 3 su3,3 f4 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,2 f4 + 3 su3,4 f4 + 2 su2+g2 + su3,T011/Ext4,1
10,2 f4 + 3 su3,e6 + 2 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + 3 su3,e6 + 2 f4 + 2 su2+g2 + su3,T011/Ext3,1
10,2 f4 + 3 su3,e6 + 2 f4 + 5 su3,T011/Ext3,1
10,2 f4 + 3 su3,e6 + 2 f4 + 6 su3,T011/Ext4,1
10,2 f4 + 3 su3,e6 + 2 f4 + so8 + 2 su2+g2 + su3,T011/Ext4,1
10,2 f4 + 3 su3,e6 + 2 f4 + so8 + 4 su3,T011/Ext3,1
10,2 f4 + 3 su3,e6 + 2 f4 + so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 f4 + 3 su3,e6 + 2 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + 3 su3,e6 + 2 f4 + su2+g2 + 4 su3,T011/Ext4,1
10,2 f4 + 3 su3,e6 + 2 f4 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,2 f4 + 2 su2+g2,T011/Ext1,1
10,2 f4 + su2+g2 + su3,2 f4 + 2 su2+g2 + 3 su3,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,2 f4 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,2 f4 + su2+g2 + su3,2 f4 + 3 su2+g2,T011/Ext2; T011/Ext3,2
10,2 f4 + su2+g2 + su3,2 f4 + 3 su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,2 f4 + so8 + 2 su2+g2,T011/Ext2,1
10,2 f4 + su2+g2 + su3,2 f4 + so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,2 f4 + so8 + 3 su2+g2,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,2 f4 + so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,2 f4 + su2+g2 + 4 su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,2 f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,2 f4 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,3 f4 + 2 su2+g2,T011/Ext2,1
10,2 f4 + su2+g2 + su3,3 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,3 f4 + 3 su2+g2,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,3 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,e6 + 2 f4 + 2 su2+g2,T011/Ext2,1
10,2 f4 + su2+g2 + su3,e6 + 2 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,e6 + 2 f4 + 3 su2+g2,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,e6 + 2 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,e7 + 2 f4 + 2 su2+g2,T011/Ext2,1
10,2 f4 + su2+g2 + su3,e7 + 2 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,e7 + 2 f4 + 3 su2+g2,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,e7 + 2 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 f4 + su2+g2 + su3,e7p + 2 f4 + 2 su2+g2,T011/Ext2,1
10,2 f4 + su2+g2 + su3,e7p + 2 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 f4 + su2+g2 + su3,e7p + 2 f4 + 3 su2+g2,T011/Ext3; T011/Ext4,2
10,2 f4 + su2+g2 + su3,e7p + 2 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,2 f4 + 2 so8 + 2 su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,2 f4 + 2 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,2 so8 + 2 su2+g2,4 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,4 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,2 so8 + 2 su2+g2,4 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+g2 + 3 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+so7+su2,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 3 su2+g2,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + 3 su2+g2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e6 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 3 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 3 so8 + 2 su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e6 + 3 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,2 so8 + 2 su2+g2,e6 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+g2 + 3 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 3 su2+g2,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + 3 su2+g2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7 + 3 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7 + 3 so8 + 2 su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 3 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+g2 + 3 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 3 su2+g2,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + 3 su2+g2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,2 so8 + 2 su2+g2,e7p + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7p + 3 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,e7p + 3 so8 + 2 su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 3 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + 2 su2+g2,e7p + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + 2 su2+so7+su2,T011/Ext3,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + 3 su2+g2,T011/Ext3,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,2 so8 + 2 su2+g2,f4 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,2 so8 + 2 su2+g2,f4 + 3 so8 + 2 su2+so7+su2,T011/Ext4,1
10,2 so8 + 2 su2+g2,f4 + 3 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,2 so8 + su2+g2 + su2+so7+su2,f4 + 2 so8 + 2 su2+so7+su2,T011/Ext2,1
10,2 so8 + su2+g2 + su3,2 f4 + 2 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,2 f4 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,2 so8 + 3 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,3 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,4 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,4 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + 3 su2+g2 + su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e6 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 3 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + 3 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e6 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + f4 + 2 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e6 + f4 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + 3 su2+g2 + su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7 + 3 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7 + f4 + 2 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7 + f4 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + 3 su2+g2 + su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e7p + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e7p + 3 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + f4 + 2 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e7p + f4 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + 2 su2+g2 + su2+so7+su2,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + 3 su2+g2 + su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,2 so8 + su2+g2 + su3,e8 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,e8 + 3 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e8 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,e8 + f4 + 2 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,f4 + 2 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,f4 + 2 so8 + 3 su2+g2,T011/Ext4,1
10,2 so8 + su2+g2 + su3,f4 + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,f4 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,2 so8 + su2+g2 + su3,f4 + 3 so8 + 2 su2+g2,T011/Ext3,1
10,2 so8 + su2+g2 + su3,f4 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,2 so8 + su2+g2 + su3,f4 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 f4 + 2 su3,3 f4 + 2 su2+g2,T011/Ext2,1
10,3 f4 + 2 su3,3 f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,3 f4 + 2 su3,3 f4 + 2 su2+g2 + su3,T011/Ext3,1
10,3 f4 + 2 su3,3 f4 + 3 su2+g2,T011/Ext4,1
10,3 f4 + 2 su3,3 f4 + su2+g2 + 3 su3,T011/Ext3,1
10,3 f4 + 2 su3,3 f4 + su2+g2 + su3,T011/Ext1,1
10,3 f4 + su2+g2 + su3,3 f4 + 2 su2+g2,T011/Ext1,1
10,3 so8 + 2 su3,2 e6 + 3 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,2 f4 + 3 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + 2 su3,2 f4 + 3 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,3 so8 + 2 su2+g2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,3 so8 + 6 su3,T011/Ext4,1
10,3 so8 + 2 su3,3 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,3 so8 + 2 su3,4 so8 + 2 su2+g2,T011/Ext3,1
10,3 so8 + 2 su3,4 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,3 so8 + 2 su3,4 so8 + 4 su3,T011/Ext3,1
10,3 so8 + 2 su3,4 so8 + 5 su3,T011/Ext4,1
10,3 so8 + 2 su3,4 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + 2 su3,4 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + 2 su3,4 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + 2 su3,4 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,5 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + 2 su3,5 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,5 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,5 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 3 so8 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,3 so8 + 2 su3,e6 + 3 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 3 so8 + 4 su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + 3 so8 + 5 su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 3 so8 + 6 su3,T011/Ext5,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,3 so8 + 2 su3,e6 + 3 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + 4 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + 4 so8 + 4 su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + 2 su3,e6 + f4 + 3 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,e6 + f4 + 3 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 3 so8 + 2 su2+g2,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 3 so8 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,3 so8 + 2 su3,f4 + 3 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 3 so8 + 4 su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 3 so8 + 5 su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,3 so8 + 2 su3,f4 + 3 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 4 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 4 so8 + 3 su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 4 so8 + 4 su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 4 so8 + su2+g2 + 2 su3,T011/Ext4,1
10,3 so8 + 2 su3,f4 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + 2 su3,f4 + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,3 so8 + 2 su2+so7+su2,T011/Ext4,1
10,3 so8 + su2+g2,4 so8 + 2 su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,4 so8 + 2 su2+so7+su2,T011/Ext5,1
10,3 so8 + su2+g2,4 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+g2,4 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + su2+g2,4 so8 + su2+g2 + su2+so7+su2,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,4 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
