"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
42	5	"3 e8+4 f5+6(g2+su(2))"	45	188	0	3	0	0	0	0	0	0	4
42	5	"3 e8+4 f5+6(g2+su(2))"	45	194	2	2	0	0	0	0	0	0	32
42	6	"3 e8+3 f5+6(g2+su(2))"	42	255	0	1	0	0	0	0	0	0	2
42	7	"3 e8+4 f5+su(3)+5(g2+su(2))"	42	204	0	1	0	0	0	0	0	0	2
42	7	"3 e8+4 f5+su(3)+5(g2+su(2))"	43	196	0	2	0	0	0	0	0	0	2
42	7	"3 e8+4 f5+su(3)+5(g2+su(2))"	44	204	0	1	0	0	0	0	0	0	2
42	7	"3 e8+4 f5+su(3)+5(g2+su(2))"	47	212	1	0	0	0	0	0	0	0	5
42	8	"3 e8+4 f5+6(g2+su(2))"	42	203	0	1	0	0	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	42	203	0	0	0	1	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	42	219	0	1	1	0	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	42	227	0	0	1	0	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	42	246	1	1	0	0	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	42	247	0	1	0	0	0	0	0	0	3
42	9	"3 e8+3 f5+7(g2+su(2))"	43	195	0	1	0	1	0	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	46	168	1	1	0	0	1	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	47	168	1	1	0	0	1	0	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	48	114	0	1	0	0	0	0	1	0	3
42	9	"3 e8+3 f5+7(g2+su(2))"	48	134	0	2	0	0	0	1	0	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	48	141	1	1	0	0	0	1	0	0	5
42	9	"3 e8+3 f5+7(g2+su(2))"	48	142	0	1	0	0	0	1	0	0	4
42	9	"3 e8+3 f5+7(g2+su(2))"	49	106	0	2	0	0	0	0	1	0	2
42	9	"3 e8+3 f5+7(g2+su(2))"	49	113	1	1	0	0	0	0	1	0	4
42	9	"3 e8+3 f5+7(g2+su(2))"	49	168	1	1	0	0	1	0	0	0	4
42	9	"3 e8+3 f5+7(g2+su(2))"	49	169	0	1	0	0	1	0	0	0	3
42	10	"3 e8+4 f5+6(g2+su(2))"	42	204	0	1	0	0	0	0	0	0	2
42	10	"3 e8+4 f5+6(g2+su(2))"	43	195	0	2	0	0	0	0	0	0	2
42	10	"3 e8+4 f5+6(g2+su(2))"	44	203	0	1	0	0	0	0	0	0	2
42	10	"3 e8+4 f5+6(g2+su(2))"	45	194	1	2	0	0	0	0	0	0	6
42	12	"3 e8+4 f5+su(3)+5(g2+su(2))"	47	212	1	0	0	0	0	0	0	0	5
42	14	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	42	247	1	0	0	0	0	0	0	0	3
42	14	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	47	162	0	1	0	0	1	0	0	0	2
42	14	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	47	167	2	0	0	0	1	0	0	0	2
42	14	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	47	169	1	0	0	0	1	0	0	0	5
42	14	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	47	247	1	0	0	0	0	0	0	0	9
42	15	"3 e8+4 f5+su(3)+6(g2+su(2))"	47	175	1	0	1	0	0	0	0	0	2
42	18	"3 e8+3 f5+su(3)+7(g2+su(2))"	43	244	2	0	0	0	0	0	0	0	3
42	18	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	167	1	0	0	0	1	0	0	0	2
42	18	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	245	1	0	0	0	0	0	0	0	2
42	18	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	246	1	0	0	0	0	0	0	0	3
42	19	"3 e8+4 f5+6(g2+su(2))"	42	203	0	1	0	0	0	0	0	0	2
42	20	"3 e8+4 f5+su(3)+5(g2+su(2))"	47	212	1	0	0	0	0	0	0	0	4
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	42	246	1	0	0	0	0	0	0	0	2
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	45	194	1	0	0	1	0	0	0	0	4
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	46	168	1	0	0	0	1	0	0	0	4
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	141	1	0	0	0	0	1	0	0	5
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	168	1	0	0	0	1	0	0	0	6
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	246	1	0	0	0	0	0	0	0	5
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	106	0	1	0	0	0	0	1	0	2
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	113	1	0	0	0	0	0	1	0	5
42	22	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	134	0	1	0	0	0	1	0	0	2
42	23	"3 e8+4 f5+su(3)+5(g2+su(2))"	47	212	1	0	0	0	0	0	0	0	3
42	25	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	227	1	0	0	0	0	0	0	0	4
42	26	"3 e8+3 f5+so(8)+6(g2+su(2))"	42	220	0	2	0	0	0	0	0	0	2
42	26	"3 e8+3 f5+so(8)+6(g2+su(2))"	42	228	0	1	0	0	0	0	0	0	3
42	26	"3 e8+3 f5+so(8)+6(g2+su(2))"	43	200	0	1	1	0	0	0	0	0	2
42	26	"3 e8+3 f5+so(8)+6(g2+su(2))"	43	227	1	1	0	0	0	0	0	0	4
42	26	"3 e8+3 f5+so(8)+6(g2+su(2))"	43	228	0	1	0	0	0	0	0	0	2
42	30	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	162	0	2	0	0	0	0	0	0	2
42	30	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	169	1	1	0	0	0	0	0	0	5
42	30	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	170	0	1	0	0	0	0	0	0	4
42	31	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	175	1	0	0	1	0	0	0	0	2
42	31	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	227	1	0	0	0	0	0	0	0	2
42	32	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	42	219	1	1	0	0	0	0	0	0	2
42	32	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	42	220	0	1	0	0	0	0	0	0	2
42	32	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	43	227	1	0	0	0	0	0	0	0	2
42	32	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	227	1	0	0	0	0	0	0	0	3
42	37	"3 e8+3 f5+so(8)+2 su(3)+6(g2+su(2))"	42	219	1	0	0	0	0	0	0	0	2
42	37	"3 e8+3 f5+so(8)+2 su(3)+6(g2+su(2))"	47	219	1	0	0	0	0	0	0	0	7
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	42	200	0	0	1	0	0	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	42	220	0	1	0	0	0	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	43	192	0	1	1	0	0	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	43	219	1	1	0	0	0	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	45	191	1	1	1	0	0	0	0	0	7
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	46	167	1	1	0	1	0	0	0	0	5
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	46	175	1	0	0	1	0	0	0	0	10
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	141	1	1	0	0	1	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	167	1	1	0	1	0	0	0	0	6
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	171	1	0	2	0	0	0	0	0	2
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	227	1	0	0	0	0	0	0	0	3
42	39	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	48	142	0	1	0	0	1	0	0	0	2
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	42	170	0	1	0	0	0	0	0	0	2
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	46	169	1	1	0	0	0	0	0	0	3
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	162	0	2	0	0	0	0	0	0	8
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	167	2	1	0	0	0	0	0	0	3
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	169	1	1	0	0	0	0	0	0	13
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	47	170	0	1	0	0	0	0	0	0	6
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	48	161	1	2	0	0	0	0	0	0	6
42	40	"3 e8+e6+3 f5+su(3)+6(g2+su(2))"	49	169	1	1	0	0	0	0	0	0	2
42	41	"3 e8+e6+3 f5+7(g2+su(2))"	46	168	1	1	0	0	0	0	0	0	4
42	41	"3 e8+e6+3 f5+7(g2+su(2))"	47	168	1	1	0	0	0	0	0	0	6
42	41	"3 e8+e6+3 f5+7(g2+su(2))"	47	169	0	1	0	0	0	0	0	0	4
42	42	"3 e8+3 f5+so(8)+7(g2+su(2))"	47	225	1	0	0	0	0	0	0	0	3
42	43	"2 e8+e7+e7'+3 f5+6(g2+su(2))+so(7)+2 su(2)"	42	254	1	1	0	0	0	0	0	0	2
42	44	"2 e8+2 e7+3 f5+7(g2+su(2))"	43	228	1	1	0	0	0	0	0	0	2
42	44	"2 e8+2 e7+3 f5+7(g2+su(2))"	43	235	1	0	0	0	0	0	0	0	2
42	44	"2 e8+2 e7+3 f5+7(g2+su(2))"	47	235	1	0	0	0	0	0	0	0	4
42	45	"2 e8+2 e7+3 f5+6(g2+su(2))+so(7)+2 su(2)"	43	226	1	1	0	0	0	0	0	0	2
42	46	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	47	227	1	0	0	0	0	0	0	0	3
42	47	"2 e8+2 e7+3 f5+7(g2+su(2))"	47	235	1	0	0	0	0	0	0	0	4
42	51	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	47	162	0	1	0	0	0	0	0	0	2
42	51	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	47	169	1	0	0	0	0	0	0	0	5
42	52	"3 e8+3 f5+so(8)+2 su(3)+6(g2+su(2))"	47	219	1	0	0	0	0	0	0	0	6
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	42	205	0	0	0	0	1	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	42	223	0	1	0	1	0	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	42	231	0	0	0	1	0	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	42	255	0	0	1	0	0	0	0	0	3
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	43	197	0	1	0	0	1	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	43	203	0	0	1	1	0	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	44	177	0	0	1	0	1	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	45	153	0	0	0	1	1	0	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	133	1	2	0	0	0	0	1	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	134	0	2	0	0	0	0	1	0	3
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	139	2	1	0	0	0	0	1	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	141	1	1	0	0	0	0	1	0	6
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	142	0	1	0	0	0	0	1	0	4
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	161	1	2	0	0	0	1	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	162	0	2	0	0	0	1	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	167	2	1	0	0	0	1	0	0	2
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	169	1	1	0	0	0	1	0	0	6
42	53	"2 e8+e7+e6+3 f5+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	48	170	0	1	0	0	0	1	0	0	4
42	54	"2 e8+e7+e7'+3 f5+6(g2+su(2))+so(7)+2 su(2)"	42	254	0	1	0	0	0	0	0	0	2
42	55	"2 e8+2 e7+3 f5+7(g2+su(2))"	47	235	1	0	0	0	0	0	0	0	4
42	56	"2 e8+2 e7+3 f5+7(g2+su(2))"	47	235	1	0	0	0	0	0	0	0	4
42	60	"3 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	47	217	1	0	0	0	0	0	0	0	2
42	61	"3 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	47	217	1	0	0	0	0	0	0	0	3
42	61	"3 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	47	218	1	0	0	0	0	0	0	0	3
42	62	"5 e7+2 f5+3(g2+su(2))+4(so(7)+2 su(2))"	42	237	0	1	0	0	0	0	1	0	2
42	62	"5 e7+2 f5+3(g2+su(2))+4(so(7)+2 su(2))"	46	122	0	1	0	0	0	0	0	1	2
42	62	"5 e7+2 f5+3(g2+su(2))+4(so(7)+2 su(2))"	48	121	1	1	0	0	0	0	0	1	10
42	65	"5 e7+2 f5+2(g2+su(2))+5(so(7)+2 su(2))"	48	119	1	1	0	0	0	0	0	1	3
42	66	"5 e7+2 f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	42	240	0	0	0	1	1	0	0	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	42	230	0	1	0	0	0	0	1	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	42	238	0	0	0	0	0	0	1	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	42	238	0	0	1	0	0	1	0	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	42	241	0	0	0	1	1	0	0	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	42	266	0	0	0	0	0	1	0	0	3
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	43	210	0	0	1	0	0	0	1	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	43	214	0	0	0	1	0	1	0	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	44	186	0	0	0	1	0	0	1	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	44	188	0	0	0	0	1	1	0	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	45	160	0	0	0	0	1	0	1	0	2
42	78	"5 e7+e7'+7(so(7)+2 su(2))"	46	133	0	0	0	0	0	1	1	0	2
42	82	"3 e8+2 f5+3 so(8)+6(g2+su(2))"	42	204	0	0	1	0	0	0	0	0	2
42	82	"3 e8+2 f5+3 so(8)+6(g2+su(2))"	42	224	0	1	0	0	0	0	0	0	2
42	82	"3 e8+2 f5+3 so(8)+6(g2+su(2))"	43	196	0	1	1	0	0	0	0	0	2
42	82	"3 e8+2 f5+3 so(8)+6(g2+su(2))"	43	223	1	1	0	0	0	0	0	0	2
42	84	"5 e7+e6+f5+2(g2+su(2))+5(so(7)+2 su(2))"	42	237	0	1	0	0	0	1	0	0	2
42	84	"5 e7+e6+f5+2(g2+su(2))+5(so(7)+2 su(2))"	43	209	0	1	0	0	0	0	1	0	2
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	46	180	1	0	0	0	0	0	0	0	5
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	166	0	2	0	0	0	0	0	0	2
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	171	2	1	0	0	0	0	0	0	2
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	172	1	1	0	0	0	0	0	0	8
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	173	1	1	0	0	0	0	0	0	5
42	85	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	174	0	1	0	0	0	0	0	0	4
42	90	"5 e7+e6+f5+2 su(3)+g2+su(2)+5(so(7)+2 su(2))"	42	237	0	0	1	0	1	0	0	0	2
42	90	"5 e7+e6+f5+2 su(3)+g2+su(2)+5(so(7)+2 su(2))"	42	265	0	0	0	0	1	0	0	0	3
42	90	"5 e7+e6+f5+2 su(3)+g2+su(2)+5(so(7)+2 su(2))"	43	213	0	0	0	1	1	0	0	0	2
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	46	180	1	0	0	0	0	0	0	0	5
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	166	0	2	0	0	0	0	0	0	2
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	171	2	1	0	0	0	0	0	0	2
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	172	1	1	0	0	0	0	0	0	8
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	173	1	1	0	0	0	0	0	0	5
42	93	"e8+5 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	47	174	0	1	0	0	0	0	0	0	4
42	94	"3 e8+2 f5+3 so(8)+su(3)+6(g2+su(2))"	44	215	1	1	0	0	0	0	0	0	5
42	94	"3 e8+2 f5+3 so(8)+su(3)+6(g2+su(2))"	47	223	1	0	0	0	0	0	0	0	3
42	108	"5 e7+2 e6+su(3)+6(so(7)+2 su(2))"	42	237	0	1	0	0	1	0	0	0	2
42	113	"7 e6+2 f5+8 su(3)+2(g2+su(2))"	42	248	0	0	0	0	0	1	1	0	2
42	114	"8 e6+f5+8 su(3)+g2+su(2)+so(7)+2 su(2)"	42	247	0	0	0	0	1	0	1	0	2
42	114	"8 e6+f5+8 su(3)+g2+su(2)+so(7)+2 su(2)"	43	220	0	0	0	0	0	1	1	0	2
