LSTGauge,n_bases
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,22
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,22
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,22
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,22
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,22
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,22
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,22
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,22
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,22
g2+so7+so8+so8+sp1+su2+su2,21
e6+e6+e6+so7+so8+su2+su2+su3+su3,21
e6+e6+e7+f4+f4+g2+sp1+su3+su3+su3,21
e8+f4+g2+g2+so8+so8+so8+so8+sp1+sp1,21
e8+g2+so8+so8+so8+so8+so8+so8+so8+sp1+su3,21
e6+e6+e6+e6+e7+f4+so7+su2+su2+su3+su3+su3+su3,21
g2+g2+so8+so8+so8+so8+so8+so8+so8+so8+sp1+sp1,21
e6+e6+e6+e8+f4+g2+so8+sp1+su3+su3+su3+su3,21
e7+e7+e7+f4+g2+g2+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2,21
e6+e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2,21
e6+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,21
e6+e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3+su3,21
e6+e7+e7+e7+e7+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su3,21
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+su2+su2,21
e6+e7+e8+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2,21
e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,21
e7+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,21
e6+e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2,21
e6+e6+e6+e6+e6+e6+e6+f4+g2+so8+sp1+su3+su3+su3+su3+su3+su3+su3+su3,21
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,21
e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,21
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,21
e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,21
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,21
e7+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,21
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,21
e6+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3+su3,21
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,21
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,21
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,21
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,21
e7+e7+f4+f4+g2+g2+g2+g2+su2+su2+su2+su2,20
e6+e7+e8+f4+g2+g2+so7+sp1+su2+su2+su2+su3,20
e6+e6+e6+e6+e8+f4+g2+g2+sp1+su2+su3+su3+su3+su3,20
e7+e7+e7+e7+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su3,20
e6+e6+e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3+su3+su3,20
e6+e6+e6+e6+e6+e6+g2+so7+su2+su2+su2+su3+su3+su3+su3+su3,20
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1,20
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su3,20
e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2,20
e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e7+e7+e7+e7+e7+e7+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,20
e6+e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su2,20
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2,20
e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,20
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e7+e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e7+e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,20
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,20
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,20
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,20
e6+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3+su3,20
e7+g2+g2+so8+sp1+sp1,19
e6+f4+f4+f4+su3+su3+su3,19
e7+e7+f4+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2,19
e7+e7+e7+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su3+su3,19
e7+e7+e7+g2+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2,19
e6+e7+e7+e7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su3,19
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+su3,19
e6+e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3+su3+su3,19
e6+e6+e6+e6+e6+e6+e6+f4+g2+so7+sp1+su2+su2+su3+su3+su3+su3+su3+su3+su3,19
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,19
e6+e6+e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3+su3+su3,19
e6+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,19
e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,19
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,19
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,19
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,19
e7+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,19
e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,19
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,19
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,19
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2+su2,19
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,19
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,19
e6+e6+e6+e7+so7+so7+su2+su2+su2+su2+su3+su3,18
e8+g2+g2+so8+so8+so8+so8+so8+sp1+sp1,18
e7+e7+f4+f4+so7+so7+so7+su2+su2+su2+su2+su2+su2,18
e6+e7+e7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2,18
e7+e8+f4+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1,18
e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+su2+su2+su2+su2+su2,18
e6+e6+e7+e8+f4+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,18
e7+e7+e7+e7+g2+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su3,18
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2,18
e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su3,18
e7+e7+e7+e8+f4+f4+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2,18
e6+e6+e6+e6+e6+e6+f4+g2+so7+su2+su2+su2+su3+su3+su3+su3+su3+su3,18
e6+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,18
e6+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3+su3,18
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2+su2+su3,18
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1,18
e6+e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,18
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,18
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,18
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,18
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,18
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,18
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,18
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,18
e6+e6+f4+g2+g2+sp1+sp1,17
e6+e7+f4+f4+g2+su2+su3+su3+su3,17
so8+so8+so8+so8+so8+so8+so8+su3,17
so8+so8+so8+so8+so8+so8+so8+su3+su3,17
e6+e8+f4+f4+g2+sp1+su3+su3+su3,17
e8+e8+f4+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1,17
e7+e7+e7+f4+g2+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,17
e7+e7+e7+e7+f4+f4+g2+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su2,17
e6+e6+e6+e6+f4+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3,17
e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su3,17
e6+e7+e7+e7+e7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,17
e6+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,17
e7+e7+e7+e7+e8+f4+g2+g2+g2+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2,17
e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,17
e7+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,17
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,17
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,17
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,17
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,17
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,17
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,17
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,17
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,17
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,17
e8+e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,17
e7+f4+g2+so7+so8+sp1+su2+su2,16
e6+e8+f4+g2+so7+sp1+su2+su2+su3,16
e7+e8+f4+g2+g2+so7+sp1+sp1+su2+su2,16
e7+e7+e7+f4+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su3,16
e6+e6+e6+e6+e6+e6+g2+su2+su3+su3+su3+su3+su3,16
e7+e7+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+su2+su2,16
e6+e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3,16
e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3+su3+su3,16
e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e6+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,16
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,16
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,16
e7+e7+e7+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,16
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3+su3,16
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,16
e7+e7+e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,16
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,16
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,16
e7+e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,16
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,16
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,16
f4+f4+f4+g2+g2+su2+su2,15
e6+e8+f4+g2+g2+so8+so8+so8+sp1+sp1+su3,15
e6+e6+e8+f4+g2+g2+so8+so8+sp1+sp1+su3+su3,15
e6+e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1,15
e6+e6+e6+e8+f4+g2+g2+so8+sp1+sp1+su3+su3+su3,15
e6+e7+e7+e7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,15
e6+e7+e7+e8+f4+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su3,15
e7+e7+e7+e7+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,15
e6+e6+e6+e6+e8+f4+g2+so8+sp1+su3+su3+su3+su3+su3,15
e6+e6+e6+e6+e6+f4+g2+g2+su2+su2+su3+su3+su3+su3+su3,15
e7+e7+e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,15
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,15
e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,15
e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,15
e6+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,15
e7+e7+e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,15
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,15
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,15
e8+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,15
e7+f4+g2+so7+so8+so8+su2+su2+su2,14
g2+so7+so8+so8+so8+so8+su2+su2+su2,14
e6+e7+f4+g2+g2+g2+so8+su2+su2+su2,14
e6+e6+e7+f4+g2+g2+sp1+su2+su3+su3,14
e6+e7+e7+f4+f4+g2+g2+so7+su2+su2+su2+su2+su3,14
e6+e6+e6+e6+e7+g2+so7+su2+su2+su2+su3+su3+su3,14
