LST_type,T_H,LST_id,n_bases
DM:A(10),9,-10,464
DM:A(11),10,-11,312
DM:A(12),11,-12,241
DM:A(13),12,-13,209
DM:A(14),13,-14,33
DM:A(15),14,-15,17
DM:A(16),15,-16,12
DM:A(17),16,-17,10
DM:A(18),17,-18,5
DM:A(19),18,-19,4
DM:A(2),1,-2,329515
DM:A(20),19,-20,3
DM:A(21),20,-21,2
DM:A(22),21,-22,1
DM:A(23),22,-23,1
DM:A(24),23,-24,1
DM:A(25),24,-25,1
DM:A(3),2,-3,167949
DM:A(4),3,-4,79024
DM:A(5),4,-5,19530
DM:A(6),5,-6,11001
DM:A(7),6,-7,3661
DM:A(8),7,-8,1852
DM:A(9),8,-9,1412
DM:D(10),9,-1010,45
DM:D(11),10,-1011,16
DM:D(12),11,-1012,9
DM:D(13),12,-1013,4
DM:D(14),13,-1014,2
DM:D(15),14,-1015,1
DM:D(16),15,-1016,1
DM:D(17),16,-1017,1
DM:D(3),2,-1003,777
DM:D(4),3,-1004,196
DM:D(5),4,-1005,197
DM:D(6),5,-1006,194
DM:D(7),6,-1007,136
DM:D(8),7,-1008,80
DM:D(9),8,-1009,78
N1,4,10340,113401
N1,4,10527,36486
N1,4,10861,2364
N1,4,10883,1362
N1,4,11248,21
N1,5,10523,500139
N1,5,10528,3830
N1,5,10856,60264
N1,5,10862,23438
N1,5,10866,12156
N1,5,10873,32999
N1,5,10882,729
N1,5,11244,1158
N1,5,11245,416
N1,5,11247,1090
N1,5,11249,454
N1,5,11250,129
N1,6,10346,1679
N1,6,10353,2108
N1,6,10524,210773
N1,6,10526,688
N1,6,10533,212
N1,6,10562,977
N1,6,10582,277
N1,6,10857,19455
N1,6,10867,4817
N1,6,10869,199839
N1,6,10877,15279
N1,6,10881,39
N1,6,10892,44
N1,6,10964,56
N1,6,10975,89
N1,6,11264,6
N1,7,10341,34739
N1,7,10347,9849
N1,7,10351,22839
N1,7,10352,283
N1,7,10356,68
N1,7,10361,19
N1,7,10370,113
N1,7,10371,61
N1,7,10525,33915
N1,7,10529,8393
N1,7,10534,6527
N1,7,10535,1626
N1,7,10539,2809
N1,7,10549,5818
N1,7,10553,20209
N1,7,10557,43
N1,7,10558,241
N1,7,10563,4858
N1,7,10574,3175
N1,7,10580,72
N1,7,10584,12
N1,7,10593,12
N1,7,10614,26
N1,7,10620,41
N1,7,10624,50
N1,7,10863,5917
N1,7,10864,428
N1,7,10865,3389
N1,7,10868,21673
N1,7,10870,137292
N1,7,10872,904
N1,7,10880,3072
N1,7,10884,229
N1,7,10885,1470
N1,7,10886,57
N1,7,10890,1443
N1,7,10891,797
N1,7,10893,101
N1,7,10908,272
N1,7,10924,2738
N1,7,10928,1949
N1,7,10953,44
N1,7,10965,1356
N1,7,10966,335
N1,7,10970,628
N1,7,10976,595
N1,7,10993,7
N1,7,11038,10
N1,7,11046,12
N1,7,11251,425
N1,7,11255,315
N1,7,11256,58
N1,7,11257,117
N1,7,11259,217
N1,7,11260,1388
N1,7,11262,99
N1,7,11263,36
N1,7,11275,3
N1,8,10342,13501
N1,8,10350,66647
N1,8,10355,634
N1,8,10357,922
N1,8,10362,749
N1,8,10364,397
N1,8,10367,3153
N1,8,10369,34
N1,8,10377,19
N1,8,10398,50
N1,8,10404,80
N1,8,10408,148
N1,8,10409,38
N1,8,10544,109376
N1,8,10550,26209
N1,8,10554,8532
N1,8,10572,18073
N1,8,10573,516
N1,8,10576,280
N1,8,10585,59
N1,8,10591,449
N1,8,10592,279
N1,8,10603,1647
N1,8,10604,1172
N1,8,10610,21
N1,8,10615,840
N1,8,10617,456
N1,8,10621,1084
N1,8,10623,21
N1,8,10626,12
N1,8,10671,26
N1,8,10679,30
N1,8,10705,22
N1,8,10711,57
N1,8,10860,26808
N1,8,10871,20185
N1,8,10874,15270
N1,8,10876,236
N1,8,10904,9758
N1,8,10909,6206
N1,8,10910,1560
N1,8,10914,3147
N1,8,10919,23647
N1,8,10925,10489
N1,8,10933,1372
N1,8,10981,1193
N1,8,10992,116
N1,8,10994,49
N1,8,11007,218
N1,8,11014,371
N1,8,11030,3
N1,8,11033,224
N1,8,11037,149
N1,8,11047,278
N1,8,11049,128
N1,8,11057,7
N1,8,11133,10
N1,8,11143,12
N1,8,11151,4
N1,8,11254,1414
N1,8,11274,13
N1,8,11282,3
N1,9,10348,1439
N1,9,10349,7986
N1,9,10354,376
N1,9,10368,1402
N1,9,10375,721
N1,9,10376,467
N1,9,10387,3319
N1,9,10388,2331
N1,9,10394,43
N1,9,10399,1746
N1,9,10401,1011
N1,9,10405,3479
N1,9,10407,66
N1,9,10536,526
N1,9,10537,1123
N1,9,10540,1179
N1,9,10541,3510
N1,9,10543,6311
N1,9,10545,25008
N1,9,10559,669
N1,9,10560,14
N1,9,10564,974
N1,9,10565,5400
N1,9,10566,58
N1,9,10568,243
N1,9,10571,28287
N1,9,10577,183
N1,9,10583,104
N1,9,10601,19265
N1,9,10606,841
N1,9,10622,542
N1,9,10625,237
N1,9,10627,99
N1,9,10640,736
N1,9,10647,1196
N1,9,10663,8
N1,9,10666,790
N1,9,10670,495
N1,9,10680,958
N1,9,10682,450
N1,9,10692,1944
N1,9,10693,826
N1,9,10700,26
N1,9,10701,34
N1,9,10706,564
N1,9,10708,331
N1,9,10858,7150
N1,9,10875,9102
N1,9,10879,55
N1,9,10894,283
N1,9,10895,192
N1,9,10896,28
N1,9,10897,552
N1,9,10900,731
N1,9,10901,133
N1,9,10903,3235
N1,9,10920,13403
N1,9,10934,3656
N1,9,10954,62
N1,9,10955,53
N1,9,10957,237
N1,9,10958,8
N1,9,10967,115
N1,9,10968,324
N1,9,10971,254
N1,9,10972,833
N1,9,10974,1687
N1,9,10977,145
N1,9,10978,823
N1,9,10980,64
N1,9,11003,9377
N1,9,11008,4379
N1,9,11010,2882
N1,9,11018,142
N1,9,11056,40
N1,9,11069,211
N1,9,11081,156
N1,9,11129,133
N1,9,11130,252
N1,9,11132,182
N1,9,11134,59
N1,9,11152,135
N1,9,11154,54
N1,9,11246,44
N1,9,11252,372
N1,9,11258,182
N1,9,11265,174
N1,9,11266,11
N1,9,11267,59
N1,9,11268,15
N1,9,11269,7
N1,9,11270,69
N1,10,10345,11145
N1,10,10363,110
N1,10,10365,354
N1,10,10366,615
N1,10,10385,34848
N1,10,10390,1561
N1,10,10406,1561
N1,10,10530,7685
N1,10,10551,4652
N1,10,10552,24757
N1,10,10561,7105
N1,10,10575,1035
N1,10,10586,12
N1,10,10587,71
N1,10,10594,83
N1,10,10595,66
N1,10,10596,158
N1,10,10598,219
N1,10,10600,901
N1,10,10602,7810
N1,10,10611,27
N1,10,10612,109
N1,10,10613,5
N1,10,10616,169
N1,10,10618,482
N1,10,10619,887
N1,10,10636,27168
N1,10,10641,14470
N1,10,10643,9912
N1,10,10651,385
N1,10,10689,24313
N1,10,10691,775
N1,10,10696,1007
N1,10,10859,3405
N1,10,10878,1752
N1,10,10887,3652
N1,10,10911,487
N1,10,10912,1249
N1,10,10915,1568
N1,10,10916,3185
N1,10,10918,6911
N1,10,10926,2408
N1,10,10927,13620
N1,10,10929,1919
N1,10,10937,1877
N1,10,10960,1068
N1,10,10982,600
N1,10,10983,3374
N1,10,10995,90
N1,10,10996,13
N1,10,10997,20
N1,10,11000,219
N1,10,11001,66
N1,10,11013,1873
N1,10,11019,1906
N1,10,11021,863
N1,10,11031,8
N1,10,11032,24
N1,10,11035,74
N1,10,11036,3
N1,10,11039,53
N1,10,11040,38
N1,10,11041,121
N1,10,11043,122
N1,10,11045,632
N1,10,11048,68
N1,10,11050,194
N1,10,11051,353
N1,10,11067,4519
N1,10,11068,2074
N1,10,11077,3054
N1,10,11082,3908
N1,10,11084,1916
N1,10,11092,136
N1,10,11157,921
N1,10,11159,1272
N1,10,11171,306
N1,10,11253,245
N1,10,11276,8
N1,10,11277,37
N1,10,11278,10
N1,10,11279,4
N1,11,10343,2054
N1,11,10358,1001
N1,11,10378,130
N1,11,10379,107
N1,11,10380,241
N1,11,10382,365
N1,11,10384,1406
N1,11,10386,11380
N1,11,10395,52
N1,11,10396,223
N1,11,10397,8
N1,11,10400,309
N1,11,10402,881
N1,11,10403,1662
N1,11,10531,1654
N1,11,10538,184
N1,11,10542,821
N1,11,10548,18172
N1,11,10555,1729
N1,11,10567,14
N1,11,10569,16
N1,11,10570,492
N1,11,10581,160
N1,11,10588,1173
N1,11,10605,1379
N1,11,10607,1080
N1,11,10628,174
N1,11,10629,24
N1,11,10630,40
N1,11,10633,467
N1,11,10634,140
N1,11,10646,4959
N1,11,10652,5515
N1,11,10654,2026
N1,11,10664,21
N1,11,10665,76
N1,11,10668,246
N1,11,10669,6
N1,11,10672,165
N1,11,10673,120
N1,11,10674,350
N1,11,10676,429
N1,11,10678,1942
N1,11,10681,185
N1,11,10683,586
N1,11,10684,1027
N1,11,10690,13729
N1,11,10695,963
N1,11,10702,38
N1,11,10703,136
N1,11,10704,6
N1,11,10707,142
N1,11,10709,393
N1,11,10710,677
N1,11,10888,878
N1,11,10898,103
N1,11,10899,35
N1,11,10902,457
N1,11,10905,5514
N1,11,10923,10334
N1,11,10935,640
N1,11,10936,2545
N1,11,10941,390
N1,11,10945,568
N1,11,10956,13
N1,11,10961,2604
N1,11,10969,51
N1,11,10973,207
N1,11,10979,8
N1,11,10984,11
N1,11,10985,89
N1,11,10986,11
N1,11,10990,351
N1,11,11009,1096
N1,11,11011,3189
N1,11,11012,6579
N1,11,11024,423
N1,11,11025,665
N1,11,11058,23
N1,11,11059,11
N1,11,11062,128
N1,11,11063,34
N1,11,11090,1648
N1,11,11091,913
N1,11,11128,47
N1,11,11135,101
N1,11,11136,17
N1,11,11137,28
N1,11,11140,239
N1,11,11141,83
N1,11,11144,64
N1,11,11145,46
N1,11,11146,122
N1,11,11148,141
N1,11,11150,664
N1,11,11153,33
N1,11,11155,90
N1,11,11156,154
N1,11,11261,25
N1,11,11271,123
N1,11,11272,5
N1,11,11273,17
N1,11,11283,19
N1,12,10344,1374
N1,12,10359,180
N1,12,10372,1728
N1,12,10389,2336
N1,12,10391,2066
N1,12,10410,3
N1,12,10444,5
N1,12,10445,5
N1,12,10449,4
N1,12,10454,3
N1,12,10484,5
N1,12,10488,7
N1,12,10493,6
N1,12,10498,6
N1,12,10501,5
N1,12,10512,4
N1,12,10517,6
N1,12,10520,4
N1,12,10521,7
N1,12,10522,6
N1,12,10532,1020
N1,12,10546,4528
N1,12,10556,898
N1,12,10578,49
N1,12,10589,205
N1,12,10597,37
N1,12,10599,128
N1,12,10608,250
N1,12,10642,2952
N1,12,10644,9014
N1,12,10645,16478
N1,12,10657,1206
N1,12,10658,2060
N1,12,10694,2274
N1,12,10697,760
N1,12,10712,3
N1,12,10746,5
N1,12,10750,5
N1,12,10751,4
N1,12,10755,4
N1,12,10828,4
N1,12,10829,6
N1,12,10833,5
N1,12,10838,4
N1,12,10845,5
N1,12,10850,5
N1,12,10855,2
N1,12,10889,631
N1,12,10906,1316
N1,12,10913,171
N1,12,10917,1095
N1,12,10921,1897
N1,12,10932,2104
N1,12,10942,588
N1,12,10948,200
N1,12,10952,317
N1,12,10987,87
N1,12,10988,676
N1,12,10991,1599
N1,12,10998,38
N1,12,10999,19
N1,12,11002,140
N1,12,11004,4290
N1,12,11020,322
N1,12,11022,769
N1,12,11023,1244
N1,12,11026,150
N1,12,11027,188
N1,12,11034,9
N1,12,11042,28
N1,12,11044,87
N1,12,11052,7
N1,12,11053,9
N1,12,11054,44
N1,12,11055,80
N1,12,11070,835
N1,12,11071,718
N1,12,11072,2038
N1,12,11074,2642
N1,12,11076,11850
N1,12,11083,892
N1,12,11085,2529
N1,12,11086,4693
N1,12,11103,198
N1,12,11109,757
N1,12,11158,582
N1,12,11160,1973
N1,12,11161,3241
N1,12,11167,287
N1,12,11172,714
N1,12,11173,1462
N1,12,11178,3
N1,12,11211,4
N1,12,11212,4
N1,12,11216,3
N1,12,11217,3
N1,12,11221,2
N1,12,11280,7
N1,12,11281,10
N1,12,11286,2
N1,13,10360,115
N1,13,10373,283
N1,13,10381,52
N1,13,10383,203
N1,13,10392,415
N1,13,10413,40
N1,13,10436,18
N1,13,10437,13
N1,13,10439,29
N1,13,10467,46
N1,13,10470,86
N1,13,10477,1
N1,13,10480,36
N1,13,10481,9
N1,13,10482,33
N1,13,10483,84
N1,13,10503,45
N1,13,10504,114
N1,13,10508,2
N1,13,10510,19
N1,13,10511,60
N1,13,10547,3527
N1,13,10579,25
N1,13,10590,134
N1,13,10609,145
N1,13,10631,66
N1,13,10632,36
N1,13,10635,280
N1,13,10637,8455
N1,13,10653,744
N1,13,10655,2069
N1,13,10656,2821
N1,13,10659,271
N1,13,10660,402
N1,13,10667,21
N1,13,10675,73
N1,13,10677,264
N1,13,10685,16
N1,13,10686,26
N1,13,10687,115
N1,13,10688,213
N1,13,10698,224
N1,13,10714,40
N1,13,10737,18
N1,13,10740,8
N1,13,10741,29
N1,13,10779,45
N1,13,10784,85
N1,13,10787,39
N1,13,10813,1
N1,13,10818,20
N1,13,10819,47
N1,13,10820,14
N1,13,10822,32
N1,13,10825,56
N1,13,10907,963
N1,13,10922,1746
N1,13,10930,1327
N1,13,10949,580
N1,13,10962,339
N1,13,10963,1266
N1,13,10989,19
N1,13,11005,779
N1,13,11015,1167
N1,13,11028,90
N1,13,11029,109
N1,13,11060,31
N1,13,11061,16
N1,13,11064,5683
N1,13,11078,1944
N1,13,11093,295
N1,13,11094,241
N1,13,11095,618
N1,13,11097,765
N1,13,11099,2329
N1,13,11104,2171
N1,13,11106,1247
N1,13,11112,59
N1,13,11118,184
N1,13,11127,6
N1,13,11131,13
N1,13,11138,47
N1,13,11139,21
N1,13,11142,169
N1,13,11147,30
N1,13,11149,104
N1,13,11162,8
N1,13,11163,8
N1,13,11165,90
N1,13,11174,298
N1,13,11181,39
N1,13,11198,17
N1,13,11204,7
N1,13,11207,28
N1,13,11284,9
N1,13,11285,4
N1,14,10374,199
N1,14,10393,252
N1,14,10412,486
N1,14,10438,351
N1,14,10461,2422
N1,14,10465,36
N1,14,10466,1137
N1,14,10502,1274
N1,14,10638,2060
N1,14,10648,2655
N1,14,10661,188
N1,14,10662,279
N1,14,10699,141
N1,14,10713,177
N1,14,10736,359
N1,14,10772,1233
N1,14,10777,533
N1,14,10778,2215
N1,14,10812,26
N1,14,10821,356
N1,14,10931,1041
N1,14,10943,115
N1,14,10944,466
N1,14,10959,455
N1,14,11006,767
N1,14,11016,879
N1,14,11065,1520
N1,14,11073,312
N1,14,11075,1755
N1,14,11079,641
N1,14,11087,1860
N1,14,11113,595
N1,14,11115,288
N1,14,11120,43
N1,14,11126,138
N1,14,11166,90
N1,14,11168,548
N1,14,11169,677
N1,14,11175,892
N1,14,11176,2092
N1,14,11177,1577
N1,14,11197,146
N1,14,11203,154
N1,15,10443,11
N1,15,10446,9
N1,15,10448,29
N1,15,10450,15
N1,15,10452,24
N1,15,10455,17
N1,15,10456,75
N1,15,10479,13
N1,15,10485,7
N1,15,10487,19
N1,15,10489,30
N1,15,10491,55
N1,15,10494,20
N1,15,10495,81
N1,15,10499,36
N1,15,10500,173
N1,15,10509,9
N1,15,10513,16
N1,15,10515,27
N1,15,10518,33
N1,15,10519,164
N1,15,10639,1928
N1,15,10649,1879
N1,15,10749,16
N1,15,10752,6
N1,15,10754,15
N1,15,10756,15
N1,15,10758,24
N1,15,10760,17
N1,15,10761,75
N1,15,10771,8697
N1,15,10817,8
N1,15,10827,10
N1,15,10830,10
N1,15,10832,35
N1,15,10834,17
N1,15,10836,28
N1,15,10839,19
N1,15,10840,80
N1,15,10846,38
N1,15,10848,72
N1,15,10851,30
N1,15,10852,151
N1,15,10940,581
N1,15,10950,123
N1,15,10951,522
N1,15,11017,645
N1,15,11066,1463
N1,15,11080,630
N1,15,11088,1227
N1,15,11096,97
N1,15,11098,360
N1,15,11105,345
N1,15,11107,729
N1,15,11108,1197
N1,15,11121,586
N1,15,11123,248
N1,15,11164,9
N1,15,11170,25
N1,15,11215,8
N1,15,11218,5
N1,15,11220,14
N1,15,11222,14
N1,15,11224,23
N1,15,11226,16
N1,15,11227,74
N1,16,10414,359
N1,16,10416,1076
N1,16,10422,106
N1,16,10440,322
N1,16,10441,1798
N1,16,10468,454
N1,16,10469,2485
N1,16,10471,110
N1,16,10472,189
N1,16,10505,168
N1,16,10650,1350
N1,16,10715,103
N1,16,10717,515
N1,16,10719,106
N1,16,10738,193
N1,16,10739,893
N1,16,10742,287
N1,16,10744,627
N1,16,10776,609
N1,16,10780,387
N1,16,10782,1150
N1,16,10785,896
N1,16,10786,4829
N1,16,10793,109
N1,16,10796,161
N1,16,10814,12
N1,16,10815,71
N1,16,10823,327
N1,16,10824,1817
N1,16,10938,249
N1,16,10947,535
N1,16,11089,942
N1,16,11100,442
N1,16,11114,128
N1,16,11116,337
N1,16,11117,491
N1,16,11180,275
N1,16,11183,105
N1,16,11199,193
N1,16,11201,355
N1,16,11205,73
N1,16,11206,325
N1,16,11208,95
N1,16,11210,412
N1,17,10411,4
N1,17,10421,1016
N1,17,10428,31
N1,17,10442,9
N1,17,10447,11
N1,17,10451,9
N1,17,10453,21
N1,17,10462,904
N1,17,10473,33
N1,17,10474,65
N1,17,10478,3
N1,17,10486,9
N1,17,10490,17
N1,17,10492,47
N1,17,10496,3
N1,17,10497,70
N1,17,10506,51
N1,17,10514,9
N1,17,10516,23
N1,17,10718,535
N1,17,10725,31
N1,17,10747,6
N1,17,10748,11
N1,17,10753,7
N1,17,10757,9
N1,17,10759,21
N1,17,10773,3995
N1,17,10791,160
N1,17,10792,1104
N1,17,10801,32
N1,17,10804,49
N1,17,10816,5
N1,17,10826,8
N1,17,10831,13
N1,17,10835,10
N1,17,10837,24
N1,17,10847,20
N1,17,10849,56
N1,17,10853,5
N1,17,10854,86
N1,17,10939,380
N1,17,11101,616
N1,17,11122,133
N1,17,11124,381
N1,17,11125,535
N1,17,11182,201
N1,17,11188,30
N1,17,11213,6
N1,17,11214,6
N1,17,11219,6
N1,17,11223,8
N1,17,11225,20
N1,18,10415,122
N1,18,10417,744
N1,18,10427,279
N1,18,10433,23
N1,18,10457,87
N1,18,10458,658
N1,18,10460,1545
N1,18,10463,310
N1,18,10475,25
N1,18,10476,44
N1,18,10507,35
N1,18,10716,174
N1,18,10724,196
N1,18,10731,23
N1,18,10743,112
N1,18,10745,500
N1,18,10762,142
N1,18,10763,720
N1,18,10765,296
N1,18,10769,1607
N1,18,10774,643
N1,18,10781,129
N1,18,10783,788
N1,18,10799,46
N1,18,10800,287
N1,18,10808,24
N1,18,10811,34
N1,18,10841,90
N1,18,10842,677
N1,18,10844,1570
N1,18,10946,245
N1,18,11102,572
N1,18,11110,272
N1,18,11179,93
N1,18,11187,71
N1,18,11193,22
N1,18,11200,73
N1,18,11202,294
N1,18,11209,116
N1,18,11228,76
N1,18,11230,260
N1,18,11232,49
N1,18,11233,220
N1,18,11235,177
N1,18,11240,325
N1,18,11242,881
N1,19,10423,291
N1,19,10424,1042
N1,19,10432,302
N1,19,10459,19
N1,19,10464,298
N1,19,10720,291
N1,19,10722,899
N1,19,10730,211
N1,19,10775,529
N1,19,10794,306
N1,19,10795,1095
N1,19,10806,24
N1,19,10807,310
N1,19,10843,20
N1,19,11111,419
N1,19,11184,98
N1,19,11186,551
N1,19,11192,85
N1,20,10418,395
N1,20,10429,112
N1,20,10430,458
N1,20,10726,146
N1,20,10728,263
N1,20,10764,58
N1,20,10766,232
N1,20,10767,181
N1,20,10770,1109
N1,20,10788,413
N1,20,10802,120
N1,20,10803,481
N1,20,11119,264
N1,20,11189,52
N1,20,11191,176
N1,20,11229,60
N1,20,11231,227
N1,20,11234,53
N1,20,11237,98
N1,20,11239,317
N1,20,11241,471
N1,21,10419,573
N1,21,10434,118
N1,21,10435,503
N1,21,10721,78
N1,21,10723,239
N1,21,10732,135
N1,21,10734,231
N1,21,10768,2
N1,21,10789,591
N1,21,10809,125
N1,21,10810,524
N1,21,11185,100
N1,21,11194,47
N1,21,11196,152
N1,22,10420,527
N1,22,10425,247
N1,22,10727,46
N1,22,10729,156
N1,22,10790,539
N1,22,10797,251
N1,22,11190,62
N1,22,11236,13
N1,22,11238,90
N1,22,11243,150
N1,23,10426,375
N1,23,10733,54
N1,23,10735,168
N1,23,10798,380
N1,23,11195,55
N1,24,10431,241
N1,24,10805,242
N10,25,2937,7
N10,25,7034,1
N10,25,7044,2
N10,26,7035,10
N10,26,7038,2
N10,27,7039,9
N10,27,7043,1
N10,28,7042,5
N10,45,2978,2
N10,46,7070,3
N10,46,7115,2
N10,48,2989,3
N10,48,7132,2
N10,49,2980,5
N10,49,2998,1
N10,49,7109,3
N10,49,7116,1
N10,49,7133,1
N10,50,7117,4
N10,52,7131,2
N10,53,7124,3
N10,54,7130,3
N10,62,7161,1
N10,63,3030,1
N10,64,7089,3
N10,64,7225,2
N10,64,9932,1
N10,65,3094,3
N10,66,973,2
N10,66,3022,2
N10,66,7185,2
N10,67,3099,2
N10,67,7175,4
N10,67,7254,2
N10,68,3167,2
N10,68,3177,2
N10,68,7234,3
N10,68,7244,1
N10,68,7309,1
N10,69,3147,2
N10,69,3157,1
N10,69,7245,4
N10,69,7284,2
N10,69,7310,1
N10,69,7312,1
N10,70,3158,4
N10,72,7293,2
N10,73,7301,3
N10,74,7308,3
N10,97,7057,1
N10,105,2946,4
N10,113,7193,1
N10,116,426,3
N10,116,2969,2
N10,116,7339,2
N10,118,5712,1
N10,120,944,2
N10,120,3062,2
N10,120,3075,2
N10,120,5726,1
N10,121,962,1
N10,121,3055,4
N10,121,3126,2
N10,121,3136,1
N10,122,985,2
N10,122,995,1
N10,122,3208,2
N10,122,3236,2
N10,123,3194,2
N10,123,3200,1
N10,124,3201,4
N10,126,1018,1
N10,126,1042,1
N10,126,1043,2
N10,126,3257,1
N10,127,1017,1
N10,127,1033,2
N10,127,3256,1
N10,129,3258,1
N10,129,3260,1
N10,130,1005,2
N10,131,1011,3
N10,132,1016,3
N11,27,3306,3
N11,27,7402,2
N11,28,7393,4
N11,28,7396,2
N11,29,7397,4
N11,30,7400,4
N11,50,7428,1
N11,50,7473,1
N11,53,3349,2
N11,53,7467,1
N11,54,7475,3
N11,56,7489,1
N11,57,7482,2
N11,58,7488,2
N11,70,7447,1
N11,70,7583,1
N11,70,9982,1
N11,71,3463,1
N11,72,1105,2
N11,73,7533,2
N11,74,7592,1
N11,75,3516,1
N11,75,7603,3
N11,75,7642,1
N11,76,3527,3
N11,78,7651,1
N11,79,7659,2
N11,80,7666,2
N11,117,3315,3
N11,128,440,1
N11,128,3338,1
N11,128,7697,1
N11,133,3424,2
N11,135,3563,1
N11,136,3570,3
N11,139,1165,1
N11,142,1137,1
N11,143,1143,2
N11,144,1148,2
N12,29,3675,1
N12,30,7751,2
N12,31,7755,3
N12,32,7758,3
N12,57,3718,1
N12,58,7833,2
N12,61,7840,1
N12,62,7846,1
N12,79,7891,1
N12,81,7961,2
N12,82,3896,2
N12,85,8017,1
N12,86,8024,1
N12,129,3684,1
N12,145,3793,1
N12,148,3939,2
N12,155,1275,1
N12,156,1280,1
N13,32,8109,1
N13,33,8113,2
N13,34,8116,2
N13,62,8191,1
N13,66,8204,1
N13,87,8319,1
N13,88,4265,1
N13,92,8382,1
N13,160,4308,1
N13,168,1412,1
N14,35,8471,1
N14,36,8474,1
N14,70,8562,1
N14,98,8740,1
N14,180,1544,1
N15,38,8832,1
N15,74,8920,1
N15,104,9098,1
N15,192,1676,1
N16,40,9190,1
N17,42,9518,1
N2,6,11290,113903
N2,6,11475,16239
N2,6,11476,13594
N2,6,12047,169
N2,6,12120,1258
N2,6,12136,677
N2,6,12138,18949
N2,6,12672,10
N2,6,12674,746
N2,6,12675,1805
N2,6,12787,52
N2,7,11471,202137
N2,7,12127,15130
N2,8,11472,40930
N2,8,11474,305
N2,8,11478,10053
N2,8,11479,2888
N2,8,11481,8293
N2,8,12048,313
N2,8,12051,49
N2,8,12052,79
N2,8,12053,727
N2,8,12121,408
N2,8,12122,2680
N2,8,12123,57809
N2,8,12131,3818
N2,8,12135,31
N2,8,12137,94
N2,8,12144,1478
N2,8,12146,290
N2,8,12150,597
N2,8,12152,2019
N2,8,12153,855
N2,8,12154,2229
N2,8,12673,23
N2,8,12676,30
N2,8,12677,14
N2,8,12681,76
N2,8,12682,63
N2,8,12684,136
N2,8,12685,12
N2,8,12687,170
N2,8,12788,38
N2,9,11287,101
N2,9,11473,9654
N2,9,11477,47750
N2,9,11480,173
N2,9,11482,1229
N2,9,11483,293
N2,9,11484,652
N2,9,12050,308
N2,9,12055,43
N2,9,12056,134
N2,9,12124,18681
N2,9,12126,195
N2,9,12134,871
N2,9,12139,22886
N2,9,12145,5922
N2,9,12149,2808
N2,9,12151,9548
N2,9,12157,424
N2,9,12158,79
N2,9,12159,165
N2,9,12160,424
N2,9,12161,161
N2,9,12686,778
N2,9,12691,11
N2,9,12692,11
N2,9,12695,14
N2,9,12696,26
N2,9,12699,42
N2,10,11291,1821
N2,10,11296,2200
N2,10,11297,285
N2,10,11301,2549
N2,10,11487,1309
N2,10,11488,154
N2,10,11489,898
N2,10,11490,525
N2,10,11491,1317
N2,10,11492,322
N2,10,11524,188
N2,10,11525,111
N2,10,11545,425
N2,10,11548,666
N2,10,11563,79
N2,10,11569,1160
N2,10,11570,240
N2,10,12049,499
N2,10,12054,288
N2,10,12058,29
N2,10,12061,52
N2,10,12062,40
N2,10,12065,130
N2,10,12066,103
N2,10,12125,9101
N2,10,12128,5709
N2,10,12130,141
N2,10,12140,5052
N2,10,12155,8335
N2,10,12166,190
N2,10,12168,29
N2,10,12175,94
N2,10,12176,186
N2,10,12179,431
N2,10,12180,74
N2,10,12181,179
N2,10,12237,48
N2,10,12247,68
N2,10,12258,220
N2,10,12262,172
N2,10,12678,41
N2,10,12680,146
N2,10,12683,108
N2,10,12688,150
N2,10,12690,71
N2,10,12697,803
N2,10,12704,9
N2,10,12705,10
N2,10,12712,20
N2,10,12729,9
N2,10,12789,42
N2,11,11294,20244
N2,11,11295,3139
N2,11,11300,68
N2,11,11303,663
N2,11,11304,83
N2,11,11485,24150
N2,11,11534,2074
N2,11,11536,3234
N2,11,11541,10333
N2,11,11549,2655
N2,11,11556,337
N2,11,11557,661
N2,11,11564,12
N2,11,11568,5220
N2,11,11577,85
N2,11,11578,107
N2,11,11579,279
N2,11,11582,195
N2,11,11583,54
N2,11,12057,52
N2,11,12063,2513
N2,11,12086,5
N2,11,12129,4308
N2,11,12133,21
N2,11,12147,1485
N2,11,12148,6552
N2,11,12156,1870
N2,11,12162,5958
N2,11,12167,3472
N2,11,12170,2025
N2,11,12173,2730
N2,11,12177,9100
N2,11,12203,207
N2,11,12212,1594
N2,11,12248,435
N2,11,12261,1375
N2,11,12274,31
N2,11,12275,13
N2,11,12284,57
N2,11,12286,80
N2,11,12689,370
N2,11,12693,14
N2,11,12694,48
N2,11,12698,192
N2,11,12700,34
N2,11,12701,51
N2,11,12708,547
N2,11,12713,401
N2,11,12715,157
N2,12,11288,77
N2,12,11292,2489
N2,12,11293,24622
N2,12,11298,45
N2,12,11299,607
N2,12,11302,547
N2,12,11308,748
N2,12,11309,563
N2,12,11310,165
N2,12,11327,39
N2,12,11328,57
N2,12,11486,4595
N2,12,11526,264
N2,12,11527,141
N2,12,11529,936
N2,12,11530,19344
N2,12,11537,6759
N2,12,11542,2270
N2,12,11546,44
N2,12,11551,640
N2,12,11553,21
N2,12,11555,2883
N2,12,11558,258
N2,12,11565,59
N2,12,11571,589
N2,12,11573,280
N2,12,11574,45
N2,12,11575,5181
N2,12,11581,870
N2,12,11594,84
N2,12,11595,24
N2,12,11596,139
N2,12,11612,169
