LST_type,T_H,LST_id,n_bases
N3,33,13233,13
N3,33,13234,17
N3,33,13243,6
N3,33,13245,18
N3,33,13246,37
N3,33,13248,33
N3,33,13251,8
N3,33,13253,10
N3,33,13255,9
N3,33,13264,19
N3,33,13266,7
N3,33,13269,37
N3,33,13372,45
N3,33,13405,11
N3,33,13406,25
N3,33,13494,33
N3,33,13559,5
N3,33,13560,21
N3,33,13593,39
N3,33,13594,154
N3,33,13651,18
N3,33,13653,9
N3,33,13656,64
N3,33,13662,12
N3,33,13666,43
N3,33,14033,12
N3,33,14035,22
N3,33,14042,14
N3,33,14044,18
N3,33,14233,245
N3,33,14265,16
N3,33,14279,12
N3,33,14286,5
N3,33,14289,17
N3,33,14405,4
N3,33,14407,8
N3,33,14463,5
N3,33,14465,5
N3,33,14522,80
N3,33,14549,23
N3,33,14550,54
N3,33,14653,3
N3,33,14654,35
N3,33,14673,22
N3,33,14674,58
N3,34,12992,34
N3,34,12993,115
N3,34,12995,39
N3,34,13011,69
N3,34,13097,11
N3,34,13099,16
N3,34,13107,13
N3,34,13108,28
N3,34,13117,19
N3,34,13118,49
N3,34,13218,50
N3,34,13222,38
N3,34,13227,19
N3,34,13244,91
N3,34,13249,20
N3,34,13250,34
N3,34,13373,35
N3,34,13400,22
N3,34,13493,30
N3,34,13495,86
N3,34,13588,120
N3,34,13620,16
N3,34,13621,38
N3,34,14023,43
N3,34,14025,61
N3,34,14038,12
N3,34,14039,27
N3,34,14141,8
N3,34,14143,11
N3,34,14147,9
N3,34,14149,10
N3,34,14264,40
N3,34,14271,18
N3,34,14280,32
N3,34,14523,59
N3,34,14544,36
N3,34,14575,29
N3,34,14576,69
N3,34,14582,48
N3,34,14583,132
N3,34,14655,32
N3,34,14667,4
N3,34,14668,23
N3,35,12984,9
N3,35,12986,39
N3,35,12987,129
N3,35,12996,49
N3,35,13012,91
N3,35,13101,31
N3,35,13112,31
N3,35,13226,131
N3,35,13236,13
N3,35,13238,23
N3,35,13241,13
N3,35,13242,21
N3,35,13247,159
N3,35,13257,11
N3,35,13259,16
N3,35,13267,21
N3,35,13268,41
N3,35,13401,30
N3,35,13434,3
N3,35,13436,5
N3,35,13438,8
N3,35,13439,4
N3,35,13440,6
N3,35,13488,65
N3,35,13522,5
N3,35,13531,3
N3,35,13534,7
N3,35,13589,132
N3,35,13615,42
N3,35,13654,24
N3,35,13655,56
N3,35,13664,23
N3,35,13665,58
N3,35,14027,17
N3,35,14034,7
N3,35,14036,18
N3,35,14043,7
N3,35,14045,19
N3,35,14270,85
N3,35,14282,9
N3,35,14284,11
N3,35,14291,15
N3,35,14293,10
N3,35,14464,4
N3,35,14466,7
N3,35,14524,55
N3,35,14545,39
N3,35,14566,9
N3,35,14568,46
N3,35,14577,57
N3,35,14608,2
N3,35,14656,31
N3,35,14669,26
N3,35,14678,5
N3,36,12988,109
N3,36,12997,35
N3,36,13013,78
N3,36,13098,7
N3,36,13100,20
N3,36,13102,38
N3,36,13113,34
N3,36,13220,26
N3,36,13221,79
N3,36,13230,34
N3,36,13261,36
N3,36,13299,6
N3,36,13326,6
N3,36,13334,7
N3,36,13402,25
N3,36,13430,31
N3,36,13435,51
N3,36,13489,57
N3,36,13511,30
N3,36,13518,30
N3,36,13527,38
N3,36,13532,58
N3,36,13590,100
N3,36,13616,41
N3,36,13648,75
N3,36,13659,52
N3,36,13691,4
N3,36,13713,7
N3,36,13717,8
N3,36,13724,4
N3,36,13725,8
N3,36,13726,8
N3,36,14024,16
N3,36,14026,46
N3,36,14028,19
N3,36,14142,6
N3,36,14144,17
N3,36,14148,6
N3,36,14150,13
N3,36,14266,29
N3,36,14268,47
N3,36,14287,14
N3,36,14288,27
N3,36,14301,3
N3,36,14546,34
N3,36,14569,46
N3,36,14578,53
N3,36,14604,29
N3,36,14670,26
N3,37,12989,120
N3,37,13103,19
N3,37,13114,25
N3,37,13215,166
N3,37,13228,60
N3,37,13229,251
N3,37,13231,45
N3,37,13237,9
N3,37,13239,36
N3,37,13258,8
N3,37,13260,22
N3,37,13262,45
N3,37,13291,7
N3,37,13294,7
N3,37,13315,11
N3,37,13323,7
N3,37,13324,9
N3,37,13331,3
N3,37,13428,4
N3,37,13429,121
N3,37,13431,2
N3,37,13432,7
N3,37,13433,17
N3,37,13437,11
N3,37,13490,49
N3,37,13506,3
N3,37,13510,288
N3,37,13519,6
N3,37,13520,6
N3,37,13524,9
N3,37,13617,24
N3,37,13649,72
N3,37,13660,51
N3,37,13688,8
N3,37,13701,12
N3,37,13711,8
N3,37,13712,12
N3,37,13714,4
N3,37,13721,13
N3,37,13722,25
N3,37,13723,6
N3,37,14029,18
N3,37,14272,65
N3,37,14274,103
N3,37,14276,23
N3,37,14283,7
N3,37,14285,17
N3,37,14292,7
N3,37,14294,19
N3,37,14296,6
N3,37,14570,41
N3,37,14579,47
N3,37,14603,169
N3,38,13216,165
N3,38,13223,221
N3,38,13232,31
N3,38,13263,33
N3,38,13290,16
N3,38,13314,30
N3,38,13325,28
N3,38,13513,324
N3,38,13523,10
N3,38,13525,14
N3,38,13535,14
N3,38,13536,35
N3,38,13650,46
N3,38,13661,42
N3,38,13687,19
N3,38,13700,45
N3,38,13702,30
N3,38,13720,41
N3,38,14267,11
N3,38,14269,34
N3,38,14277,25
N3,38,14295,13
N3,38,14609,9
N3,38,14610,13
N3,39,13217,203
N3,39,13224,100
N3,39,13300,7
N3,39,13302,7
N3,39,13304,8
N3,39,13305,9
N3,39,13327,7
N3,39,13329,7
N3,39,13335,8
N3,39,13337,12
N3,39,13512,43
N3,39,13514,177
N3,39,13515,16
N3,39,13521,7
N3,39,13526,8
N3,39,13528,28
N3,39,13533,5
N3,39,13692,9
N3,39,13693,10
N3,39,13715,9
N3,39,13716,11
N3,39,13718,10
N3,39,13719,17
N3,39,14273,29
N3,39,14275,83
N3,39,14278,23
N3,39,14302,6
N3,39,14304,6
N3,39,14589,15
N3,39,14605,24
N3,39,14606,50
N3,39,14607,4
N3,40,13225,174
N3,40,13273,14
N3,40,13292,14
N3,40,13293,11
N3,40,13295,18
N3,40,13297,12
N3,40,13316,26
N3,40,13318,40
N3,40,13332,12
N3,40,13333,25
N3,40,13507,127
N3,40,13516,21
N3,40,13529,31
N3,40,13673,15
N3,40,13689,11
N3,40,13690,18
N3,40,13703,22
N3,40,13704,48
N3,40,13705,16
N3,40,13706,23
N3,40,14297,23
N3,40,14299,17
N3,40,14584,57
N3,40,14588,112
N3,40,14595,20
N3,41,13272,38
N3,41,13279,19
N3,41,13301,6
N3,41,13303,9
N3,41,13320,15
N3,41,13328,6
N3,41,13330,10
N3,41,13336,6
N3,41,13338,12
N3,41,13508,146
N3,41,13517,19
N3,41,13530,28
N3,41,13672,47
N3,41,13679,20
N3,41,13697,110
N3,41,13707,21
N3,41,13708,29
N3,41,14303,5
N3,41,14305,8
N3,41,14594,133
N3,41,14600,18
N3,41,14611,17
N3,41,14612,70
N3,41,14613,159
N3,42,13278,42
N3,42,13285,7
N3,42,13296,7
N3,42,13298,13
N3,42,13306,10
N3,42,13307,14
N3,42,13309,13
N3,42,13312,28
N3,42,13317,11
N3,42,13319,29
N3,42,13321,19
N3,42,13509,139
N3,42,13678,61
N3,42,13684,7
N3,42,13694,17
N3,42,13695,54
N3,42,13696,124
N3,42,13698,70
N3,42,13709,7
N3,42,13710,15
N3,42,14298,6
N3,42,14300,11
N3,42,14306,5
N3,42,14308,8
N3,42,14313,10
N3,42,14590,44
N3,42,14591,184
N3,42,14599,132
N3,43,13274,27
N3,43,13276,39
N3,43,13284,50
N3,43,13322,17
N3,43,13674,29
N3,43,13675,94
N3,43,13683,78
N3,43,13699,82
N3,43,14585,109
N3,43,14596,60
N3,43,14597,256
N3,44,13280,29
N3,44,13282,40
N3,44,13308,9
N3,44,13310,17
N3,44,13311,11
N3,44,13313,29
N3,44,13669,22
N3,44,13680,21
N3,44,13681,82
N3,44,14307,6
N3,44,14309,11
N3,44,14311,6
N3,44,14314,13
N3,44,14586,220
N3,44,14601,51
N3,44,14602,219
N3,45,13275,15
N3,45,13277,45
N3,45,13286,34
N3,45,13288,51
N3,45,13670,47
N3,45,13685,28
N3,45,13686,104
N3,45,14587,262
N3,45,14592,58
N3,46,13281,11
N3,46,13283,28
N3,46,13671,190
N3,46,13676,29
N3,46,14310,3
N3,46,14312,8
N3,46,14315,12
N3,46,14593,277
N3,47,13287,13
N3,47,13289,41
N3,47,13677,254
N3,47,14598,211
N3,48,13682,196
N4,8,16341,742
N4,10,14698,6033
N4,10,14851,810
N4,10,15554,73
N4,10,15555,1037
N4,10,16041,62
N4,10,16042,6
N4,10,16043,188
N4,10,16412,29
N4,11,14847,4199
N4,11,15545,335
N4,11,15556,252
N4,11,16044,38
N4,11,16045,87
N4,12,14848,3876
N4,12,14850,27
N4,12,14852,505
N4,12,15320,185
N4,12,15541,1912
N4,12,15549,302
N4,12,15553,9
N4,12,15557,301
N4,12,15558,118
N4,12,15559,284
N4,12,16046,16
N4,12,16047,24
N4,12,16048,43
N4,12,16052,48
N4,12,16413,17
N4,13,14849,2532
N4,13,15542,2660
N4,13,15544,58
N4,13,15552,213
N4,13,16051,201
N4,14,15543,2271
N4,14,15546,604
N4,14,15548,14
N4,14,15573,1434
N4,14,16053,54
N4,14,16325,232
N4,14,16416,21
N4,15,15321,22
N4,15,15547,1208
N4,15,15551,4
N4,15,16057,18
N4,15,16065,32
N4,16,14854,46
N4,16,14855,6
N4,16,14856,100
N4,16,14857,16
N4,16,14858,43
N4,16,14859,24
N4,16,14875,390
N4,16,15319,3
N4,16,15322,46
N4,16,15324,60
N4,16,15350,133
N4,16,15491,1488
N4,16,15521,41
N4,16,15550,422
N4,16,15564,45
N4,16,15568,7
N4,16,15569,24
N4,16,15570,22
N4,16,15596,123
N4,16,16060,19
N4,16,16066,40
N4,16,16068,53
N4,16,16110,38
N4,16,16249,376
N4,16,16250,44
N4,16,16348,38
N4,16,16401,5
N4,16,16417,6
N4,17,14853,1756
N4,17,14874,1795
N4,17,14876,32
N4,17,14928,171
N4,17,15352,13
N4,17,15563,1223
N4,17,15567,687
N4,17,15571,1003
N4,17,15572,980
N4,17,15591,258
N4,17,15597,78
N4,17,15685,51
N4,17,16058,225
N4,17,16109,134
N4,17,16113,14
N4,17,16220,2217
N4,17,16248,1635
N4,17,16418,7
N4,17,16420,9
N4,18,14701,66
N4,18,14704,330
N4,18,14915,21
N4,18,14930,243
N4,18,14931,96
N4,18,14932,38
N4,18,15318,21
N4,18,15351,32
N4,18,15579,407
N4,18,15592,899
N4,18,15674,7
N4,18,15684,208
N4,18,15686,45
N4,18,15687,41
N4,18,15690,73
N4,18,15693,241
N4,18,16059,69
N4,18,16061,61
N4,18,16067,19
N4,18,16078,14
N4,18,16112,11
N4,18,16117,5
N4,18,16118,3
N4,18,16124,5
N4,18,16125,5
N4,18,16349,63
N4,18,16404,18
N4,18,16414,4
N4,18,16419,11
N4,19,14700,776
N4,19,14703,10
N4,19,14906,154
N4,19,14910,152
N4,19,14916,17
N4,19,14924,2
N4,19,14929,375
N4,19,14946,70
N4,19,15329,21
N4,19,15353,36
N4,19,15565,516
N4,19,15566,2431
N4,19,15598,19
N4,19,15599,35
N4,19,15644,30
N4,19,15675,9
N4,19,15689,253
N4,19,15707,55
N4,19,15708,7
N4,19,16050,310
N4,19,16079,18
N4,19,16111,51
N4,19,16114,21
N4,19,16116,13
N4,19,16131,7
N4,19,16132,31
N4,19,16327,24
N4,20,14699,1435
N4,20,14702,99
N4,20,14878,235
N4,20,14901,1125
N4,20,14907,271
N4,20,14911,455
N4,20,14919,10
N4,20,14925,14
N4,20,14933,80
N4,20,14947,156
N4,20,14948,12
N4,20,15327,8
N4,20,15354,8
N4,20,15355,65
N4,20,15356,16
N4,20,15360,11
N4,20,15453,40
N4,20,15560,824
N4,20,15595,157
N4,20,15603,77
N4,20,15639,122
N4,20,15645,28
N4,20,15652,91
N4,20,15678,28
N4,20,15688,66
N4,20,15692,28
N4,20,15712,62
N4,20,15713,10
N4,20,15735,38
N4,20,16049,5
N4,20,16073,10
N4,20,16115,55
N4,20,16119,6
N4,20,16120,10
N4,20,16123,20
N4,20,16135,5
N4,20,16146,10
N4,20,16147,3
N4,20,16313,15
N4,20,16328,31
N4,20,16350,63
N4,20,16402,7
N4,20,16421,7
N4,21,14860,1048
N4,21,14880,52
N4,21,14902,1100
N4,21,14917,70
N4,21,14918,287
N4,21,14920,11
N4,21,14960,69
N4,21,15039,13
N4,21,15330,9
N4,21,15361,23
N4,21,15522,21
N4,21,15561,341
N4,21,15575,343
N4,21,15576,612
N4,21,15593,233
N4,21,15602,322
N4,21,15611,30
N4,21,15640,585
N4,21,15653,185
N4,21,15676,21
N4,21,15677,58
N4,21,15691,132
N4,21,15710,945
N4,21,15736,55
N4,21,15737,7
N4,21,15807,11
N4,21,16055,178
N4,21,16056,222
N4,21,16072,36
N4,21,16082,7
N4,21,16122,77
N4,21,16150,7
N4,21,16151,11
N4,21,16186,4
N4,21,16251,87
N4,21,16314,9
N4,21,16352,18
N4,21,16353,5
N4,21,16403,5
N4,21,16423,8
N4,22,14708,193
N4,22,14728,24
N4,22,14861,133
N4,22,14885,79
N4,22,14886,57
N4,22,14908,87
N4,22,14909,316
N4,22,14914,122
N4,22,14926,5
N4,22,14927,9
N4,22,14950,130
N4,22,15040,19
N4,22,15041,19
N4,22,15042,27
N4,22,15325,13
N4,22,15326,8
N4,22,15334,10
N4,22,15335,7
N4,22,15383,8
N4,22,15415,156
N4,22,15449,14
N4,22,15492,28
N4,22,15523,46
N4,22,15562,367
N4,22,15574,505
N4,22,15577,134
N4,22,15578,182
N4,22,15594,321
N4,22,15609,93
N4,22,15619,21
N4,22,15646,29
N4,22,15647,113
N4,22,15648,177
N4,22,15670,25
N4,22,15679,10
N4,22,15680,17
N4,22,15711,197
N4,22,15716,31
N4,22,15810,9
N4,22,15811,9
N4,22,15812,13
N4,22,15818,17
N4,22,16054,3
N4,22,16070,7
N4,22,16080,15
N4,22,16085,18
N4,22,16090,6
N4,22,16121,11
N4,22,16136,8
N4,22,16137,24
N4,22,16138,18
N4,22,16148,136
N4,22,16187,3
N4,22,16188,2
N4,22,16189,2
N4,22,16252,118
N4,22,16253,13
N4,22,16258,24
N4,22,16315,12
N4,22,16316,13
N4,22,16329,13
N4,22,16343,15
N4,22,16358,19
N4,22,16370,7
N4,22,16424,10
N4,23,14710,45
N4,23,14731,49
N4,23,14862,317
N4,23,14863,309
N4,23,14877,1131
N4,23,14883,243
N4,23,14905,107
N4,23,14912,94
N4,23,14923,7
N4,23,14949,211
N4,23,14963,21
N4,23,14965,25
N4,23,15050,16
N4,23,15051,21
N4,23,15052,21
N4,23,15065,40
N4,23,15332,25
N4,23,15362,8
N4,23,15385,3
N4,23,15396,54
N4,23,15419,46
N4,23,15462,54
N4,23,15493,41
N4,23,15494,64
N4,23,15528,17
N4,23,15582,153
N4,23,15583,267
N4,23,15601,342
N4,23,15610,326
N4,23,15615,146
N4,23,15620,35
N4,23,15622,15
N4,23,15643,28
N4,23,15654,44
N4,23,15655,151
N4,23,15659,25
N4,23,15671,7
N4,23,15715,78
N4,23,15743,15
N4,23,15808,164
N4,23,15824,7
N4,23,15825,4
N4,23,15854,13
N4,23,15855,20
N4,23,16063,159
N4,23,16069,165
N4,23,16081,38
N4,23,16086,19
N4,23,16091,6
N4,23,16093,5
N4,23,16149,32
N4,23,16152,8
N4,23,16153,21
N4,23,16261,19
N4,23,16262,19
N4,23,16263,25
N4,23,16264,33
N4,23,16334,3
N4,23,16356,259
N4,23,16372,5
N4,23,16373,3
N4,24,14705,63
N4,24,14706,34
N4,24,14707,9
N4,24,14714,26
N4,24,14715,19
N4,24,14729,18
N4,24,14884,616
N4,24,14903,168
N4,24,14913,126
N4,24,14921,5
N4,24,14935,7
N4,24,14936,4
N4,24,14937,33
N4,24,14940,12
N4,24,14941,21
N4,24,14943,12
N4,24,14945,13
N4,24,14961,79
N4,24,14964,55
N4,24,14975,9
N4,24,14986,15
N4,24,14988,13
N4,24,15045,12
N4,24,15048,295
N4,24,15333,74
N4,24,15364,16
N4,24,15384,10
N4,24,15397,120
N4,24,15424,43
N4,24,15463,120
N4,24,15495,36
N4,24,15496,48
N4,24,15497,89
N4,24,15533,6
N4,24,15580,574
N4,24,15600,529
N4,24,15641,99
N4,24,15651,82
N4,24,15660,63
N4,24,15665,27
N4,24,15681,15
N4,24,15682,52
N4,24,15683,97
N4,24,15700,16
N4,24,15701,5
N4,24,15702,12
N4,24,15714,126
N4,24,15740,29
N4,24,15741,29
N4,24,15765,8
N4,24,15771,50
N4,24,15809,34
N4,24,15819,5
N4,24,15832,210
N4,24,16062,5
N4,24,16071,3
N4,24,16161,9
N4,24,16162,5
N4,24,16163,34
N4,24,16190,4
N4,24,16191,11
N4,24,16192,10
N4,24,16259,380
N4,24,16268,13
N4,24,16269,7
N4,24,16274,24
N4,24,16275,36
N4,24,16357,61
N4,24,16405,6
N4,25,14712,224
N4,25,14734,22
N4,25,14735,20
N4,25,14904,622
N4,25,14922,4
N4,25,14934,882
N4,25,14939,79
N4,25,14944,52
N4,25,14962,241
N4,25,14971,80
N4,25,14976,18
N4,25,14978,16
N4,25,14983,59
N4,25,14984,65
N4,25,14987,47
N4,25,15043,54
N4,25,15049,59
N4,25,15066,9
N4,25,15072,12
N4,25,15075,10
N4,25,15076,21
N4,25,15386,19
N4,25,15387,13
N4,25,15422,689
N4,25,15581,349
N4,25,15604,603
N4,25,15621,19
N4,25,15623,22
N4,25,15624,40
N4,25,15642,294
N4,25,15649,64
N4,25,15666,63
N4,25,15672,5
N4,25,15673,7
N4,25,15697,50
N4,25,15698,262
N4,25,15738,137
N4,25,15742,79
N4,25,15755,19
N4,25,15761,37
N4,25,15766,10
N4,25,15768,9
N4,25,15815,22
N4,25,15826,11
N4,25,15827,37
N4,25,15844,48
N4,25,15856,7
N4,25,15862,20
N4,25,16092,7
N4,25,16094,8
N4,25,16095,8
N4,25,16159,72
N4,25,16194,5
N4,25,16197,8
N4,25,16198,11
N4,25,16199,12
N4,25,16260,80
N4,25,16272,487
N4,25,16345,9
N4,25,16374,8
N4,25,16375,29
N4,26,14713,484
N4,26,14732,120
N4,26,14755,11
N4,26,14758,18
N4,26,14759,11
N4,26,14881,137
N4,26,14938,4
N4,26,14942,12
N4,26,14981,300
N4,26,14985,158
N4,26,15044,57
N4,26,15056,51
N4,26,15057,41
N4,26,15058,37
N4,26,15067,13
N4,26,15069,16
N4,26,15073,31
N4,26,15147,9
N4,26,15157,9
N4,26,15163,40
N4,26,15336,15
N4,26,15337,9
N4,26,15391,12
N4,26,15392,26
N4,26,15423,140
N4,26,15451,5
N4,26,15452,8
N4,26,15520,14
N4,26,15612,128
N4,26,15616,137
N4,26,15650,230
N4,26,15661,8
N4,26,15662,14
N4,26,15669,11
N4,26,15694,4
N4,26,15695,72
N4,26,15696,434
N4,26,15699,2
N4,26,15703,6
N4,26,15704,16
N4,26,15705,2
N4,26,15706,47
N4,26,15739,201
N4,26,15751,125
N4,26,15756,111
N4,26,15758,36
N4,26,15813,55
N4,26,15817,34
N4,26,15833,15
N4,26,15840,20
N4,26,15857,9
N4,26,15859,9
N4,26,15932,3
N4,26,15955,21
N4,26,16087,16
N4,26,16097,8
N4,26,16126,3
N4,26,16127,2
N4,26,16128,2
N4,26,16129,2
N4,26,16130,22
N4,26,16160,22
N4,26,16195,72
N4,26,16205,5
N4,26,16210,13
N4,26,16270,23
N4,26,16271,93
N4,26,16273,110
N4,26,16321,4
N4,26,16347,12
N4,26,16386,8
N4,27,14733,105
N4,27,14752,116
N4,27,14756,70
N4,27,14868,28
N4,27,14872,29
N4,27,14873,64
N4,27,14887,331
N4,27,14977,59
N4,27,14979,63
N4,27,14980,204
N4,27,14982,392
N4,27,15053,250
N4,27,15060,66
N4,27,15061,52
N4,27,15074,58
N4,27,15127,28
N4,27,15134,38
N4,27,15148,12
N4,27,15150,16
N4,27,15153,28
N4,27,15158,9
N4,27,15160,10
N4,27,15450,61
N4,27,15585,27
N4,27,15617,137
N4,27,15627,148
N4,27,15658,23
N4,27,15667,21
N4,27,15668,84
N4,27,15709,22
N4,27,15767,26
N4,27,15769,34
N4,27,15770,72
N4,27,15814,149
N4,27,15828,77
N4,27,15834,21
N4,27,15836,17
N4,27,15845,21
N4,27,15902,14
N4,27,15933,7
N4,27,15935,7
N4,27,15953,167
N4,27,16088,17
N4,27,16096,118
N4,27,16133,3
N4,27,16134,15
N4,27,16196,25
N4,27,16208,116
N4,27,16320,52
N4,27,16342,104
N4,28,14750,376
N4,28,14754,120
N4,28,14757,98
N4,28,14867,344
N4,28,14871,263
N4,28,14951,39
N4,28,14972,81
N4,28,14989,36
N4,28,14990,20
N4,28,14991,7
N4,28,15054,407
N4,28,15055,303
N4,28,15068,22
N4,28,15070,31
N4,28,15071,52
N4,28,15123,152
N4,28,15128,57
N4,28,15130,39
N4,28,15138,37
N4,28,15323,3
N4,28,15365,4
N4,28,15584,246
N4,28,15590,115
N4,28,15618,183
N4,28,15625,572
N4,28,15656,17
N4,28,15664,174
N4,28,15717,30
N4,28,15718,6
N4,28,15719,40
N4,28,15757,35
N4,28,15759,67
N4,28,15760,100
N4,28,15762,30
N4,28,15773,19
N4,28,15774,8
N4,28,15816,37
N4,28,15839,131
N4,28,15846,126
N4,28,15848,44
N4,28,15858,12
N4,28,15860,16
N4,28,15861,22
N4,28,15898,33
N4,28,15903,20
N4,28,15905,13
N4,28,15938,15
N4,28,15940,10
N4,28,15947,4
N4,28,15954,50
N4,28,16089,21
N4,28,16098,5
N4,28,16139,7
N4,28,16140,3
N4,28,16141,18
N4,28,16206,6
N4,28,16207,17
N4,28,16209,34
N4,28,16216,178
N4,28,16221,335
N4,28,16425,8
N4,29,14736,16
N4,29,14737,10
N4,29,14751,732
N4,29,14973,85
N4,29,15059,172
N4,29,15062,48
N4,29,15078,6
N4,29,15079,4
N4,29,15080,9
N4,29,15081,10
N4,29,15082,15
N4,29,15083,10
N4,29,15133,256
N4,29,15139,224
N4,29,15141,86
N4,29,15149,15
N4,29,15151,32
N4,29,15152,41
N4,29,15159,13
N4,29,15161,23
N4,29,15162,30
N4,29,15626,369
N4,29,15657,181
N4,29,15744,22
N4,29,15752,41
N4,29,15763,31
N4,29,15772,439
N4,29,15835,24
N4,29,15837,38
N4,29,15838,82
N4,29,15851,24
N4,29,15865,12
N4,29,15866,5
N4,29,15867,9
N4,29,15934,9
N4,29,15936,15
N4,29,15937,9
N4,29,16154,3
N4,29,16155,14
N4,29,16156,11
N4,29,16322,26
N4,29,16323,81
N4,29,16427,6
N4,30,14753,203
N4,30,14760,9
N4,30,14761,5
N4,30,14762,14
N4,30,14763,29
N4,30,14764,18
N4,30,14869,42
N4,30,14870,112
N4,30,14974,122
N4,30,14992,39
N4,30,15063,23
N4,30,15077,126
N4,30,15129,43
N4,30,15131,66
N4,30,15132,175
N4,30,15144,47
N4,30,15154,39
N4,30,15169,7
N4,30,15170,8
N4,30,15171,20
N4,30,15172,6
N4,30,15173,17
N4,30,15176,18
N4,30,15179,11
N4,30,15366,21
N4,30,15367,16
N4,30,15586,70
N4,30,15588,138
N4,30,15663,30
N4,30,15753,76
N4,30,15764,43
N4,30,15775,30
N4,30,15776,6
N4,30,15820,16
N4,30,15829,24
N4,30,15847,23
N4,30,15849,50
N4,30,15850,89
N4,30,15852,17
N4,30,15864,95
N4,30,15904,26
N4,30,15906,34
N4,30,15907,75
N4,30,15911,18
N4,30,15939,10
N4,30,15941,16
N4,30,15942,21
N4,30,15944,10
N4,30,15948,10
N4,30,15949,15
N4,30,15963,8
N4,30,15968,10
N4,30,16064,56
N4,30,16164,24
N4,30,16165,6
N4,30,16166,18
N4,30,16167,14
N4,30,16168,15
N4,30,16193,9
N4,30,16317,35
N4,30,16324,50
N4,30,16398,3
N4,31,14864,162
N4,31,15064,19
N4,31,15084,23
N4,31,15085,23
N4,31,15124,38
N4,31,15140,47
N4,31,15142,128
N4,31,15143,196
N4,31,15145,27
N4,31,15155,22
N4,31,15166,117
N4,31,15167,260
N4,31,15177,70
N4,31,15388,14
N4,31,15754,154
N4,31,15830,39
N4,31,15841,55
N4,31,15853,14
N4,31,15863,35
N4,31,15868,19
N4,31,15869,20
N4,31,15870,21
N4,31,15899,20
N4,31,15912,8
N4,31,15914,4
N4,31,15919,9
N4,31,15959,67
N4,31,15961,122
N4,31,16200,5
N4,31,16201,8
N4,31,16202,9
N4,31,16203,12
N4,31,16222,265
N4,31,16318,28
N4,31,16344,85
N4,31,16399,4
N4,32,14765,36
N4,32,14865,182
N4,32,14879,44
N4,32,14953,9
N4,32,14954,15
N4,32,14955,5
N4,32,14956,4
N4,32,15125,96
N4,32,15135,133
N4,32,15146,26
N4,32,15156,23
N4,32,15164,8
N4,32,15165,66
N4,32,15168,39
N4,32,15174,8
N4,32,15175,18
N4,32,15178,23
N4,32,15180,29
N4,32,15181,31
N4,32,15182,34
N4,32,15358,2
N4,32,15477,83
N4,32,15587,13
N4,32,15589,42
N4,32,15607,18
N4,32,15608,22
N4,32,15724,8
N4,32,15728,3
N4,32,15831,122
N4,32,15842,51
N4,32,15900,40
N4,32,15920,65
N4,32,15922,18
N4,32,15926,8
N4,32,15943,15
N4,32,15945,24
N4,32,15946,52
N4,32,15950,11
N4,32,15951,40
N4,32,15952,96
N4,32,15956,12
N4,32,15957,8
N4,32,15958,442
N4,32,15962,22
N4,32,15964,4
N4,32,15965,6
N4,32,15966,10
N4,32,15967,44
N4,32,15969,10
N4,32,15970,29
N4,32,15971,20
N4,32,15972,18
N4,32,15973,26
N4,32,15974,28
N4,32,16074,6
N4,32,16211,5
N4,32,16212,4
N4,32,16213,4
N4,32,16214,4
N4,32,16215,9
N4,32,16217,9
N4,32,16224,30
N4,32,16225,43
N4,32,16226,82
N4,32,16319,27
N4,32,16326,14
N4,32,16346,71
N4,32,16400,5
N4,32,16415,3
N4,33,14866,188
N4,33,14882,11
N4,33,14952,190
N4,33,15126,360
N4,33,15136,91
N4,33,15411,130
N4,33,15478,26
N4,33,15605,42
N4,33,15606,92
N4,33,15613,8
N4,33,15614,9
N4,33,15723,189
N4,33,15727,39
N4,33,15843,150
N4,33,15901,99
N4,33,15913,5
N4,33,15915,7
N4,33,15916,7
N4,33,15927,66
N4,33,15929,28
N4,33,15960,256
N4,33,16223,118
N4,33,16227,22
N4,33,16228,19
N4,33,16231,124
N4,33,16233,182
N4,34,14888,17
N4,34,14889,11
N4,34,15137,327
N4,34,15328,8
N4,34,15357,8
N4,34,15369,6
N4,34,15370,10
N4,34,15479,51
N4,34,15480,34
N4,34,15631,19
N4,34,15632,24
N4,34,15908,11
N4,34,15921,9
N4,34,15923,10
N4,34,15924,17
N4,34,16076,7
N4,34,16077,7
N4,34,16173,5
N4,34,16232,29
N4,34,16234,38
N4,34,16351,7
N4,34,16406,5
N4,34,16422,4
N4,35,15087,8
N4,35,15088,13
N4,35,15331,7
N4,35,15368,59
N4,35,15390,3
N4,35,15628,44
N4,35,15629,48
N4,35,15725,55
N4,35,15726,165
N4,35,15875,7
N4,35,15909,26
N4,35,15928,22
N4,35,15930,50
N4,35,15931,87
N4,35,16075,24
N4,35,16083,6
N4,35,16084,6
N4,35,16172,55
N4,35,16229,68
N4,35,16354,10
N4,35,16355,6
N4,35,16407,3
N4,35,16408,6
N4,36,14709,63
N4,36,14767,11
N4,36,14768,19
N4,36,14958,36
N4,36,14959,56
N4,36,15086,74
N4,36,15187,10
N4,36,15192,6
N4,36,15193,13
N4,36,15194,6
N4,36,15195,10
N4,36,15196,9
N4,36,15197,16
N4,36,15338,9
N4,36,15339,7
N4,36,15359,14
N4,36,15394,7
