T_H,External,LST_Gauge,SUGRA_Gauge,Count
10,e6 + so8,e6 + 2 so8 + 2 su3,2 e6 + 2 su3 + 3 so8,1
10,e6 + so8,e6 + so8 + su2+so7+su2 + su3,2 e6 + 2 so8 + su2+so7+su2 + su3,1
10,e6 + so8,e7' + sp1+g2 + su2+so7+su2,e6 + e7' + so8 + sp1+g2 + su2+so7+su2,1
10,e6 + so8,e7' + su2+g2 + su2+so7+su2,e6 + e7' + so8 + su2+g2 + su2+so7+su2,1
10,e6 + so8,f4 + so8 + sp1+g2 + su3,2 so8 + e6 + f4 + sp1+g2 + su3,1
10,e6 + so8,f4 + sp1+g2 + su2+g2,e6 + f4 + so8 + sp1+g2 + su2+g2,2
10,e6 + so8,f4 + sp1+g2 + su2+so7+su2,e6 + f4 + so8 + sp1+g2 + su2+so7+su2,2
10,e6 + so8,so8 + 2 (sp1+g2),2 (sp1+g2) + 2 so8 + e6,1
10,e6 + so8 + su2,3 so8 + su2+g2,4 so8 + e6 + su2 + su2+g2,1
10,e6 + so8 + su2,3 so8 + su2+g2,4 so8 + e6 + su2+so7+su2,1
10,e6 + so8 + su2,e6 + so8 + su2+so7+su2 + su3,2 e6 + 2 so8 + su2 + su2+so7+su2 + su3,1
10,e6 + so8 + su2,e7' + sp1+g2 + su2+so7+su2,e6 + e7' + so8 + sp1+g2 + su2 + su2+so7+su2,1
10,e6 + so8 + su2,e7' + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + e6 + e7' + so8,1
10,e6 + so8 + su2,e7' + su2+g2 + su2+so7+su2,e6 + e7' + so8 + su2 + su2+g2 + su2+so7+su2,3
10,e6 + so8 + su2,f4 + sp1+g2 + su2+g2,e6 + f4 + so8 + sp1+g2 + su2 + su2+g2,1
10,e6 + so8 + su3,f4 + sp1+g2 + su2+g2,e6 + f4 + so8 + sp1+g2 + su2+g2 + su3,1
10,e6 + su2,2 f4 + 2 (su2+g2),2 (su2+g2) + 2 f4 + e6 + su2,3
10,e6 + su2,2 f4 + 3 su3,2 f4 + 2 su3 + e6 + su2+g2,1
10,e6 + su2,2 f4 + 3 su3,2 f4 + 3 su3 + e6 + su2,1
10,e6 + su2,2 f4 + sp1+g2 + su2+g2,2 f4 + e6 + sp1+g2 + su2 + su2+g2,1
10,e6 + su2,2 f4 + su2+g2 + su3,2 f4 + e6 + su2 + su2+g2 + su3,6
10,e6 + su2,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e6 + su2,1
10,e6 + su2,2 so8 + 2 (su2+g2),2 so8 + e6 + su2+g2 + su2+so7+su2,2
10,e6 + su2,2 so8 + sp1+g2 + su3,2 so8 + e6 + sp1+g2 + su2 + su3,2
10,e6 + su2,2 so8 + sp1+g2 + su3,2 so8 + e6 + sp1+g2 + su2+g2,1
10,e6 + su2,2 so8 + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + 2 so8 + e6,2
10,e6 + su2,3 so8 + 2 su3,2 su3 + 3 so8 + e6 + su2,1
10,e6 + su2,3 so8 + 2 su3,3 so8 + e6 + su2+g2 + su3,1
10,e6 + su2,3 so8 + su2+g2,3 so8 + e6 + su2 + su2+g2,4
10,e6 + su2,3 so8 + su2+g2,3 so8 + e6 + su2+so7+su2,2
10,e6 + su2,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e6 + su2,5
10,e6 + su2,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + 2 su3 + su2,1
10,e6 + su2,e6 + f4 + 2 su3,2 e6 + 2 su3 + f4 + su2,6
10,e6 + su2,e6 + f4 + 3 su3,2 e6 + 2 su3 + f4 + su2+g2,1
10,e6 + su2,e6 + f4 + 3 su3,2 e6 + 3 su3 + f4 + su2,2
10,e6 + su2,e6 + f4 + sp1+g2 + su3,2 e6 + f4 + sp1+g2 + su2 + su3,1
10,e6 + su2,e6 + f4 + su2+g2 + 2 su3,2 e6 + 2 su3 + f4 + su2+so7+su2,1
10,e6 + su2,e6 + f4 + su2+g2 + su3,2 e6 + f4 + su2 + su2+g2 + su3,2
10,e6 + su2,e6 + f4 + su2+so7+su2 + su3,2 e6 + f4 + su2 + su2+so7+su2 + su3,1
10,e6 + su2,e6 + so8 + su2+so7+su2 + su3,2 e6 + so8 + su2 + su2+so7+su2 + su3,3
10,e6 + su2,e7 + su2+so7+su2,e6 + e7 + su2 + su2+so7+su2,17
10,e6 + su2,e7' + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7' + su2,2
10,e6 + su2,e7' + sp1+g2 + su2+so7+su2,e6 + e7' + sp1+g2 + su2 + su2+so7+su2,3
10,e6 + su2,e7' + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + e6 + e7',2
10,e6 + su2,e7' + su2+g2 + su2+so7+su2,e6 + e7' + su2 + su2+g2 + su2+so7+su2,6
10,e6 + su2,e7' + su2+g2 + su2+so7+su2 + su3,2 (su2+g2) + e6 + e7' + su2+so7+su2,2
10,e6 + su2,e7' + su2+g2 + su2+so7+su2 + su3,2 (su2+so7+su2) + e6 + e7' + su3,1
10,e6 + su2,e7' + su2+g2 + su2+so7+su2 + su3,e6 + e7' + su2 + su2+g2 + su2+so7+su2 + su3,1
10,e6 + su2,f4 + so8 + sp1+g2 + su2+g2,e6 + f4 + so8 + sp1+g2 + su2 + su2+g2,1
10,e6 + su2,f4 + so8 + sp1+g2 + su3,e6 + f4 + so8 + sp1+g2 + su2 + su3,3
10,e6 + su2,f4 + sp1+g2 + su2+g2,e6 + f4 + sp1+g2 + su2 + su2+g2,4
10,e6 + su2,f4 + sp1+g2 + su2+so7+su2,e6 + f4 + sp1+g2 + su2 + su2+so7+su2,2
10,e6 + su2 + 2 su3,e6 + f4 + 2 su3,2 e6 + 3 su3 + f4 + su2+g2,1
10,e6 + su2 + su3,2 f4 + 2 (su2+g2),2 f4 + 3 (su2+g2) + e6,1
10,e6 + su2 + su3,2 f4 + su2+g2 + su3,2 (su2+g2) + 2 f4 + e6 + su3,1
10,e6 + su2 + su3,2 f4 + su2+g2 + su3,2 f4 + 2 su3 + e6 + su2 + su2+g2,1
10,e6 + su2 + su3,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e6 + su2 + su3,1
10,e6 + su2 + su3,e6 + f4 + 2 su3,2 e6 + 2 su3 + f4 + su2 + su2+g2,2
10,e6 + su2 + su3,e6 + f4 + 2 su3,2 e6 + 2 su3 + f4 + su2+g2,1
10,e6 + su2 + su3,e6 + f4 + 2 su3,2 e6 + 3 su3 + f4 + su2,4
10,e6 + su2 + su3,e6 + f4 + 3 su3,2 e6 + 3 su3 + f4 + su2+g2,1
10,e6 + su2 + su3,e6 + f4 + su2+g2 + su3,2 e6 + 2 su3 + f4 + su2 + su2+g2,2
10,e6 + su2 + su3,e6 + so8 + su2+so7+su2 + su3,2 e6 + so8 + su2+g2 + su2+so7+su2 + su3,1
10,e6 + su2 + su3,e7 + su2+so7+su2,e6 + e7 + sp1+g2 + su2 + su2+so7+su2,4
10,e6 + su2 + su3,e7 + su2+so7+su2,e6 + e7 + su2 + su2+g2 + su2+so7+su2,4
10,e6 + su2 + su3,e7' + sp1+g2 + su2+so7+su2,e6 + e7' + sp1+g2 + su2+g2 + su2+so7+su2,1
10,e6 + su2 + su3,e7' + su2+g2 + su2+so7+su2,2 (su2+g2) + e6 + e7' + su2+so7+su2,1
10,e6 + su2 + su3,e7' + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + e6 + e7' + su3,1
10,e6 + su2 + su3,e7' + su2+g2 + su2+so7+su2,e6 + e7' + su2 + su2+g2 + su2+so7+su2 + su3,2
10,e6 + su2 + su3,f4 + sp1+g2 + su2+g2,e6 + f4 + sp1+g2 + su2 + su2+g2 + su3,1
10,e6 + su3,2 f4 + 2 (su2+g2),2 (su2+g2) + 2 f4 + e6 + su3,1
10,e6 + su3,2 f4 + 3 su3,2 f4 + 4 su3 + e6,1
10,e6 + su3,2 f4 + su2+g2 + su3,2 (su2+g2) + 2 f4 + e6 + su3,1
10,e6 + su3,2 f4 + su2+g2 + su3,2 f4 + 2 su3 + e6 + su2+g2,1
10,e6 + su3,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e6 + su3,1
10,e6 + su3,2 so8 + sp1+g2 + su3,2 so8 + 2 su3 + e6 + sp1+g2,2
10,e6 + su3,3 so8 + 2 su3,3 so8 + 3 su3 + e6,1
10,e6 + su3,3 so8 + su2+g2,2 (su2+g2) + 3 so8 + e6,1
10,e6 + su3,3 so8 + su2+g2,3 so8 + e6 + su2+g2 + su3,1
10,e6 + su3,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e6 + su3,1
10,e6 + su3,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + 3 su3,1
10,e6 + su3,e6 + f4 + 2 su3,2 e6 + 2 su3 + f4 + sp1+g2,1
10,e6 + su3,e6 + f4 + 2 su3,2 e6 + 2 su3 + f4 + su2+g2,2
10,e6 + su3,e6 + f4 + 2 su3,2 e6 + 3 su3 + f4,5
10,e6 + su3,e6 + f4 + 3 su3,2 e6 + 4 su3 + f4,2
10,e6 + su3,e6 + f4 + sp1+g2 + su3,2 e6 + 2 su3 + f4 + sp1+g2,1
10,e6 + su3,e6 + f4 + su2+g2 + su3,2 (su2+g2) + 2 e6 + f4 + su3,2
10,e6 + su3,e6 + f4 + su2+g2 + su3,2 e6 + 2 su3 + f4 + su2+g2,2
10,e6 + su3,e6 + f4 + su2+so7+su2 + su3,2 e6 + 2 su3 + f4 + su2+so7+su2,1
10,e6 + su3,e6 + so8 + su2+so7+su2 + su3,2 e6 + 2 su3 + so8 + su2+so7+su2,1
10,e6 + su3,e7 + su2+so7+su2,e6 + e7 + sp1+g2 + su2+so7+su2,2
10,e6 + su3,e7 + su2+so7+su2,e6 + e7 + su2+g2 + su2+so7+su2,2
10,e6 + su3,e7' + sp1+g2 + su2+so7+su2,e6 + e7' + sp1+g2 + su2+so7+su2 + su3,1
10,e6 + su3,e7' + su2+g2 + su2+so7+su2,e6 + e7' + su2+g2 + su2+so7+su2 + su3,1
10,e6 + su3,f4 + so8 + sp1+g2 + su2+g2,e6 + f4 + so8 + sp1+g2 + su2+g2 + su3,1
10,e6 + su3,f4 + so8 + sp1+g2 + su3,2 su3 + e6 + f4 + so8 + sp1+g2,3
10,e6 + su3,f4 + sp1+g2 + su2+g2,e6 + f4 + sp1+g2 + su2+g2 + su3,4
10,e6 + su3,f4 + sp1+g2 + su2+so7+su2,e6 + f4 + sp1+g2 + su2+so7+su2 + su3,2
10,e6 + su3,so8 + 2 (sp1+g2),2 (sp1+g2) + e6 + so8 + su3,1
10,e7,(none),e7,3
10,e7,2 f4 + 2 (su2+g2),2 (su2+g2) + 2 f4 + e7,1
10,e7,2 f4 + sp1+g2 + su2+g2,2 f4 + e7 + sp1+g2 + su2+g2,1
10,e7,2 f4 + su2+g2 + su3,2 f4 + e7 + su2+g2 + su3,2
10,e7,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7,2
10,e7,2 so8 + sp1+g2 + su3,2 so8 + e7 + sp1+g2 + su3,1
10,e7,2 so8 + su2+g2 + su2+so7+su2,2 so8 + e7 + su2+g2 + su2+so7+su2,1
10,e7,3 so8 + su2+g2,3 so8 + e7 + su2+g2,2
10,e7,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7,2
10,e7,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + su2+so7+su2 + su3,1
10,e7,e7 + su2+so7+su2,2 e7 + su2+so7+su2,5
10,e7,e7' + 2 (su2+so7+su2),2 (su2+so7+su2) + e7 + e7',1
10,e7,e7' + sp1+g2 + su2+so7+su2,e7 + e7' + sp1+g2 + su2+so7+su2,1
10,e7,e7' + su2+g2 + su2+so7+su2,e7 + e7' + su2+g2 + su2+so7+su2,1
10,e7,e7' + su2+g2 + su2+so7+su2 + su3,e7 + e7' + su2+g2 + su2+so7+su2 + su3,1
10,e7,f4 + so8 + sp1+g2 + su2+g2,e7 + f4 + so8 + sp1+g2 + su2+g2,1
10,e7,f4 + so8 + sp1+g2 + su3,e7 + f4 + so8 + sp1+g2 + su3,1
10,e7,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2+g2,3
10,e7,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + sp1+g2 + su2+so7+su2,3
10,e7,so8 + 2 (sp1+g2),2 (sp1+g2) + e7 + so8,2
10,e7 + 2 su2,2 f4 + su2+g2 + su3,2 f4 + e7 + 2 su2 + su2+g2 + su3,1
10,e7 + 2 su2,2 so8 + 2 (su2+g2),2 (su2+so7+su2) + 2 so8 + e7,2
10,e7 + 2 su2,2 so8 + sp1+g2 + su3,2 so8 + e7 + sp1+g2 + su2+so7+su2,1
10,e7 + 2 su2,e7 + su2+so7+su2,2 e7 + 2 su2 + su2+so7+su2,1
10,e7 + 2 su2,e7' + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + e7 + e7' + su2,1
10,e7 + 2 su2,e7' + su2+g2 + su2+so7+su2,e7 + e7' + 2 su2 + su2+g2 + su2+so7+su2,1
10,e7 + 2 su2,f4 + so8 + sp1+g2 + su3,e7 + f4 + so8 + sp1+g2 + 2 su2 + su3,1
10,e7 + 2 su3,e7 + su2+so7+su2,2 (su2+g2) + 2 e7 + su2+so7+su2,1
10,e7 + 2 su3,e7 + su2+so7+su2,2 e7 + sp1+g2 + su2+g2 + su2+so7+su2,1
10,e7 + 2 su3,f4 + sp1+g2 + su2+g2,2 su3 + e7 + f4 + sp1+g2 + su2+g2,1
10,e7 + e7',(none),e7 + e7',1
10,e7 + e7',2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7 + e7',1
10,e7 + e7',e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + e7',1
10,e7 + e7',f4 + sp1+g2 + su2+g2,e7 + e7' + f4 + sp1+g2 + su2+g2,2
10,e7 + e7',f4 + sp1+g2 + su2+so7+su2,e7 + e7' + f4 + sp1+g2 + su2+so7+su2,2
10,e7 + e7',so8 + 2 (sp1+g2),2 (sp1+g2) + e7 + e7' + so8,1
10,e7 + e7' + su2,2 so8 + 2 (su2+g2),2 so8 + e7 + e7' + su2+g2 + su2+so7+su2,2
10,e7 + e7' + su2,f4 + sp1+g2 + su2+g2,e7 + e7' + f4 + sp1+g2 + su2 + su2+g2,4
10,e7 + e7' + su2,f4 + sp1+g2 + su2+so7+su2,e7 + e7' + f4 + sp1+g2 + su2 + su2+so7+su2,2
10,e7 + e7' + su3,f4 + sp1+g2 + su2+g2,e7 + e7' + f4 + sp1+g2 + su2+g2 + su3,2
10,e7 + e8,(none),e7 + e8,1
10,e7 + e8,f4 + sp1+g2 + su2+g2,e7 + e8 + f4 + sp1+g2 + su2+g2,1
10,e7 + e8,f4 + sp1+g2 + su2+so7+su2,e7 + e8 + f4 + sp1+g2 + su2+so7+su2,1
10,e7 + e8,so8 + 2 (sp1+g2),2 (sp1+g2) + e7 + e8 + so8,1
10,e7 + e8 + su2,f4 + sp1+g2 + su2+g2,e7 + e8 + f4 + sp1+g2 + su2 + su2+g2,1
10,e7 + f4,(none),e7 + f4,1
10,e7 + f4,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7 + f4,1
10,e7 + f4,2 so8 + sp1+g2 + su3,2 so8 + e7 + f4 + sp1+g2 + su3,1
10,e7 + f4,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + f4,1
10,e7 + f4,e7' + sp1+g2 + su2+so7+su2,e7 + e7' + f4 + sp1+g2 + su2+so7+su2,1
10,e7 + f4,e7' + su2+g2 + su2+so7+su2,e7 + e7' + f4 + su2+g2 + su2+so7+su2,1
10,e7 + f4,f4 + sp1+g2 + su2+g2,2 f4 + e7 + sp1+g2 + su2+g2,2
10,e7 + f4,f4 + sp1+g2 + su2+so7+su2,2 f4 + e7 + sp1+g2 + su2+so7+su2,2
10,e7 + f4,so8 + 2 (sp1+g2),2 (sp1+g2) + e7 + f4 + so8,1
10,e7 + f4 + su2,2 so8 + 2 (su2+g2),2 so8 + e7 + f4 + su2+g2 + su2+so7+su2,1
10,e7 + f4 + su2,e7' + su2+g2 + su2+so7+su2,e7 + e7' + f4 + su2 + su2+g2 + su2+so7+su2,1
10,e7 + f4 + su2,f4 + sp1+g2 + su2+g2,2 f4 + e7 + sp1+g2 + su2 + su2+g2,1
10,e7 + hat1,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7 + su8,1
10,e7 + hat1,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + su8,1
10,e7 + hat1,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2+g2 + su8,2
10,e7 + hat1,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + sp1+g2 + su2+so7+su2 + su8,2
10,e7 + hat1 + su2,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2 + su2+g2 + su8,1
10,e7 + hat1 + su2,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + sp1+g2 + su2 + su2+so7+su2 + su8,1
10,e7 + so8,2 so8 + 2 (su2+g2),2 (su2+g2) + 3 so8 + e7,1
10,e7 + so8,2 so8 + sp1+g2 + su3,3 so8 + e7 + sp1+g2 + su3,1
10,e7 + so8,3 so8 + su2+g2,4 so8 + e7 + su2+g2,1
10,e7 + so8,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + so8,1
10,e7 + so8,e6 + so8 + su2+so7+su2 + su3,2 so8 + e6 + e7 + su2+so7+su2 + su3,1
10,e7 + so8,e7' + sp1+g2 + su2+so7+su2,e7 + e7' + so8 + sp1+g2 + su2+so7+su2,1
10,e7 + so8,e7' + su2+g2 + su2+so7+su2,e7 + e7' + so8 + su2+g2 + su2+so7+su2,1
10,e7 + so8,f4 + so8 + sp1+g2 + su3,2 so8 + e7 + f4 + sp1+g2 + su3,1
10,e7 + so8,f4 + sp1+g2 + su2+g2,e7 + f4 + so8 + sp1+g2 + su2+g2,2
10,e7 + so8,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + so8 + sp1+g2 + su2+so7+su2,2
10,e7 + so8,so8 + 2 (sp1+g2),2 (sp1+g2) + 2 so8 + e7,1
10,e7 + so8 + su2,2 so8 + 2 (su2+g2),3 so8 + e7 + su2+g2 + su2+so7+su2,1
10,e7 + so8 + su2,3 so8 + su2+g2,4 so8 + e7 + su2+so7+su2,1
10,e7 + so8 + su2,e7' + su2+g2 + su2+so7+su2,e7 + e7' + so8 + su2 + su2+g2 + su2+so7+su2,1
10,e7 + so8 + su2,f4 + sp1+g2 + su2+g2,e7 + f4 + so8 + sp1+g2 + su2 + su2+g2,1
10,e7 + so8 + su3,f4 + sp1+g2 + su2+g2,e7 + f4 + so8 + sp1+g2 + su2+g2 + su3,1
10,e7 + su2,2 f4 + 2 (su2+g2),2 (su2+g2) + 2 f4 + e7 + su2,1
10,e7 + su2,2 f4 + su2+g2 + su3,2 f4 + e7 + su2 + su2+g2 + su3,1
10,e7 + su2,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7 + su2,1
10,e7 + su2,2 so8 + 2 (su2+g2),2 so8 + e7 + su2+g2 + su2+so7+su2,4
10,e7 + su2,2 so8 + sp1+g2 + su3,2 so8 + e7 + sp1+g2 + su2 + su3,3
10,e7 + su2,2 so8 + sp1+g2 + su3,2 so8 + e7 + sp1+g2 + su2+g2,2
10,e7 + su2,2 so8 + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + 2 so8 + e7,1
10,e7 + su2,3 so8 + su2+g2,3 so8 + e7 + su2 + su2+g2,1
10,e7 + su2,3 so8 + su2+g2,3 so8 + e7 + su2+so7+su2,2
10,e7 + su2,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + su2,1
10,e7 + su2,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + su2 + su2+so7+su2 + su3,1
10,e7 + su2,e7 + su2+so7+su2,2 e7 + su2 + su2+so7+su2,3
10,e7 + su2,e7' + sp1+g2 + su2+so7+su2,e7 + e7' + sp1+g2 + su2 + su2+so7+su2,1
10,e7 + su2,e7' + su2+g2 + su2+so7+su2,2 (su2+so7+su2) + e7 + e7',1
10,e7 + su2,e7' + su2+g2 + su2+so7+su2,e7 + e7' + su2 + su2+g2 + su2+so7+su2,2
10,e7 + su2,e7' + su2+g2 + su2+so7+su2 + su3,2 (su2+g2) + e7 + e7' + su2+so7+su2,1
10,e7 + su2,f4 + so8 + sp1+g2 + su2+g2,e7 + f4 + so8 + sp1+g2 + su2 + su2+g2,1
10,e7 + su2,f4 + so8 + sp1+g2 + su3,e7 + f4 + so8 + sp1+g2 + su2 + su3,3
10,e7 + su2,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2 + su2+g2,9
10,e7 + su2,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + sp1+g2 + su2 + su2+so7+su2,5
10,e7 + su2 + su3,2 so8 + sp1+g2 + su3,2 so8 + e7 + sp1+g2 + su2+g2 + su3,1
10,e7 + su2 + su3,3 so8 + su2+g2,3 so8 + e7 + su2+g2 + su2+so7+su2,1
10,e7 + su2 + su3,3 so8 + su2+g2,3 so8 + e7 + su2+so7+su2 + su3,1
10,e7 + su2 + su3,e7 + su2+so7+su2,2 e7 + sp1+g2 + su2 + su2+so7+su2,1
10,e7 + su2 + su3,e7 + su2+so7+su2,2 e7 + su2 + su2+g2 + su2+so7+su2,1
10,e7 + su2 + su3,e7' + su2+g2 + su2+so7+su2,e7 + e7' + su2 + su2+g2 + su2+so7+su2 + su3,1
10,e7 + su2 + su3,f4 + so8 + sp1+g2 + su3,2 su3 + e7 + f4 + so8 + sp1+g2 + su2,1
10,e7 + su2 + su3,f4 + so8 + sp1+g2 + su3,e7 + f4 + so8 + sp1+g2 + su2+g2 + su3,1
10,e7 + su2 + su3,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2 + su2+g2 + su3,3
10,e7 + su3,2 f4 + 2 (su2+g2),2 (su2+g2) + 2 f4 + e7 + su3,1
10,e7 + su3,2 f4 + su2+g2 + su3,2 (su2+g2) + 2 f4 + e7 + su3,1
10,e7 + su3,2 f4 + su2+g2 + su3,2 f4 + 2 su3 + e7 + su2+g2,1
10,e7 + su3,2 so8 + 2 (su2+g2),2 (su2+g2) + 2 so8 + e7 + su3,1
10,e7 + su3,2 so8 + sp1+g2 + su3,2 so8 + 2 su3 + e7 + sp1+g2,1
10,e7 + su3,3 so8 + su2+g2,2 (su2+g2) + 3 so8 + e7,1
10,e7 + su3,3 so8 + su2+g2,3 so8 + e7 + su2+g2 + su3,1
10,e7 + su3,e6 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + su3,1
10,e7 + su3,e6 + so8 + su2+so7+su2 + su3,2 su3 + e6 + e7 + so8 + su2+so7+su2,1
10,e7 + su3,e7 + su2+so7+su2,2 e7 + sp1+g2 + su2+so7+su2,2
10,e7 + su3,e7 + su2+so7+su2,2 e7 + su2+g2 + su2+so7+su2,2
10,e7 + su3,e7' + sp1+g2 + su2+so7+su2,e7 + e7' + sp1+g2 + su2+so7+su2 + su3,1
10,e7 + su3,e7' + su2+g2 + su2+so7+su2,e7 + e7' + su2+g2 + su2+so7+su2 + su3,1
10,e7 + su3,f4 + so8 + sp1+g2 + su3,2 su3 + e7 + f4 + so8 + sp1+g2,1
10,e7 + su3,f4 + sp1+g2 + su2+g2,e7 + f4 + sp1+g2 + su2+g2 + su3,5
10,e7 + su3,f4 + sp1+g2 + su2+so7+su2,e7 + f4 + sp1+g2 + su2+so7+su2 + su3,2
10,e7 + su3,so8 + 2 (sp1+g2),2 (sp1+g2) + e7 + so8 + su3,1
10,e7',(none),e7',3
