T_H,External,LST_Gauge,SUGRA_Gauge,Count
21,2 su3,3 e7 + sp1+g2 + 2 (su2+so7+su2),2 (sp1+g2) + 2 (su2+so7+su2) + 3 e7 + su3,1
21,2 su3,3 e7 + sp1+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + sp1+g2 + su2+g2 + su3,1
21,2 su3,3 e7 + su2+g2 + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + su3,1
21,2 su3,3 e7 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + sp1+g2 + su2+g2 + su3,1
21,2 su3,4 e6 + e7 + su2+so7+su2 + 3 su3,4 e6 + 5 su3 + e7 + su2+so7+su2,1
21,2 su3,4 e6 + f4 + 4 su3,2 (su2+g2) + 4 e6 + 4 su3 + f4,1
21,2 su3,4 e6 + f4 + 4 su3,4 e6 + 4 su3 + f4 + sp1+g2 + su2+g2,1
21,2 su3,4 e6 + f4 + 4 su3,4 e6 + 5 su3 + f4 + sp1+g2,1
21,2 su3,4 e6 + f4 + 4 su3,4 e6 + 5 su3 + f4 + su2+g2,2
21,2 su3,4 e6 + f4 + 4 su3,4 e6 + 6 su3 + f4,1
21,2 su3,4 e6 + so8 + 5 su3,4 e6 + 7 su3 + so8,10
21,2 su3,e6 + 2 e7 + e7' + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + su2+g2 + su3,1
21,2 su3,e6 + 2 e7 + f4 + 3 (su2+so7+su2),2 e7 + 2 su3 + 3 (su2+so7+su2) + e6 + f4,1
21,2 su3,e6 + 2 e7 + f4 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + f4 + su2+g2 + su3,1
21,2 su3,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + f4 + su3,2
21,2 su3,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + 2 su3 + e6 + f4 + su2+g2,1
21,2 su3,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + 3 (su2+g2) + e6 + f4,1
21,2 su3,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+so7+su2) + 2 e7 + 3 su3 + e6 + f4 + su2+g2,1
21,2 su3,e6 + 2 e7 + so8 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+so7+su2) + 2 e7 + 3 su3 + e6 + so8 + su2+g2,1
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 f4 + 3 su3 + e6 + e8 + su2+g2,2
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 f4 + 4 su3 + e6 + e8,4
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + 3 su3,2 (sp1+g2) + 2 f4 + 5 su3 + e6 + e8,1
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 (su2+g2) + 2 f4 + e6 + e8 + su3,1
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 f4 + 2 su3 + e6 + e8 + su2+g2,3
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + 3 su3 + e6 + e8 + su2+g2,3
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 (su2+g2) + 2 f4 + e6 + e8 + su3,1
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 f4 + 2 su3 + e6 + e8 + su2+g2,2
21,2 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 f4 + 3 su3 + e6 + e8,1
21,2 su3,e6 + e8 + 2 f4 + 3 (sp1+g2),2 f4 + 2 su3 + 3 (sp1+g2) + e6 + e8,1
21,2 su3,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 so8 + 4 su3 + e6 + e8 + f4,1
21,2 su3,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 so8 + 2 su3 + e6 + e8 + f4 + su2+g2,1
21,2 su3,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 so8 + 2 su3 + e6 + e8 + f4 + su2+g2,1
21,2 su3,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 so8 + 3 su3 + e6 + e8 + f4,6
21,2 su3,e6 + e8 + f4 + so8 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 4 su3 + e6 + e8 + f4 + so8,1
21,2 su3,e7 + e8 + f4 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 (su2+g2) + e7 + e8 + f4 + su3,1
21,2 su3,e7 + e8 + f4 + 2 (sp1+g2) + su2+g2,3 (sp1+g2) + e7 + e8 + f4 + su2+g2 + su3,1
21,2 su3,e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + su2+so7+su2,2 (sp1+g2) + 2 su3 + e7 + e8 + f4 + su2+g2 + su2+so7+su2,1
21,2 su3,e7 + e8 + f4 + 3 (sp1+g2),3 (sp1+g2) + e7 + e8 + f4 + su2+g2 + su3,1
21,2 su3,e7 + e8 + f4 + 3 (sp1+g2) + su2+so7+su2,2 su3 + 3 (sp1+g2) + e7 + e8 + f4 + su2+so7+su2,1
21,2 su3,e7 + e8 + f4 + sp1+g2 + 2 (su2+g2),2 (sp1+g2) + 2 (su2+g2) + e7 + e8 + f4 + su3,1
21,2 su3,e7 + e8 + f4 + sp1+g2 + 2 (su2+g2),2 (su2+g2) + 3 (sp1+g2) + e7 + e8 + f4,1
21,2 su3,e7' + e8 + f4 + so8 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 (su2+g2) + e7' + e8 + f4 + so8 + su3,1
21,2 su3,e8 + 2 f4 + 3 (sp1+g2),2 f4 + 2 su3 + 3 (sp1+g2) + e8,8
21,2 su3,e8 + 3 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 3 f4 + 4 su3 + e8,1
21,2 su3,e8 + 8 so8 + sp1+g2,2 su3 + 8 so8 + e8 + sp1+g2,1
21,2 su3,e8 + f4 + 3 so8 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 su3 + 3 so8 + e8 + f4 + su2+g2,1
21,3 su2,2 e6 + 2 e7 + su2+g2 + 2 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + 2 su2 + su3,1
21,3 su2,2 e7 + 2 f4 + 2 (su2+g2) + su2+so7+su2 + su3,2 e7 + 2 f4 + 3 (su2+g2) + 2 su2 + su2+so7+su2,10
21,3 su2,2 e7 + e7' + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e7' + 3 su2,3
21,3 su2,2 e7 + e7' + 2 (su2+g2) + 2 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e7' + 2 su2 + su2+g2,4
21,3 su2,2 e7 + e7' + 2 (su2+g2) + 2 (su2+so7+su2),2 e7 + 4 (su2+so7+su2) + e7' + su2,1
21,3 su2,3 e7 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + 3 su2,1
21,3 su2,3 e7 + 2 (su2+g2) + 2 (su2+so7+su2),3 e7 + 4 (su2+so7+su2) + su2,1
21,3 su2,3 e7 + f4 + 2 (su2+g2) + su2+so7+su2,2 (su2+g2) + 3 e7 + f4 + 3 su2 + su2+so7+su2,1
21,3 su2,3 e7 + f4 + 3 (su2+g2) + su2+so7+su2,2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + f4 + 2 su2,2
21,3 su2,3 e7 + f4 + 3 (su2+so7+su2),3 (su2+so7+su2) + 3 e7 + f4 + 3 su2,1
21,3 su2,3 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + f4 + 3 su2 + su2+g2,1
21,3 su2,3 e7 + f4 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + f4 + 2 su2,1
21,3 su2,3 e7 + sp1+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + sp1+g2 + 3 su2,1
21,3 su2,3 e7 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + 3 su2 + su2+g2,2
21,3 su2,3 e7 + su2+g2 + 2 (su2+so7+su2),3 (su2+so7+su2) + 3 e7 + 2 su2,12
21,3 su2,4 e6 + e7 + su2+so7+su2 + 3 su3,3 su3 + 4 e6 + e7 + 3 su2 + su2+so7+su2,1
21,3 su2,e6 + 2 e7 + e7' + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + 3 su2,1
21,3 su2,e6 + 2 e7 + f4 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + f4 + 3 su2,2
21,3 su2,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + e6 + f4 + 3 su2 + su2+g2,40
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 f4 + 2 su3 + e6 + e8 + 3 su2,8
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 f4 + e6 + e8 + 2 su2 + su2+g2 + su3,6
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 f4 + e6 + e8 + 3 su2 + su2+g2,12
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 (su2+g2) + 2 f4 + e6 + e8 + 2 su2,1
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + e6 + e8 + 2 su2 + su2+so7+su2 + su3,2
21,3 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 f4 + e6 + e8 + 3 su2 + su3,32
21,3 su2,e6 + e8 + 2 f4 + 3 (sp1+g2),2 f4 + 3 (sp1+g2) + e6 + e8 + 3 su2,2
21,3 su2,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 so8 + e6 + e8 + f4 + 3 su2 + su3,8
21,3 su2,e7 + 3 e7' + 3 (su2+so7+su2),3 (su2+so7+su2) + 3 e7' + e7 + 3 su2,1
21,3 su2,e7 + e8 + f4 + 2 (sp1+g2) + 2 (su2+g2),2 (sp1+g2) + e7 + e8 + f4 + 2 su2 + su2+g2 + su2+so7+su2,1
21,3 su2,e7 + e8 + f4 + 2 (sp1+g2) + 2 (su2+g2) + su3,2 (sp1+g2) + 2 (su2+so7+su2) + e7 + e8 + f4 + su2+g2,2
21,3 su2,e7 + e8 + f4 + 3 (sp1+g2),3 (sp1+g2) + e7 + e8 + f4 + 3 su2,1
21,3 su2,e7 + e8 + f4 + 3 (sp1+g2) + su2+g2 + su3,2 (su2+so7+su2) + 3 (sp1+g2) + e7 + e8 + f4,3
21,3 su2,e7 + e8 + f4 + 3 (sp1+g2) + su3,3 (sp1+g2) + e7 + e8 + f4 + 2 su2 + su2+g2,1
21,3 su2,e7' + e8 + f4 + so8 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + e7' + e8 + f4 + so8 + 3 su2 + su2+g2,1
21,3 su2,e7' + e8 + f4 + so8 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 (su2+g2) + e7' + e8 + f4 + so8 + 2 su2,1
21,3 su2 + su3,3 e7 + f4 + 2 (su2+g2) + su2+so7+su2,3 (su2+g2) + 3 e7 + f4 + 3 su2 + su2+so7+su2,1
21,3 su2 + su3,3 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + f4 + 2 su2,1
21,3 su2 + su3,3 e7 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 3 e7 + sp1+g2 + 3 su2 + su2+g2,1
21,3 su2 + su3,3 e7 + su2+g2 + 2 (su2+so7+su2),3 (su2+so7+su2) + 3 e7 + sp1+g2 + 2 su2,1
21,3 su2 + su3,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + f4 + 2 su2,1
21,3 su2 + su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 f4 + 2 su3 + e6 + e8 + 3 su2,4
21,3 su2 + su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 f4 + e6 + e8 + 2 su2 + su2+g2 + su3,1
21,3 su3,2 e6 + e8 + f4 + sp1+g2 + 2 su3,2 (sp1+g2) + 2 e6 + 4 su3 + e8 + f4,1
21,3 su3,e6 + e8 + 2 f4 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 2 f4 + 3 su3 + e6 + e8 + su2+g2,1
21,3 su3,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 so8 + 4 su3 + e6 + e8 + f4,1
21,3 su3,e7 + e8 + f4 + sp1+g2 + 2 (su2+g2),2 (su2+g2) + 3 (sp1+g2) + e7 + e8 + f4 + su3,1
21,4 su2,e6 + 2 e7 + f4 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + f4 + 4 su2,1
21,4 su2,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + e6 + f4 + 4 su2 + su2+g2,4
21,4 su2,e6 + e8 + 2 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 f4 + e6 + e8 + 3 su2 + su2+g2 + su3,1
21,4 su2,e6 + e8 + f4 + 2 so8 + 2 (sp1+g2) + su3,2 (sp1+g2) + 2 so8 + e6 + e8 + f4 + 4 su2 + su3,1
21,e6,2 e6 + 2 f4 + sp1+g2 + su2+g2 + 3 su3,2 f4 + 3 e6 + 3 su3 + sp1+g2 + su2+g2,3
21,e6,2 e7 + 2 f4 + 2 (su2+g2) + su2+so7+su2 + su3,2 (su2+g2) + 2 e7 + 2 f4 + e6 + su2+so7+su2 + su3,2
21,e6,2 e7 + 2 f4 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+so7+su2) + 2 e7 + 2 f4 + e6 + su2+g2 + su3,1
21,e6,2 e7 + e7' + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7',5
21,e6,2 e7 + e7' + su2+g2 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + su2+g2,1
21,e6,2 e7 + f4 + 2 (sp1+g2) + su2+g2 + su2+so7+su2,2 (sp1+g2) + 2 e7 + e6 + f4 + su2+g2 + su2+so7+su2,1
21,e6,2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + f4,3
21,e6,2 e7 + f4 + so8 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + f4 + so8,1
21,e6,2 e7 + f4 + so8 + 3 (su2+g2) + su2+so7+su2,2 e7 + 3 (su2+g2) + e6 + f4 + so8 + su2+so7+su2,1
21,e6,2 e7 + f4 + sp1+g2 + 2 (su2+g2) + su2+so7+su2,2 (su2+g2) + 2 e7 + e6 + f4 + sp1+g2 + su2+so7+su2,1
21,e6,2 e7 + f4 + sp1+g2 + 2 (su2+g2) + su2+so7+su2 + su3,2 (su2+g2) + 2 e7 + e6 + f4 + sp1+g2 + su2+so7+su2 + su3,1
21,e6,2 e7 + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + e6 + f4 + sp1+g2 + su2+g2,1
21,e6,3 e6 + 2 f4 + 5 su3,2 f4 + 4 e6 + 5 su3,2
21,e6,3 e6 + e7 + f4 + sp1+g2 + 4 su3,4 e6 + 4 su3 + e7 + f4 + sp1+g2,1
21,e6,3 e6 + e7 + f4 + su2+g2 + 4 su3,4 e6 + 4 su3 + e7 + f4 + su2+g2,1
21,e6,3 e6 + f4 + so8 + su2+g2 + 4 su3,4 e6 + 4 su3 + f4 + so8 + su2+g2,1
21,e6,3 e6 + f4 + sp1+g2 + 4 su3,4 e6 + 4 su3 + f4 + sp1+g2,3
21,e6,3 e6 + f4 + sp1+g2 + 5 su3,4 e6 + 5 su3 + f4 + sp1+g2,2
21,e6,3 e6 + f4 + sp1+g2 + su2+g2 + 3 su3,3 su3 + 4 e6 + f4 + sp1+g2 + su2+g2,1
21,e6,3 e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,3 su3 + 4 e6 + f4 + su2+g2 + su2+so7+su2,3
21,e6,3 e7 + 3 (su2+so7+su2),3 (su2+so7+su2) + 3 e7 + e6,2
21,e6,4 e6 + e7' + su2+so7+su2 + 4 su3,4 su3 + 5 e6 + e7' + su2+so7+su2,1
21,e6,4 e6 + so8 + 5 su3,5 e6 + 5 su3 + so8,1
21,e6,4 e6 + su2+g2 + su2+so7+su2 + 3 su3,3 su3 + 5 e6 + su2+g2 + su2+so7+su2,1
21,e6,4 e6 + su2+so7+su2 + 4 su3,4 su3 + 5 e6 + su2+so7+su2,3
21,e6,4 e6 + su2+so7+su2 + 5 su3,5 e6 + 5 su3 + su2+so7+su2,2
21,e6,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + su3,3
21,e6,e6 + 2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e6 + 2 e7 + f4,1
21,e6,e6 + 2 e7 + f4 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + f4 + su3,1
21,e6,e6 + 2 e7 + f4 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+so7+su2) + 2 e6 + 2 e7 + f4 + su2+g2 + su3,1
21,e6,e6 + 2 e7 + so8 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + so8 + su3,1
21,e6,e6 + 2 e7 + so8 + su2+g2 + 2 (su2+so7+su2) + su3,2 (su2+so7+su2) + 2 e6 + 2 e7 + so8 + su2+g2 + su3,1
21,e6,e6 + e8 + f4 + so8 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 e6 + 2 su3 + e8 + f4 + so8,1
21,e6,e6 + e8 + f4 + so8 + 2 (sp1+g2) + 3 su3,2 (sp1+g2) + 2 e6 + 3 su3 + e8 + f4 + so8,1
21,e6,e7 + 2 e7' + su2+g2 + 3 (su2+so7+su2),2 e7' + 3 (su2+so7+su2) + e6 + e7 + su2+g2,1
21,e6,e7 + e7' + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + e7' + f4 + sp1+g2 + su2+g2,3
21,e6,e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + e6 + e8 + su2+g2 + su3,6
21,e6,e8 + 2 f4 + 3 (sp1+g2),2 f4 + 3 (sp1+g2) + e6 + e8,4
21,e6,e8 + 2 f4 + 3 (sp1+g2) + su2+g2,2 f4 + 3 (sp1+g2) + e6 + e8 + su2+g2,2
21,e6,e8 + 2 f4 + 3 (sp1+g2) + su2+so7+su2,2 f4 + 3 (sp1+g2) + e6 + e8 + su2+so7+su2,1
21,e6,e8 + 2 f4 + 3 (sp1+g2) + su3,2 f4 + 3 (sp1+g2) + e6 + e8 + su3,1
21,e6,e8 + 2 f4 + so8 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + e6 + e8 + so8 + su2+g2 + su3,1
21,e6,e8 + 3 f4 + 2 (sp1+g2) + 2 su3,2 (sp1+g2) + 2 su3 + 3 f4 + e6 + e8,1
21,e6,e8 + 3 f4 + 2 (sp1+g2) + 3 su3,2 (sp1+g2) + 3 f4 + 3 su3 + e6 + e8,1
21,e6,e8 + 3 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 3 f4 + e6 + e8 + su2+g2 + su3,1
21,e6,e8 + f4 + 2 so8 + 3 (sp1+g2),2 so8 + 3 (sp1+g2) + e6 + e8 + f4,1
21,e6,e8 + f4 + 2 so8 + 3 (sp1+g2) + su3,2 so8 + 3 (sp1+g2) + e6 + e8 + f4 + su3,1
21,e6,e8 + f4 + 3 so8 + 2 (sp1+g2) + su2+g2,2 (sp1+g2) + 3 so8 + e6 + e8 + f4 + su2+g2,1
21,e6 + e7,2 e6 + 2 f4 + sp1+g2 + su2+g2 + 3 su3,2 f4 + 3 e6 + 3 su3 + e7 + sp1+g2 + su2+g2,2
21,e6 + e7,2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 3 e7 + e6 + f4,2
21,e6 + e7,3 e6 + f4 + sp1+g2 + 4 su3,4 e6 + 4 su3 + e7 + f4 + sp1+g2,1
21,e6 + e7,3 e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,3 su3 + 4 e6 + e7 + f4 + su2+g2 + su2+so7+su2,2
21,e6 + e7,4 e6 + su2+so7+su2 + 4 su3,4 su3 + 5 e6 + e7 + su2+so7+su2,1
21,e6 + e7,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 3 (su2+so7+su2) + 3 e7 + su3,1
21,e6 + e7,e7 + e7' + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7 + e6 + e7' + f4 + sp1+g2 + su2+g2,2
21,e6 + e7,e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + e6 + e7 + e8 + su2+g2 + su3,2
21,e6 + e7 + su2,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 3 (su2+so7+su2) + 3 e7 + su2 + su3,1
21,e6 + e7',2 e6 + 2 f4 + sp1+g2 + su2+g2 + 3 su3,2 f4 + 3 e6 + 3 su3 + e7' + sp1+g2 + su2+g2,2
21,e6 + e7',2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + e7' + f4,2
21,e6 + e7',3 e6 + f4 + sp1+g2 + 4 su3,4 e6 + 4 su3 + e7' + f4 + sp1+g2,1
21,e6 + e7',3 e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,3 su3 + 4 e6 + e7' + f4 + su2+g2 + su2+so7+su2,2
21,e6 + e7',4 e6 + su2+so7+su2 + 4 su3,4 su3 + 5 e6 + e7' + su2+so7+su2,1
21,e6 + e7',e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + e7' + su3,1
21,e6 + e7',e7 + e7' + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 e7' + e6 + e7 + f4 + sp1+g2 + su2+g2,2
21,e6 + e7',e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 2 f4 + e6 + e7' + e8 + su2+g2 + su3,2
21,e6 + e7' + su2,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + e7' + su2 + su3,1
21,e6 + e8,2 e6 + 2 f4 + sp1+g2 + su2+g2 + 3 su3,2 f4 + 3 e6 + 3 su3 + e8 + sp1+g2 + su2+g2,1
21,e6 + e8,3 e6 + f4 + sp1+g2 + 4 su3,4 e6 + 4 su3 + e8 + f4 + sp1+g2,1
21,e6 + e8,e7 + e7' + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + e6 + e7 + e7' + e8 + f4 + sp1+g2 + su2+g2,1
21,e6 + f4,2 e7 + e7' + su2+g2 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + f4 + su2+g2,1
21,e6 + f4,2 e7 + f4 + 2 (sp1+g2) + su2+g2 + su2+so7+su2,2 (sp1+g2) + 2 e7 + 2 f4 + e6 + su2+g2 + su2+so7+su2,1
21,e6 + f4,2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + 2 f4 + e6,2
21,e6 + f4,2 e7 + f4 + sp1+g2 + 2 (su2+g2) + su2+so7+su2,2 (su2+g2) + 2 e7 + 2 f4 + e6 + sp1+g2 + su2+so7+su2,1
21,e6 + f4,3 e6 + f4 + sp1+g2 + 4 su3,2 f4 + 4 e6 + 4 su3 + sp1+g2,2
21,e6 + f4,3 e6 + f4 + sp1+g2 + su2+g2 + 3 su3,2 f4 + 3 su3 + 4 e6 + sp1+g2 + su2+g2,1
21,e6 + f4,3 e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,2 f4 + 3 su3 + 4 e6 + su2+g2 + su2+so7+su2,2
21,e6 + f4,4 e6 + su2+g2 + su2+so7+su2 + 3 su3,3 su3 + 5 e6 + f4 + su2+g2 + su2+so7+su2,1
21,e6 + f4,4 e6 + su2+so7+su2 + 4 su3,4 su3 + 5 e6 + f4 + su2+so7+su2,2
21,e6 + f4,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + f4 + su3,2
21,e6 + f4,e7 + 2 e7' + su2+g2 + 3 (su2+so7+su2),2 e7' + 3 (su2+so7+su2) + e6 + e7 + f4 + su2+g2,1
21,e6 + f4,e7 + e7' + f4 + sp1+g2 + su2+g2 + 2 (su2+so7+su2),2 (su2+so7+su2) + 2 f4 + e6 + e7 + e7' + sp1+g2 + su2+g2,2
21,e6 + f4,e8 + 2 f4 + 2 (sp1+g2) + su2+g2 + su3,2 (sp1+g2) + 3 f4 + e6 + e8 + su2+g2 + su3,4
21,e6 + f4 + su2,2 e7 + e7' + su2+g2 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + f4 + su2 + su2+g2,1
21,e6 + f4 + su2,e6 + 2 e7 + 3 (su2+so7+su2) + su3,2 e6 + 2 e7 + 3 (su2+so7+su2) + f4 + su2 + su3,1
21,e6 + so8,2 e7 + e7' + su2+g2 + 3 (su2+so7+su2),2 e7 + 3 (su2+so7+su2) + e6 + e7' + so8 + su2+g2,1
21,e6 + so8,2 e7 + f4 + 2 (sp1+g2) + su2+g2 + su2+so7+su2,2 (sp1+g2) + 2 e7 + e6 + f4 + so8 + su2+g2 + su2+so7+su2,1
21,e6 + so8,2 e7 + f4 + 2 (su2+g2) + 2 (su2+so7+su2),2 (su2+g2) + 2 (su2+so7+su2) + 2 e7 + e6 + f4 + so8,2
21,e6 + so8,2 e7 + f4 + so8 + 3 (su2+g2) + su2+so7+su2,2 e7 + 2 so8 + 3 (su2+g2) + e6 + f4 + su2+so7+su2,1
21,e6 + so8,2 e7 + f4 + sp1+g2 + 2 (su2+g2) + su2+so7+su2,2 (su2+g2) + 2 e7 + e6 + f4 + so8 + sp1+g2 + su2+so7+su2,1
