"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
27	158	"2 e7+e7'+e6+su(3)+4(so(7)+2 su(2))"	33	140	1	1	0	0	0	0	1	0
27	158	"2 e7+e7'+e6+su(3)+4(so(7)+2 su(2))"	33	168	1	1	0	0	0	1	0	0
27	158	"2 e7+e7'+e6+su(3)+4(so(7)+2 su(2))"	36	140	1	1	0	0	0	0	1	0
27	158	"2 e7+e7'+e6+su(3)+4(so(7)+2 su(2))"	36	141	0	1	0	0	0	0	1	0
27	159	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	169	1	1	0	0	1	0	0	0
27	159	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	34	169	1	1	0	0	1	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	30	194	1	0	0	1	0	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	168	1	0	0	0	1	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	169	1	0	0	0	1	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	247	1	0	0	0	0	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	168	1	0	0	0	1	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	169	1	0	0	0	1	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	246	1	0	0	0	0	0	0	0
27	160	"3 e7+e6+2 su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	247	1	0	0	0	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	32	163	0	1	1	0	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	33	162	1	1	1	0	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	34	112	1	1	0	0	1	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	34	113	0	1	0	0	1	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	34	138	1	1	0	1	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	34	139	0	1	0	1	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	35	138	1	1	0	1	0	0	0	0
27	161	"e8+3 e6+f5+4 su(3)+2(g2+su(2))"	35	139	0	1	0	1	0	0	0	0
27	162	"2 e7+2 e7'+2(g2+su(2))+3(so(7)+2 su(2))"	32	254	1	0	0	0	0	0	0	0
27	162	"2 e7+2 e7'+2(g2+su(2))+3(so(7)+2 su(2))"	34	254	1	0	0	0	0	0	0	0
27	163	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	34	235	1	0	0	0	0	0	0	0
27	164	"3 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	33	168	1	1	0	0	0	0	0	0
27	164	"3 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	33	176	1	0	0	0	0	0	0	0
27	164	"3 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	169	1	1	0	0	0	0	0	0
27	164	"3 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	170	0	1	0	0	0	0	0	0
27	166	"3 e7+f5+so(8)+su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	32	255	1	0	0	0	0	0	0	0
27	166	"3 e7+f5+so(8)+su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	33	254	1	0	0	0	0	0	0	0
27	166	"3 e7+f5+so(8)+su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	34	255	1	0	0	0	0	0	0	0
27	171	"e8+3 e6+2 f5+3 su(3)+2(g2+su(2))"	33	146	1	1	0	0	0	0	0	0
27	178	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	227	1	0	0	0	0	0	0	0
27	178	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	228	1	0	0	0	0	0	0	0
27	192	"3 e7+e6+so(8)+g2+su(2)+3(so(7)+2 su(2))"	33	234	1	0	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	168	1	1	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	169	1	1	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	176	1	0	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	168	1	1	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	169	1	1	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	170	0	1	0	0	0	0	0	0
27	200	"3 e7+2 e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	176	1	0	0	0	0	0	0	0
27	201	"4 e6+f5+so(8)+5 su(3)+g2+su(2)"	34	85	1	1	0	0	0	0	0	1
27	202	"3 e7+e6+so(8)+g2+su(2)+3(so(7)+2 su(2))"	33	234	1	0	0	0	0	0	0	0
27	211	"5 e6+so(8)+5 su(3)+so(7)+2 su(2)"	31	172	1	1	0	0	0	0	1	0
27	211	"5 e6+so(8)+5 su(3)+so(7)+2 su(2)"	33	172	1	1	0	0	0	0	1	0
