"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
23	2	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	33	135	2	1	0	0	0	0	1	0
23	2	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	33	137	1	1	0	0	0	0	1	0
23	2	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	33	138	0	1	0	0	0	0	1	0
23	2	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+5(g2+su(2))"	33	129	1	2	0	0	0	0	1	0
23	2	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+5(g2+su(2))"	34	129	1	2	0	0	0	0	1	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+3 f5+4(g2+su(2))"	29	227	1	0	0	0	0	0	0	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+4 f5+4(g2+su(2))"	27	175	1	0	0	1	0	0	0	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	28	149	1	0	0	0	1	0	0	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	29	149	1	0	0	0	1	0	0	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+e7'+3 f5+4(g2+su(2))"	29	122	1	0	0	0	0	1	0	0
23	3	"e8+3 f5+su(3)+3(g2+su(2))"	"e8+e7+3 f5+4(g2+su(2))"	30	94	1	0	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+2 su(3)+3(g2+su(2))"	33	24	0	1	0	0	0	0	0	1
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+4(g2+su(2))"	32	31	1	0	0	0	0	0	0	1
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	33	22	2	1	0	0	0	0	0	1
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+su(3)+4(g2+su(2))"	32	23	1	1	0	0	0	0	0	1
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+su(3)+4(g2+su(2))"	33	23	1	1	0	0	0	0	0	1
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	74	149	1	0	0	1	1	0	0	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+2 su(3)+3(g2+su(2))"	35	139	0	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	27	174	1	0	0	0	0	1	0	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+4(g2+su(2))"	28	146	1	0	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+4(g2+su(2))"	31	146	1	0	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+4(g2+su(2))"	32	146	1	0	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+5(g2+su(2))"	28	165	2	1	0	0	0	1	0	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	29	137	2	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	52	137	2	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	55	137	2	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+su(3)+4(g2+su(2))"	28	166	1	1	0	0	0	1	0	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	28	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	29	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	32	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	33	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	35	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	36	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	43	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	49	138	1	1	0	0	0	0	1	0
23	5	"e8+2 f5+su(3)+3(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	61	138	1	1	0	0	0	0	1	0
23	6	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+2 su(3)+4(g2+su(2))"	33	130	0	2	0	0	0	0	1	0
23	6	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	33	135	2	1	0	0	0	0	1	0
23	6	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	33	137	1	1	0	0	0	0	1	0
23	6	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	33	138	0	1	0	0	0	0	1	0
23	6	"e8+2 f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+5(g2+su(2))"	33	129	1	2	0	0	0	0	1	0
23	7	"e8+3 f5+2 su(3)+3(g2+su(2))"	"e8+3 f5+su(3)+4(g2+su(2))"	28	219	1	0	0	0	0	0	0	0
23	8	"e8+4 f5+2 su(3)+2(g2+su(2))"	"e8+4 f5+2 su(3)+3(g2+su(2))"	28	168	1	1	0	0	0	0	0	0
23	8	"e8+4 f5+2 su(3)+2(g2+su(2))"	"e8+4 f5+su(3)+3(g2+su(2))"	27	176	1	0	0	0	0	0	0	0
23	8	"e8+4 f5+2 su(3)+2(g2+su(2))"	"e8+4 f5+su(3)+3(g2+su(2))"	28	176	1	0	0	0	0	0	0	0
23	8	"e8+4 f5+2 su(3)+2(g2+su(2))"	"e8+4 f5+su(3)+3(g2+su(2))"	29	176	1	0	0	0	0	0	0	0
23	9	"e8+4 f5+su(3)+3(g2+su(2))"	"e8+4 f5+4(g2+su(2))"	27	175	1	0	0	0	0	0	0	0
23	9	"e8+4 f5+su(3)+3(g2+su(2))"	"e8+4 f5+4(g2+su(2))"	29	175	1	0	0	0	0	0	0	0
23	12	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	28	174	1	0	0	0	0	0	0	0
23	13	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	29	174	1	1	0	0	0	0	0	0
23	13	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	30	174	1	1	0	0	0	0	0	0
23	13	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	31	174	1	1	0	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+2 e6+2 f5+2 su(3)+3(g2+su(2))"	29	116	1	0	0	0	1	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+2 f5+2 su(3)+3(g2+su(2))"	28	194	1	0	0	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+2 f5+2 su(3)+3(g2+su(2))"	29	194	1	0	0	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	27	166	1	0	1	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	29	166	1	0	1	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	30	166	1	0	1	0	0	0	0	0
23	15	"e8+e6+2 f5+3 su(3)+2(g2+su(2))"	"e8+e6+3 f5+2 su(3)+3(g2+su(2))"	28	142	1	0	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	31	144	1	0	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	32	144	1	0	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	35	137	1	1	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	36	137	1	1	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	32	136	1	1	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	34	138	0	1	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+2 f5+su(3)+4(g2+su(2))"	35	138	0	1	0	1	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	196	1	0	0	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	196	1	0	0	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	30	196	1	0	0	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+3(g2+su(2))+so(7)+2 su(2)"	28	168	1	0	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+3(g2+su(2))+so(7)+2 su(2)"	29	168	1	0	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+3(g2+su(2))+so(7)+2 su(2)"	31	168	1	0	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+5(g2+su(2))"	30	161	1	1	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+su(3)+3(g2+su(2))+so(7)+2 su(2)"	30	160	1	1	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+su(3)+3(g2+su(2))+so(7)+2 su(2)"	31	160	1	1	1	0	0	0	0	0
23	16	"e8+e7+f5+4(g2+su(2))"	"e8+e7+f5+so(8)+su(3)+3(g2+su(2))+so(7)+2 su(2)"	34	160	1	1	1	0	0	0	0	0
23	19	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	27	174	1	0	0	0	0	0	0	0
23	19	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	28	174	1	0	0	0	0	0	0	0
23	20	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+2 e6+2 f5+2 su(3)+3(g2+su(2))"	31	116	1	1	0	0	1	0	0	0
23	20	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	28	166	1	1	1	0	0	0	0	0
23	20	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+2 su(3)+3(g2+su(2))"	37	142	1	1	0	1	0	0	0	0
23	20	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+2 su(3)+3(g2+su(2))"	41	142	1	1	0	1	0	0	0	0
23	21	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	28	174	1	1	0	0	0	0	0	0
23	21	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	30	174	1	1	0	0	0	0	0	0
23	21	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	31	174	1	1	0	0	0	0	0	0
23	22	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	27	174	1	1	0	0	0	0	0	0
23	22	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	29	174	1	1	0	0	0	0	0	0
23	22	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	30	174	1	1	0	0	0	0	0	0
23	22	"e8+e7'+2 f5+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	31	174	1	1	0	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	27	166	1	1	1	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+2 su(3)+3(g2+su(2))"	29	166	1	1	1	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+su(3)+3(g2+su(2))"	27	174	1	0	1	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+su(3)+3(g2+su(2))"	29	174	1	0	1	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	202	1	0	0	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	202	1	0	0	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	30	202	1	0	0	0	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+2 su(3)+3(g2+su(2))"	29	142	1	1	0	1	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+su(3)+3(g2+su(2))"	28	150	1	0	0	1	0	0	0	0
23	23	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+su(3)+3(g2+su(2))"	29	150	1	0	0	1	0	0	0	0
23	25	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	27	174	1	0	0	0	0	0	0	0
23	25	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+4(g2+su(2))"	28	174	1	0	0	0	0	0	0	0
23	25	"e8+e7'+2 f5+su(3)+3(g2+su(2))"	"e8+e7'+2 f5+5(g2+su(2))"	30	165	1	1	0	0	0	0	0	0
23	35	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	28	173	1	0	0	0	1	0	0	0
23	35	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	29	173	1	0	0	0	1	0	0	0
23	36	"2 e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	"2 e7+e6+2 f5+4(g2+su(2))+so(7)+2 su(2)"	27	172	1	1	0	0	1	0	0	0
23	36	"2 e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	"2 e7+e7'+2 f5+4(g2+su(2))+so(7)+2 su(2)"	39	145	1	1	0	0	0	1	0	0
23	36	"2 e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	"2 e7+e7'+2 f5+4(g2+su(2))+so(7)+2 su(2)"	44	145	1	1	0	0	0	1	0	0
23	36	"2 e7+2 f5+3(g2+su(2))+so(7)+2 su(2)"	"3 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	31	117	1	1	0	0	0	0	1	0
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	28	167	1	1	0	0	0	0	1	0
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	35	167	1	1	0	0	0	0	1	0
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	30	159	1	2	0	0	0	0	1	0
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	39	159	1	2	0	0	0	0	1	0
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+2(g2+su(2))+3(so(7)+2 su(2))"	32	50	2	1	0	0	0	0	0	1
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+2 su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	32	45	0	2	0	0	0	0	0	1
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	31	52	1	1	0	0	0	0	0	1
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	32	52	1	1	0	0	0	0	0	1
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	32	53	0	1	0	0	0	0	0	1
23	37	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	32	44	1	2	0	0	0	0	0	1
23	38	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+su(3)+3(g2+su(2))"	27	174	1	0	1	0	0	0	0	0
23	38	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+so(8)+su(3)+3(g2+su(2))"	30	174	1	0	1	0	0	0	0	0
23	38	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	202	1	0	0	0	0	0	0	0
23	38	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	30	202	1	0	0	0	0	0	0	0
23	38	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	"e8+e6+3 f5+su(3)+3(g2+su(2))"	28	150	1	0	0	1	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+2 su(3)+4(g2+su(2))"	27	185	1	2	0	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+4(g2+su(2))"	28	201	1	0	0	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+4(g2+su(2))"	29	201	1	0	0	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+4(g2+su(2))"	30	201	1	0	0	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	27	173	1	0	1	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	28	173	1	0	1	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	29	173	1	0	1	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+su(3)+4(g2+su(2))"	26	193	1	1	0	0	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	28	149	1	0	0	1	0	0	0	0
23	39	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	29	149	1	0	0	1	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+2 su(3)+3(g2+su(2))"	26	194	0	1	0	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+4(g2+su(2))"	28	201	1	0	0	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+4(g2+su(2))"	30	201	1	0	0	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	28	173	1	0	1	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+so(8)+4(g2+su(2))"	29	173	1	0	1	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+2 f5+su(3)+4(g2+su(2))"	26	193	1	1	0	0	0	0	0	0
23	40	"e8+e6+2 f5+su(3)+3(g2+su(2))"	"e8+e6+3 f5+4(g2+su(2))"	28	149	1	0	0	1	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+2 f5+5(g2+su(2))"	29	137	1	0	0	1	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	28	180	1	1	0	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+2 su(3)+4(g2+su(2))"	27	182	0	1	0	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+5(g2+su(2))"	28	189	1	0	0	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+5(g2+su(2))"	29	189	1	0	0	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+so(8)+4(g2+su(2))+so(7)+2 su(2)"	29	159	2	0	1	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+so(8)+5(g2+su(2))"	28	161	1	0	1	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+so(8)+5(g2+su(2))"	31	161	1	0	1	0	0	0	0	0
23	52	"e8+e7+f5+su(3)+4(g2+su(2))"	"e8+e7+f5+so(8)+su(3)+3(g2+su(2))+so(7)+2 su(2)"	28	160	1	0	1	0	0	0	0	0
