gram_bibj_pattern	ID	gauge_group	vertices	num_AB	delta	delta_28n	T_min	n_pos_bibj	n_neg_bibj	gram_b0bi	gram_bibj	hyper_strings	hypers
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n75-2ff4a772	SU(11) x SU(20) x SO(28)	vtx-A10-122-n2-0,vtx-A19-401-n2-0,vtx-D14-182-n4-n2	0,3	-75	9	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A10-11),(2) : 1 x (irr-A19-20),(1,2) : 1 x (irr-A10-11, irr-A19-20),(2,3) : 1 x (irr-A19-20, irr-D14-28)	(1, 2):[[1, ['irr-A10-11', 'irr-A19-20']]]; (1,):[[2, ['irr-A10-11']]]; (2, 3):[[1, ['irr-A19-20', 'irr-D14-28']]]; (2,):[[1, ['irr-A19-20']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n74-bced4a41	SU(11) x SU(20) x SO(29)	vtx-A10-122-n2-0,vtx-A19-401-n2-0,vtx-B14-203-n4-n2	0,3	-74	10	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A10-11),(3) : 1 x (irr-B14-29),(1,2) : 1 x (irr-A10-11, irr-A19-20),(2,3) : 1 x (irr-A19-20, irr-B14-29)	(1, 2):[[1, ['irr-A10-11', 'irr-A19-20']]]; (1,):[[2, ['irr-A10-11']]]; (2, 3):[[1, ['irr-A19-20', 'irr-B14-29']]]; (3,):[[1, ['irr-B14-29']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n73-283b3d0c	SU(10) x SU(20) x SO(30)	vtx-A09-101-n2-0,vtx-A19-401-n2-0,vtx-D15-225-n4-n2	0,3	-73	11	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(3) : 2 x (irr-D15-30),(1,2) : 1 x (irr-A9-10, irr-A19-20),(2,3) : 1 x (irr-A19-20, irr-D15-30)	(1, 2):[[1, ['irr-A9-10', 'irr-A19-20']]]; (2, 3):[[1, ['irr-A19-20', 'irr-D15-30']]]; (3,):[[2, ['irr-D15-30']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n73-6d9cdb85	SU(11) x SU(21) x SO(29)	vtx-A10-122-n2-0,vtx-A20-442-n2-0,vtx-B14-203-n4-n2	0,3	-73	11	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A10-11),(2) : 2 x (irr-A20-21),(1,2) : 1 x (irr-A10-11, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-B14-29)	(1, 2):[[1, ['irr-A10-11', 'irr-A20-21']]]; (1,):[[1, ['irr-A10-11']]]; (2, 3):[[1, ['irr-A20-21', 'irr-B14-29']]]; (2,):[[2, ['irr-A20-21']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n72-e3630d71	SU(11) x SU(21) x SO(30)	vtx-A10-122-n2-0,vtx-A20-442-n2-0,vtx-D15-225-n4-n2	0,3	-72	12	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A10-11),(2) : 1 x (irr-A20-21),(3) : 1 x (irr-D15-30),(1,2) : 1 x (irr-A10-11, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-D15-30)	(1, 2):[[1, ['irr-A10-11', 'irr-A20-21']]]; (1,):[[1, ['irr-A10-11']]]; (2, 3):[[1, ['irr-A20-21', 'irr-D15-30']]]; (2,):[[1, ['irr-A20-21']]]; (3,):[[1, ['irr-D15-30']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n72-bd2a83ed	SU(12) x SU(20) x SO(28)	vtx-A11-145-n2-0,vtx-A19-401-n2-0,vtx-D14-182-n4-n2	0,3	-72	12	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 4 x (irr-A11-12),(1,2) : 1 x (irr-A11-12, irr-A19-20),(2,3) : 1 x (irr-A19-20, irr-D14-28)	(1, 2):[[1, ['irr-A11-12', 'irr-A19-20']]]; (1,):[[4, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A19-20', 'irr-D14-28']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n71-208ad78f	SU(12) x SU(21) x SO(29)	vtx-A11-145-n2-0,vtx-A20-442-n2-0,vtx-B14-203-n4-n2	0,3	-71	13	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A11-12),(2) : 1 x (irr-A20-21),(1,2) : 1 x (irr-A11-12, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-B14-29)	(1, 2):[[1, ['irr-A11-12', 'irr-A20-21']]]; (1,):[[3, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A20-21', 'irr-B14-29']]]; (2,):[[1, ['irr-A20-21']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n70-e5a3db56	SU(11) x SU(21) x SO(31)	vtx-A10-122-n2-0,vtx-A20-442-n2-0,vtx-B15-248-n4-n2	0,3	-70	14	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A10-11),(3) : 2 x (irr-B15-31),(1,2) : 1 x (irr-A10-11, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-B15-31)	(1, 2):[[1, ['irr-A10-11', 'irr-A20-21']]]; (1,):[[1, ['irr-A10-11']]]; (2, 3):[[1, ['irr-A20-21', 'irr-B15-31']]]; (3,):[[2, ['irr-B15-31']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n70-ddc04ec1	SU(11) x SU(22) x SO(30)	vtx-A10-122-n2-0,vtx-A21-485-n2-0,vtx-D15-225-n4-n2	0,3	-70	14	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(2) : 3 x (irr-A21-22),(1,2) : 1 x (irr-A10-11, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D15-30)	(1, 2):[[1, ['irr-A10-11', 'irr-A21-22']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D15-30']]]; (2,):[[3, ['irr-A21-22']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n70-d321f183	SU(12) x SU(21) x SO(30)	vtx-A11-145-n2-0,vtx-A20-442-n2-0,vtx-D15-225-n4-n2	0,3	-70	14	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A11-12),(3) : 1 x (irr-D15-30),(1,2) : 1 x (irr-A11-12, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-D15-30)	(1, 2):[[1, ['irr-A11-12', 'irr-A20-21']]]; (1,):[[3, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A20-21', 'irr-D15-30']]]; (3,):[[1, ['irr-D15-30']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n69-5e4503b2	SU(11) x SU(22) x SO(31)	vtx-A10-122-n2-0,vtx-A21-485-n2-0,vtx-B15-248-n4-n2	0,3	-69	15	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(2) : 2 x (irr-A21-22),(3) : 1 x (irr-B15-31),(1,2) : 1 x (irr-A10-11, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-B15-31)	(1, 2):[[1, ['irr-A10-11', 'irr-A21-22']]]; (2, 3):[[1, ['irr-A21-22', 'irr-B15-31']]]; (2,):[[2, ['irr-A21-22']]]; (3,):[[1, ['irr-B15-31']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n69-17edab3e	SU(12) x SU(22) x SO(30)	vtx-A11-145-n2-0,vtx-A21-485-n2-0,vtx-D15-225-n4-n2	0,3	-69	15	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A11-12),(2) : 2 x (irr-A21-22),(1,2) : 1 x (irr-A11-12, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D15-30)	(1, 2):[[1, ['irr-A11-12', 'irr-A21-22']]]; (1,):[[2, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D15-30']]]; (2,):[[2, ['irr-A21-22']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n68-67cf71d4	SU(12) x SU(22) x SO(31)	vtx-A11-145-n2-0,vtx-A21-485-n2-0,vtx-B15-248-n4-n2	0,3	-68	16	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A11-12),(2) : 1 x (irr-A21-22),(3) : 1 x (irr-B15-31),(1,2) : 1 x (irr-A11-12, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-B15-31)	(1, 2):[[1, ['irr-A11-12', 'irr-A21-22']]]; (1,):[[2, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A21-22', 'irr-B15-31']]]; (2,):[[1, ['irr-A21-22']]]; (3,):[[1, ['irr-B15-31']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n67-ac0b8f6e	SU(11) x SU(22) x SO(32)	vtx-A10-122-n2-0,vtx-A21-485-n2-0,vtx-D16-272-n4-n2	0,3	-67	17	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(2) : 1 x (irr-A21-22),(3) : 2 x (irr-D16-32),(1,2) : 1 x (irr-A10-11, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D16-32)	(1, 2):[[1, ['irr-A10-11', 'irr-A21-22']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D16-32']]]; (2,):[[1, ['irr-A21-22']]]; (3,):[[2, ['irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n67-8f3a8193	SU(13) x SU(21) x SO(29)	vtx-A12-170-n2-0,vtx-A20-442-n2-0,vtx-B14-203-n4-n2	0,3	-67	17	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 5 x (irr-A12-13),(1,2) : 1 x (irr-A12-13, irr-A20-21),(2,3) : 1 x (irr-A20-21, irr-B14-29)	(1, 2):[[1, ['irr-A12-13', 'irr-A20-21']]]; (1,):[[5, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A20-21', 'irr-B14-29']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n66-757cf831	SU(12) x SU(22) x SO(32)	vtx-A11-145-n2-0,vtx-A21-485-n2-0,vtx-D16-272-n4-n2	0,3	-66	18	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A11-12),(3) : 2 x (irr-D16-32),(1,2) : 1 x (irr-A11-12, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D16-32)	(1, 2):[[1, ['irr-A11-12', 'irr-A21-22']]]; (1,):[[2, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D16-32']]]; (3,):[[2, ['irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n66-6abcd6a9	SU(12) x SU(23) x SO(31)	vtx-A11-145-n2-0,vtx-A22-530-n2-0,vtx-B15-248-n4-n2	0,3	-66	18	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A11-12),(2) : 3 x (irr-A22-23),(1,2) : 1 x (irr-A11-12, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B15-31)	(1, 2):[[1, ['irr-A11-12', 'irr-A22-23']]]; (1,):[[1, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B15-31']]]; (2,):[[3, ['irr-A22-23']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n66-60e8d91e	SU(13) x SU(22) x SO(30)	vtx-A12-170-n2-0,vtx-A21-485-n2-0,vtx-D15-225-n4-n2	0,3	-66	18	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 4 x (irr-A12-13),(2) : 1 x (irr-A21-22),(1,2) : 1 x (irr-A12-13, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D15-30)	(1, 2):[[1, ['irr-A12-13', 'irr-A21-22']]]; (1,):[[4, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D15-30']]]; (2,):[[1, ['irr-A21-22']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n65-275f3ca1	SU(12) x SU(23) x SO(32)	vtx-A11-145-n2-0,vtx-A22-530-n2-0,vtx-D16-272-n4-n2	0,3	-65	19	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A11-12),(2) : 2 x (irr-A22-23),(3) : 1 x (irr-D16-32),(1,2) : 1 x (irr-A11-12, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-D16-32)	(1, 2):[[1, ['irr-A11-12', 'irr-A22-23']]]; (1,):[[1, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A22-23', 'irr-D16-32']]]; (2,):[[2, ['irr-A22-23']]]; (3,):[[1, ['irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n65-c8f22a47	SU(13) x SU(22) x SO(31)	vtx-A12-170-n2-0,vtx-A21-485-n2-0,vtx-B15-248-n4-n2	0,3	-65	19	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 4 x (irr-A12-13),(3) : 1 x (irr-B15-31),(1,2) : 1 x (irr-A12-13, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-B15-31)	(1, 2):[[1, ['irr-A12-13', 'irr-A21-22']]]; (1,):[[4, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A21-22', 'irr-B15-31']]]; (3,):[[1, ['irr-B15-31']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n64-171c0f97	SU(11) x SU(22) x SO(33)	vtx-A10-122-n2-0,vtx-A21-485-n2-0,vtx-B16-297-n4-n2	0,3	-64	20	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(3) : 3 x (irr-B16-33),(1,2) : 1 x (irr-A10-11, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-B16-33)	(1, 2):[[1, ['irr-A10-11', 'irr-A21-22']]]; (2, 3):[[1, ['irr-A21-22', 'irr-B16-33']]]; (3,):[[3, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n64-e7c46505	SU(13) x SU(23) x SO(31)	vtx-A12-170-n2-0,vtx-A22-530-n2-0,vtx-B15-248-n4-n2	0,3	-64	20	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A12-13),(2) : 2 x (irr-A22-23),(1,2) : 1 x (irr-A12-13, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B15-31)	(1, 2):[[1, ['irr-A12-13', 'irr-A22-23']]]; (1,):[[3, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B15-31']]]; (2,):[[2, ['irr-A22-23']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n63-b31a7bd0	SU(12) x SU(23) x SO(33)	vtx-A11-145-n2-0,vtx-A22-530-n2-0,vtx-B16-297-n4-n2	0,3	-63	21	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A11-12),(2) : 1 x (irr-A22-23),(3) : 2 x (irr-B16-33),(1,2) : 1 x (irr-A11-12, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B16-33)	(1, 2):[[1, ['irr-A11-12', 'irr-A22-23']]]; (1,):[[1, ['irr-A11-12']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B16-33']]]; (2,):[[1, ['irr-A22-23']]]; (3,):[[2, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n63-6e3edf49	SU(13) x SU(23) x SO(32)	vtx-A12-170-n2-0,vtx-A22-530-n2-0,vtx-D16-272-n4-n2	0,3	-63	21	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A12-13),(2) : 1 x (irr-A22-23),(3) : 1 x (irr-D16-32),(1,2) : 1 x (irr-A12-13, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-D16-32)	(1, 2):[[1, ['irr-A12-13', 'irr-A22-23']]]; (1,):[[3, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A22-23', 'irr-D16-32']]]; (2,):[[1, ['irr-A22-23']]]; (3,):[[1, ['irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n62-030ba8fc	SU(12) x SU(24) x SO(32)	vtx-A11-145-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,3	-62	22	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(2) : 4 x (irr-A23-24),(1,2) : 1 x (irr-A11-12, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A11-12', 'irr-A23-24']]]; (2, 3):[[1, ['irr-A23-24', 'irr-D16-32']]]; (2,):[[4, ['irr-A23-24']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n61-ac90da7d	SU(12) x SU(24) x SO(33)	vtx-A11-145-n2-0,vtx-A23-577-n2-0,vtx-B16-297-n4-n2	0,3	-61	23	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(2) : 3 x (irr-A23-24),(3) : 1 x (irr-B16-33),(1,2) : 1 x (irr-A11-12, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-B16-33)	(1, 2):[[1, ['irr-A11-12', 'irr-A23-24']]]; (2, 3):[[1, ['irr-A23-24', 'irr-B16-33']]]; (2,):[[3, ['irr-A23-24']]]; (3,):[[1, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n61-5b38e1e1	SU(13) x SU(23) x SO(33)	vtx-A12-170-n2-0,vtx-A22-530-n2-0,vtx-B16-297-n4-n2	0,3	-61	23	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A12-13),(3) : 2 x (irr-B16-33),(1,2) : 1 x (irr-A12-13, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B16-33)	(1, 2):[[1, ['irr-A12-13', 'irr-A22-23']]]; (1,):[[3, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B16-33']]]; (3,):[[2, ['irr-B16-33']]]
