"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	2
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	173	1	0	0	0	0	0	0	0	8
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	29	164	1	1	0	0	0	0	0	0	3
22	32	"e8+e7+f5+3(g2+su(2))"	29	168	1	1	0	0	0	0	0	0	5
22	32	"e8+e7+f5+3(g2+su(2))"	29	176	1	0	0	0	0	0	0	0	3
22	32	"e8+e7+f5+3(g2+su(2))"	30	168	1	1	0	0	0	0	0	0	3
22	32	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	32	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	158	0	2	0	0	0	0	0	0	3
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	165	1	1	0	0	0	0	0	0	8
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	166	0	1	0	0	0	0	0	0	3
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	165	1	1	0	0	0	0	0	0	5
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	165	1	1	0	0	0	0	0	0	2
22	34	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	29	165	1	1	0	0	0	0	0	0	4
22	35	"e8+e7+f5+4(g2+su(2))"	26	167	1	0	0	0	0	0	0	0	3
22	35	"e8+e7+f5+4(g2+su(2))"	27	139	1	0	1	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	27	158	2	1	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	27	159	1	1	0	0	0	0	0	0	5
22	35	"e8+e7+f5+4(g2+su(2))"	27	160	1	1	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	27	167	1	0	0	0	0	0	0	0	3
22	35	"e8+e7+f5+4(g2+su(2))"	28	159	1	1	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	28	160	1	1	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	28	167	1	0	0	0	0	0	0	0	3
22	35	"e8+e7+f5+4(g2+su(2))"	29	158	2	1	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	29	159	1	1	0	0	0	0	0	0	7
22	35	"e8+e7+f5+4(g2+su(2))"	30	151	1	2	0	0	0	0	0	0	2
22	35	"e8+e7+f5+4(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	4
22	35	"e8+e7+f5+4(g2+su(2))"	30	161	0	1	0	0	0	0	0	0	3
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	272	0	1	0	0	0	0	0	0	4
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	23	244	0	1	1	0	0	0	0	0	2
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	25	194	0	1	0	0	1	0	0	0	2
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	138	1	1	0	0	0	0	1	0	2
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	139	0	1	0	0	0	0	1	0	2
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	31	23	1	1	0	0	0	0	0	1	2
22	36	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	31	24	0	1	0	0	0	0	0	1	3
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	24	214	1	1	0	0	0	0	0	0	2
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	25	194	1	0	1	0	0	0	0	0	3
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	26	170	1	0	0	1	0	0	0	0	4
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	27	144	1	0	0	0	1	0	0	0	4
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	27	170	1	0	0	1	0	0	0	0	3
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	27	222	1	0	0	0	0	0	0	0	2
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	28	117	1	0	0	0	0	1	0	0	2
22	37	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	29	89	1	0	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	147	0	0	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	175	0	0	0	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	202	0	0	0	0	1	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	220	0	1	0	1	0	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	228	0	0	0	1	0	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	252	0	0	1	0	0	0	0	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	271	1	1	0	0	0	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	22	272	0	1	0	0	0	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	23	194	0	1	0	0	1	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	23	200	0	0	1	1	0	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	24	167	0	1	0	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	24	174	0	0	1	0	1	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	25	139	0	1	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	25	147	0	0	1	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	25	150	0	0	0	1	1	0	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	25	193	1	1	0	0	1	0	0	0	5
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	26	119	0	0	1	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	26	123	0	0	0	1	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	26	166	1	1	0	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	27	95	0	0	0	1	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	27	97	0	0	0	0	1	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	27	138	1	1	0	0	0	0	1	0	5
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	27	166	1	1	0	0	0	1	0	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	69	0	0	0	0	1	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	130	1	2	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	131	0	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	28	138	1	1	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	29	42	0	0	0	0	0	1	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	29	111	0	1	1	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	29	130	1	2	0	0	0	0	1	0	4
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	29	138	1	1	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	29	159	0	2	0	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	119	0	0	1	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	123	0	3	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	136	2	1	0	0	0	0	1	0	4
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	138	1	1	0	0	0	0	1	0	6
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	139	0	1	1	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	30	158	1	2	0	0	0	1	0	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	31	130	1	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	31	131	0	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	31	138	1	1	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	32	130	1	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	32	131	0	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	32	136	2	1	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	32	138	1	1	0	0	0	0	1	0	5
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	32	139	0	1	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	33	130	1	2	0	0	0	0	1	0	5
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	33	131	0	2	0	0	0	0	1	0	4
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	33	136	2	1	0	0	0	0	1	0	7
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	33	138	1	1	0	0	0	0	1	0	9
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	33	139	0	1	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	34	130	1	2	0	0	0	0	1	0	3
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	34	131	0	2	0	0	0	0	1	0	2
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	34	136	2	1	0	0	0	0	1	0	7
22	38	"2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"	34	138	1	1	0	0	0	0	1	0	5
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	22	223	0	1	0	0	0	0	0	0	2
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	23	222	1	1	0	0	0	0	0	0	2
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	214	1	2	0	0	0	0	0	0	4
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	215	0	2	0	0	0	0	0	0	3
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	25	194	1	1	1	0	0	0	0	0	7
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	26	170	1	1	0	1	0	0	0	0	3
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	26	178	1	0	0	1	0	0	0	0	8
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	27	178	1	0	0	1	0	0	0	0	2
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	27	230	1	0	0	0	0	0	0	0	4
22	39	"2 e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	29	230	1	0	0	0	0	0	0	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	22	222	0	1	0	1	0	0	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	22	230	0	0	0	1	0	0	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	22	254	0	0	1	0	0	0	0	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	22	272	1	1	0	0	0	0	0	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	22	273	1	1	0	0	0	0	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	23	202	0	0	1	1	0	0	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	25	194	1	1	0	0	1	0	0	0	5
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	26	166	2	1	0	0	0	1	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	26	167	1	1	0	0	0	1	0	0	6
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	26	168	1	1	0	0	0	1	0	0	5
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	26	175	1	0	0	0	0	1	0	0	8
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	138	2	1	0	0	0	0	1	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	139	1	1	0	0	0	0	1	0	9
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	140	1	1	0	0	0	0	1	0	6
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	147	1	0	0	0	0	0	1	0	11
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	147	1	0	1	0	0	1	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	167	1	1	0	0	0	1	0	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	168	1	1	0	0	0	1	0	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	175	1	0	0	0	0	1	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	119	1	0	1	0	0	0	1	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	139	1	1	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	140	1	1	0	0	0	0	1	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	147	1	0	0	0	0	0	1	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	28	147	1	0	1	0	0	1	0	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	139	1	1	0	0	0	0	1	0	4
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	140	1	1	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	147	1	0	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	30	139	1	1	0	0	0	0	1	0	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	30	140	1	1	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	31	23	2	1	0	0	0	0	0	1	4
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	31	24	1	1	0	0	0	0	0	1	12
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	31	25	1	1	0	0	0	0	0	1	6
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	31	32	1	0	0	0	0	0	0	1	9
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	31	139	1	1	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	4	1	0	1	0	0	0	0	1	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	23	2	1	0	0	0	0	0	1	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	24	1	1	0	0	0	0	0	1	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	25	1	1	0	0	0	0	0	1	5
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	26	0	1	0	0	0	0	0	1	3
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	37	140	1	1	0	0	0	0	1	0	2
22	40	"2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	80	138	2	1	0	0	0	0	1	0	2
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	22	166	0	1	0	0	0	0	0	0	2
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	25	165	1	1	0	0	0	0	0	0	2
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	163	2	1	0	0	0	0	0	0	6
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	165	1	1	0	0	0	0	0	0	7
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	158	0	2	0	0	0	0	0	0	2
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	165	1	1	0	0	0	0	0	0	4
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	166	0	1	0	0	0	0	0	0	2
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	29	165	1	1	0	0	0	0	0	0	3
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	30	165	1	1	0	0	0	0	0	0	6
22	41	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	30	166	0	1	0	0	0	0	0	0	3
22	42	"e8+e7+f5+4(g2+su(2))"	26	160	1	1	0	0	0	0	0	0	3
22	42	"e8+e7+f5+4(g2+su(2))"	27	160	1	1	0	0	0	0	0	0	2
22	42	"e8+e7+f5+4(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	4
22	42	"e8+e7+f5+4(g2+su(2))"	30	161	0	1	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	26	158	2	1	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	26	159	1	1	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	26	160	1	1	0	0	0	0	0	0	4
22	43	"e8+e7+f5+4(g2+su(2))"	26	167	1	0	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	27	139	1	0	1	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	27	158	2	1	0	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	27	159	1	1	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	27	167	1	0	0	0	0	0	0	0	4
22	43	"e8+e7+f5+4(g2+su(2))"	28	159	1	1	0	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	28	167	1	0	0	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	29	159	1	1	0	0	0	0	0	0	6
22	43	"e8+e7+f5+4(g2+su(2))"	29	160	1	1	0	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	29	161	0	1	0	0	0	0	0	0	2
22	43	"e8+e7+f5+4(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	3
22	43	"e8+e7+f5+4(g2+su(2))"	30	161	0	1	0	0	0	0	0	0	2
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	163	1	1	0	0	0	0	0	0	5
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	171	1	0	0	0	0	0	0	0	11
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	163	1	1	0	0	0	0	0	0	6
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	171	1	0	0	0	0	0	0	0	14
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	163	1	1	0	0	0	0	0	0	3
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	171	1	0	0	0	0	0	0	0	3
22	44	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	163	1	1	0	0	0	0	0	0	2
22	45	"e8+e7+f5+4(g2+su(2))"	26	167	1	0	0	0	0	0	0	0	13
22	45	"e8+e7+f5+4(g2+su(2))"	27	167	1	0	0	0	0	0	0	0	5
22	46	"e8+e6+2 f5+su(3)+2(g2+su(2))"	22	173	0	1	0	0	0	0	0	0	2
22	46	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	174	0	1	0	0	0	0	0	0	2
22	48	"e8+e6+2 f5+3(g2+su(2))"	27	173	0	1	0	0	0	0	0	0	2
22	49	"e8+e7+f5+4(g2+su(2))"	26	158	1	1	0	0	0	0	0	0	2
22	49	"e8+e7+f5+4(g2+su(2))"	26	167	1	0	0	0	0	0	0	0	7
22	49	"e8+e7+f5+4(g2+su(2))"	27	158	1	1	0	0	0	0	0	0	2
22	49	"e8+e7+f5+4(g2+su(2))"	27	167	1	0	0	0	0	0	0	0	5
22	49	"e8+e7+f5+4(g2+su(2))"	28	158	1	1	0	0	0	0	0	0	2
22	50	"e8+e7+f5+3(g2+su(2))"	29	168	1	1	0	0	0	0	0	0	4
22	50	"e8+e7+f5+3(g2+su(2))"	29	176	1	0	0	0	0	0	0	0	3
22	50	"e8+e7+f5+3(g2+su(2))"	30	168	1	1	0	0	0	0	0	0	3
22	50	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	50	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	51	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	26	158	1	1	0	0	0	0	0	0	2
22	51	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	27	158	1	1	0	0	0	0	0	0	3
22	51	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	158	1	1	0	0	0	0	0	0	5
22	51	"e8+e7+f5+3(g2+su(2))+so(7)+2 su(2)"	29	159	0	1	0	0	0	0	0	0	4
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	26	158	2	1	0	0	0	0	0	0	2
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	26	160	1	1	0	0	0	0	0	0	3
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	26	169	1	0	0	0	0	0	0	0	4
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	27	158	2	1	0	0	0	0	0	0	2
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	27	160	1	1	0	0	0	0	0	0	2
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	27	161	0	1	0	0	0	0	0	0	2
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	28	162	0	1	0	0	0	0	0	0	2
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	28	169	1	0	0	0	0	0	0	0	5
22	52	"e8+e7+f5+su(3)+3(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	4
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	26	158	2	1	0	0	0	0	0	0	3
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	26	160	1	1	0	0	0	0	0	0	4
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	26	167	2	0	0	0	0	0	0	0	7
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	26	169	1	0	0	0	0	0	0	0	9
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	27	167	2	0	0	0	0	0	0	0	3
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	27	169	1	0	0	0	0	0	0	0	5
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	28	162	0	1	0	0	0	0	0	0	2
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	28	167	2	0	0	0	0	0	0	0	2
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	28	169	1	0	0	0	0	0	0	0	5
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	29	160	1	1	0	0	0	0	0	0	2
22	53	"e8+e7+f5+su(3)+3(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	3
22	54	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	4
22	54	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	2
22	54	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	164	1	1	0	0	0	0	0	0	3
22	55	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	166	0	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	162	2	1	0	0	0	0	0	0	7
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	163	1	1	0	0	0	0	0	0	4
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	4
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	171	1	0	0	0	0	0	0	0	8
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	162	2	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	163	1	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	171	1	0	0	0	0	0	0	0	7
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	162	2	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	163	1	1	0	0	0	0	0	0	3
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	171	1	0	0	0	0	0	0	0	4
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	163	1	1	0	0	0	0	0	0	2
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	164	1	1	0	0	0	0	0	0	3
22	56	"e8+e6+2 f5+su(3)+3(g2+su(2))"	30	162	2	1	0	0	0	0	0	0	2
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	26	158	2	0	0	0	0	0	0	0	5
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	26	160	1	0	0	0	0	0	0	0	2
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	27	158	2	0	0	0	0	0	0	0	13
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	27	159	1	0	0	0	0	0	0	0	9
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	27	160	1	0	0	0	0	0	0	0	3
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	28	151	1	1	0	0	0	0	0	0	2
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	28	153	0	1	0	0	0	0	0	0	2
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	28	158	2	0	0	0	0	0	0	0	5
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	28	160	1	0	0	0	0	0	0	0	5
22	57	"e8+e7+f5+su(3)+4(g2+su(2))"	29	151	1	1	0	0	0	0	0	0	2
