"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"
127	"{3,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,1}"	276	"4 e7+f4+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	""
128	"{3,1,4,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,6}"	169	"2 e8+e6+2 f4+so(8)+su(3)+5(g2+su(2))"	""
129	"{3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2}"	120	"e8+3 e7+2 f4+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	""
130	"{3,1,6,1,3,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2}"	121	"2 e8+2 e6+2 f4+3 su(3)+3(g2+su(2))"	""
131	"{3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,8}"	121	"e8+3 e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	""
132	"{3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
133	"{4,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,4}"	168	"2 e8+3 f4+2 so(8)+2 su(3)+4(g2+su(2))"	"Inversion"
134	"{5,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2}"	126	"e8+3 e7+2 f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
135	"{5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
136	"{2,1,{2,1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{1,8},1,2,2}"	219	"5 e7+4(so(7)+2 su(2))"	"{1,3}"
137	"{2,1,{2,1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{2,1,8},1,2}"	219	"5 e7+4(so(7)+2 su(2))"	"{Inversion,{1,3},{29,33}}"
138	"{2,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{1,8},1,2,2}"	219	"5 e7+4(so(7)+2 su(2))"	"Inversion"
139	"{1,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{1,7},1,2}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
140	"{1,{1,6},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{1,8},1,2,3,2,1}"	263	"4 e7+e6+5(so(7)+2 su(2))"	"{1,2}"
141	"{2,1,{1,7},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,{1,3},2}"	236	"4 e7+e7'+5(so(7)+2 su(2))"	""
142	"{2,1,{2,1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,1}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	"{1,3}"
143	"{2,1,{2,1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,2}"	219	"5 e7+4(so(7)+2 su(2))"	"{1,3}"
144	"{1,2,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,6,1,2}"	263	"4 e7+e6+5(so(7)+2 su(2))"	""
145	"{1,3,1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,{1,3},2}"	255	"4 e7+e6+su(3)+5(so(7)+2 su(2))"	""
146	"{1,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,6,1,3,1}"	257	"4 e7+e6+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
147	"{1,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,2}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
148	"{2,1,{1,7},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,2,1}"	264	"3 e7+2 e7'+5(so(7)+2 su(2))"	""
149	"{2,1,{1,7},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,3,1}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
150	"{2,1,{1,7},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,3}"	230	"4 e7+e7'+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
151	"{2,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,{1,3},2}"	236	"4 e7+e7'+5(so(7)+2 su(2))"	""
152	"{2,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,1}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
153	"{2,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,2}"	219	"5 e7+4(so(7)+2 su(2))"	""
154	"{7,1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,4}"	122	"2 e8+e7'+2 f4+2 so(8)+5(g2+su(2))"	""
155	"{1,2,3,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,1}"	368	"5 e6+2 f4+6 su(3)+2(g2+su(2))"	"Inversion"
156	"{1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,4,1,4}"	199	"2 e8+2 f4+3 so(8)+5(g2+su(2))"	""
157	"{1,2,3,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,2}"	264	"3 e7+2 e7'+5(so(7)+2 su(2))"	""
158	"{1,3,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,2,1}"	369	"5 e6+2 f4+7 su(3)+g2+su(2)"	""
159	"{1,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,4}"	255	"4 e7+f4+so(8)+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
160	"{1,3,1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,2,1}"	283	"3 e7+e7'+e6+su(3)+5(so(7)+2 su(2))"	""
161	"{1,3,1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,3,1}"	257	"4 e7+e6+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
162	"{1,3,1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,3}"	249	"4 e7+e6+2 su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
163	"{1,3,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,1}"	257	"3 e7+2 e7'+2(g2+su(2))+4(so(7)+2 su(2))"	"Inversion"
164	"{1,3,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,2}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
165	"{1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,1,8}"	151	"5 e7+f4+3(g2+su(2))+3(so(7)+2 su(2))"	""
166	"{1,3,2,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,2}"	238	"4 e7+e7'+g2+su(2)+4(so(7)+2 su(2))"	""
167	"{1,4,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,1}"	257	"4 e7+f4+so(8)+su(3)+2(g2+su(2))+3(so(7)+2 su(2))"	""
168	"{2,2,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,2}"	219	"5 e7+4(so(7)+2 su(2))"	"Inversion"
169	"{3,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,2}"	230	"4 e7+e7'+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
170	"{1,{1,5},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,{1,5},1}"	300	"6 e6+2 f4+7 su(3)"	"{Inversion,{1,2},{31,33}}"
171	"{3,1,{3,1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,1}"	335	"6 e6+f4+8 su(3)+g2+su(2)"	"{1,3}"
172	"{1,3,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,1}"	343	"6 e6+f4+7 su(3)+g2+su(2)"	""
173	"{1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,{1,8},1,2,3,2,1,8}"	130	"5 e7+e6+5(so(7)+2 su(2))"	""
174	"{1,{1,5},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,2}"	300	"6 e6+2 f4+7 su(3)"	"{1,2}"
175	"{1,{1,6},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,4,1}"	237	"4 e7+e6+so(8)+g2+su(2)+4(so(7)+2 su(2))"	"{1,2}"
176	"{1,{1,6},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,4}"	235	"4 e7+e6+so(8)+5(so(7)+2 su(2))"	"{1,2}"
177	"{1,{1,7},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,2,1,8}"	131	"4 e7+2 e7'+5(so(7)+2 su(2))"	"{1,2}"
178	"{2,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,2,1}"	351	"6 e6+f4+6 su(3)+g2+su(2)"	""
179	"{1,2,2,3,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,2}"	351	"6 e6+f4+6 su(3)+g2+su(2)"	""
180	"{1,2,3,2,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,1}"	341	"6 e6+f4+7 su(3)+so(7)+2 su(2)"	""
181	"{1,3,2,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,1}"	342	"6 e6+f4+6 su(3)+2(g2+su(2))"	""
182	"{1,4,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,6,1,2}"	237	"4 e7+e6+so(8)+g2+su(2)+4(so(7)+2 su(2))"	""
183	"{1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1}"	129	"e8+5 e6+2 f4+6 su(3)+g2+su(2)"	""
184	"{2,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,2}"	300	"6 e6+2 f4+7 su(3)"	"Inversion"
185	"{2,1,6,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,4}"	235	"4 e7+e6+so(8)+5(so(7)+2 su(2))"	""
186	"{2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,7,1,2,3,2,1,8}"	131	"4 e7+2 e7'+5(so(7)+2 su(2))"	""
187	"{3,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,1}"	335	"6 e6+f4+8 su(3)+g2+su(2)"	""
188	"{3,1,5,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,2,2,1,12}"	121	"e8+5 e6+2 f4+7 su(3)+g2+su(2)"	""
189	"{3,1,{3,1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,{1,6},1,3,1}"	310	"7 e6+9 su(3)"	"{1,3}"
190	"{1,3,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,{1,6},1,3,1}"	318	"7 e6+8 su(3)"	"Inversion"
191	"{3,1,{3,1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,3,1}"	309	"7 e6+8 su(3)+g2+su(2)"	"{1,3}"
192	"{3,1,{3,1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,3}"	302	"7 e6+10 su(3)"	"{1,3}"
193	"{1,3,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,3,1}"	317	"7 e6+7 su(3)+g2+su(2)"	""
194	"{1,3,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,3}"	310	"7 e6+9 su(3)"	""
195	"{2,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,3,2,1}"	323	"7 e6+6 su(3)+so(7)+2 su(2)"	""
196	"{2,1,{1,6},1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,4,1}"	298	"7 e6+so(8)+7 su(3)"	""
197	"{1,2,2,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,3,2,2,1}"	574	"12 so(8)+2(g2+su(2))"	"Inversion"
198	"{1,2,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,3,2,1}"	546	"13 so(8)+2(g2+su(2))"	"Inversion"
199	"{1,2,3,2,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,2}"	323	"7 e6+6 su(3)+so(7)+2 su(2)"	""
200	"{1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,3,2,2,1}"	547	"13 so(8)+su(3)+g2+su(2)"	""
201	"{1,3,2,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,3,1}"	316	"7 e6+6 su(3)+2(g2+su(2))"	"Inversion"
202	"{1,3,2,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,3}"	309	"7 e6+8 su(3)+g2+su(2)"	""
203	"{1,4,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,5,1,3,1}"	316	"6 e6+f4+so(8)+8 su(3)"	""
204	"{1,4,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,2,2}"	298	"7 e6+so(8)+7 su(3)"	""
205	"{3,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,3}"	302	"7 e6+10 su(3)"	"Inversion"
