"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
52	42	52	237	0	1	0	0	0	0	0	0	2
52	46	52	243	1	0	0	0	0	0	0	0	2
52	46	53	243	1	0	0	0	0	0	0	0	2
52	49	52	256	0	1	0	0	0	0	0	0	2
52	51	52	256	0	1	0	0	0	0	0	0	3
52	51	52	262	1	0	0	0	0	0	0	0	2
52	54	56	179	1	0	1	0	0	0	0	0	4
52	54	57	155	1	0	0	1	0	0	0	0	2
52	55	52	237	0	1	0	0	0	0	0	0	2
52	56	52	257	0	1	0	0	0	0	0	0	2
52	57	52	257	0	1	0	0	0	0	0	0	2
52	58	52	237	0	1	0	0	0	0	0	0	2
52	61	52	224	0	2	0	0	0	0	0	0	2
52	61	52	232	0	1	0	0	0	0	0	0	2
52	61	53	204	0	1	1	0	0	0	0	0	2
52	61	53	232	0	1	0	0	0	0	0	0	2
52	74	56	173	1	1	0	0	0	0	0	1	2
52	74	56	174	0	1	0	0	0	0	0	1	3
52	75	52	245	0	0	0	1	0	0	1	0	2
52	75	52	247	0	0	0	0	1	1	0	0	2
52	75	53	219	0	0	0	0	1	0	1	0	2
52	75	54	192	0	0	0	0	0	1	1	0	2
52	80	56	173	2	1	0	0	0	0	0	1	3
52	80	56	174	1	1	0	0	0	0	0	1	7
52	80	56	175	1	1	0	0	0	0	0	1	5
52	80	56	182	1	0	0	0	0	0	0	1	10
52	80	57	154	1	0	1	0	0	0	0	1	2
52	80	57	166	1	2	0	0	0	0	0	1	2
52	80	57	167	1	2	0	0	0	0	0	1	2
52	80	57	168	0	2	0	0	0	0	0	1	2
52	80	57	173	2	1	0	0	0	0	0	1	4
52	80	57	174	1	1	0	0	0	0	0	1	8
52	80	57	175	1	1	0	0	0	0	0	1	6
52	80	57	176	0	1	0	0	0	0	0	1	4
52	92	52	247	0	0	0	0	1	0	1	0	2
52	92	53	220	0	0	0	0	0	1	1	0	2
52	97	56	168	0	2	0	0	0	0	0	0	2
52	97	56	173	2	1	0	0	0	0	0	0	2
52	97	56	174	1	1	0	0	0	0	0	0	9
52	97	56	175	1	1	0	0	0	0	0	0	5
52	97	56	176	0	1	0	0	0	0	0	0	4
52	97	56	182	1	0	0	0	0	0	0	0	5
52	98	56	175	1	1	0	0	0	0	0	1	5
52	98	57	167	1	2	0	0	0	0	0	1	2
52	98	57	168	0	2	0	0	0	0	0	1	2
52	98	57	175	1	1	0	0	0	0	0	1	5
52	98	57	176	0	1	0	0	0	0	0	1	4
52	106	56	168	0	1	0	0	0	0	0	1	2
52	106	56	173	2	0	0	0	0	0	0	1	8
52	106	56	174	1	0	0	0	0	0	0	1	6
52	106	56	175	1	0	0	0	0	0	0	1	5
